,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
183,Bryson Green,OkSt,0,5,8,2,0,3,9,3,9,8,11,5,5,0,0,0,0,0,0,0,6.2,8.6,13.1,68,36,584,5
184,Parker Washington,PSU,0,4,4,5,9,6,0,6,8,15,4,6,0,0,0,0,0,0,0,0,6.7,9.1,16.3,67,46,611,2
185,Caleb Ducking,MissSt,0,4,8,8,8,6,6,6,5,0,3,3,4,2,0,0,0,0,4,0,5.2,7.1,10.8,67,46,477,8
186,Tanner Knue,EastMi,0,4,13,4,4,6,0,4,6,5,0,5,8,5,0,0,0,3,0,0,5.6,9.4,17.8,67,45,632,9
187,Aron Cruickshank,Rut,0,5,7,9,8,3,8,0,3,1,10,8,4,1,0,0,0,0,0,0,5.6,5.7,20.7,67,42,385,2
188,Darius Lassiter,EastMi,0,6,5,6,6,6,10,1,1,4,0,3,6,5,0,0,0,8,0,0,5.2,7.0,17.8,67,40,471,4
189,Kyle Williams,UNLV,5,0,10,9,3,0,0,0,9,0,8,7,8,8,0,0,0,0,0,0,7.4,8.1,18.8,67,40,541,5
190,Mario Williams,USC,0,3,6,12,7,7,7,6,0,0,0,0,1,4,3,0,0,0,10,0,6.0,9.6,12.9,66,40,631,5
191,Jeshaun Jones,MD,0,5,6,2,5,6,3,7,3,0,4,2,4,12,0,0,0,0,6,0,5.0,8.6,14.7,65,44,557,4
192,Rakim Jarrett,MD,0,9,4,3,7,8,5,4,10,0,4,6,5,0,0,0,0,0,0,0,5.9,7.2,14.7,65,40,471,3
193,Xavier White,TxTch,0,2,6,3,2,10,10,0,9,2,6,5,3,2,0,0,0,0,4,0,4.9,8.9,11.3,64,45,572,3
194,Deshon Stoudemire,Troy,0,8,5,11,2,11,5,2,1,0,4,3,2,0,4,0,6,0,0,0,4.6,7.9,16.5,64,41,507,2
195,Moose Muhammad,TexA&M,0,1,0,0,2,9,10,0,6,12,12,0,7,5,0,0,0,0,0,0,6.4,9.5,16.6,64,38,610,4
196,Tyrell Shavers,SDSU,0,3,4,3,3,3,11,0,7,4,4,4,2,6,0,0,0,10,0,0,4.9,10.0,19.6,64,38,643,3
197,Kaleb Smith,VaTech,0,5,4,3,10,6,14,5,0,6,6,3,2,0,0,0,0,0,0,0,5.8,10.5,18.6,64,37,674,3
198,Kazmeir Allen,UCLA,0,13,5,5,4,3,6,0,10,5,4,0,7,1,0,0,0,0,0,0,5.7,6.4,15.1,63,49,403,2
199,Roderic Burns,NorTx,5,4,1,8,11,4,0,1,7,4,5,4,0,4,2,0,3,0,0,0,4.5,10.7,14.7,63,40,676,1
200,Jermaine Burton,Ala,0,8,5,2,4,3,3,4,4,0,4,7,7,6,0,0,0,0,6,0,4.8,10.7,14.5,63,40,677,7
201,Brenden Rice,USC,0,1,1,5,6,4,4,4,0,11,2,6,5,2,3,0,0,0,9,0,4.5,9.7,12.4,63,39,611,4
202,Tyrone Broden,BGSU,0,4,4,5,4,7,6,6,3,0,5,11,1,4,0,0,0,3,0,0,4.8,8.0,14.6,63,32,506,7
203,Zane Pope,Fres,0,3,5,3,0,1,2,5,2,11,5,2,6,6,5,0,6,0,0,0,4.4,10.0,13.2,62,50,623,4
204,Jayden McGowan,Vandy,6,7,4,5,8,0,8,5,6,0,6,1,3,3,0,0,0,0,0,0,5.2,7.3,18.1,62,44,453,3
205,Jahmal Banks,Wake,0,1,2,7,8,4,3,0,9,6,7,3,7,0,0,0,0,5,0,0,5.2,10.3,13.3,62,42,636,9
206,Samuel Brown,Hou,0,1,1,0,0,5,12,0,9,8,9,11,0,6,0,0,0,0,0,0,5.6,7.6,11.4,62,41,471,4
207,Kobe Hudson,UCF,0,1,0,0,1,0,4,5,7,5,7,2,2,5,13,0,0,0,10,0,5.2,10.3,14.1,62,39,641,7
208,Mavin Anderson,Cal,0,4,9,6,2,4,0,9,4,7,5,1,10,1,0,0,0,0,0,0,5.2,6.0,13.4,62,37,372,3
209,Emery Simmons,Ind,0,3,2,5,8,11,10,7,3,0,4,3,0,6,0,0,0,0,0,0,5.2,6.6,13.2,62,37,408,1
210,Jimmy Horn,USF,0,5,4,1,0,11,2,7,0,7,4,8,6,7,0,0,0,0,0,0,5.6,8.9,19.6,62,37,551,3
211,Jamaal Bell,Nevada,7,6,13,5,5,0,10,6,1,0,0,0,0,9,0,0,0,0,0,0,5.6,4.4,15.7,62,27,271,0
212,Jacoby Jones,Ohio,0,4,1,3,8,3,7,2,2,0,3,4,5,8,6,0,0,0,5,0,4.4,12.7,13.3,61,45,776,6
213,Derius Davis,TCU,0,2,2,0,3,8,4,8,3,6,5,5,0,5,6,0,0,0,4,0,4.4,8.7,14.2,61,42,531,5
214,Victor Tucker,CHAR,6,7,16,7,5,4,0,3,5,4,4,0,0,0,0,0,0,0,0,0,6.1,6.7,14.7,61,41,406,6
215,Demeer Blankumsee,Toledo,0,8,6,3,12,7,0,0,1,0,0,4,4,5,5,0,0,6,0,0,5.5,8.4,14.1,61,41,512,3
216,Drake Stoops,Okla,0,3,3,3,2,2,3,6,0,3,5,6,10,9,0,0,0,0,6,0,4.7,6.4,15.1,61,39,393,3
217,Donavon Greene,Wake,0,8,4,7,2,5,2,0,10,3,5,7,1,5,0,0,0,2,0,0,4.7,10.5,13.1,61,37,642,6
218,Jalil Farooq,Okla,0,4,1,5,6,5,2,4,0,4,5,6,6,7,0,0,0,0,6,0,4.7,7.6,15.1,61,36,461,5
219,Dylan Drummond,EastMi,0,8,2,0,0,0,6,8,5,2,0,9,10,6,0,0,0,5,0,0,6.1,8.6,16.2,61,33,525,3
220,Luke Wysong,NM,0,3,9,6,3,4,0,8,6,0,3,4,5,9,0,0,0,0,0,0,5.5,4.9,25.2,60,34,291,1
221,Duece Watts,Tulane,0,3,0,3,2,6,4,8,5,0,3,8,2,5,6,0,0,0,5,0,4.3,11.0,16.3,60,33,657,8
222,Hal Presley,Baylor,0,3,4,6,3,4,0,4,4,9,5,6,2,6,0,0,0,4,0,0,4.6,6.4,15.4,60,32,382,4
223,Justin McGriff,UtahSt,6,3,4,0,5,6,4,11,2,0,3,5,5,6,0,0,0,0,0,0,4.6,7.3,15.5,60,30,438,4
224,Jehlani Galloway,WestMi,0,7,11,3,1,5,9,7,10,0,5,1,1,0,0,0,0,0,0,0,5.0,5.7,18.0,60,28,344,0
225,Sean Ryan,Rut,0,2,1,3,6,3,4,0,4,8,10,9,5,5,0,0,0,0,0,0,5.0,7.3,18.5,60,26,440,3
226,Barrett Banister,Missou,0,4,4,7,1,6,0,0,3,2,7,7,9,0,0,0,0,9,0,0,5.4,7.7,15.4,59,44,457,0
227,Giovanni Sanders,AriSt,0,2,3,4,5,3,7,0,6,7,7,4,1,10,0,0,0,0,0,0,4.9,8.5,14.4,59,40,500,1
228,Ke'Shawn Williams,Wake,0,4,1,8,2,6,3,0,3,6,8,3,11,4,0,0,0,0,0,0,4.5,9.4,12.7,59,39,553,1
229,Jalen Bracey,FIU,0,2,8,0,5,2,12,9,4,8,2,1,2,4,0,0,0,0,0,0,4.9,5.0,12.9,59,39,294,2
230,Matthew Golden,Hou,0,6,6,4,5,2,9,0,0,0,6,4,12,3,0,0,0,2,0,0,5.4,9.9,10.8,59,38,584,7
231,Daniel Jackson,Minn,0,0,0,2,4,9,0,4,4,8,7,5,4,8,0,0,0,0,4,0,5.4,9.4,21.4,59,37,557,5
232,Nico Ragaini,Iowa,0,0,0,4,1,6,10,0,3,6,4,5,5,12,0,0,0,0,3,0,5.4,6.5,17.1,59,34,386,1
233,Je'Quan Burton,FlaAtl,3,10,0,6,4,14,0,2,0,3,0,5,6,6,0,0,0,0,0,0,4.9,8.8,16.1,59,33,517,4
234,Cedric Tillman,Tenn,0,7,18,3,0,0,0,0,0,4,8,0,18,0,0,0,0,0,0,0,9.7,7.2,13.8,58,37,417,3
235,RaJae' Johnson,Troy,0,4,4,3,1,3,0,4,6,0,10,8,1,5,4,0,5,0,0,0,4.1,12.3,14.9,58,36,713,7
236,Dimitri Stanley,IaSt,0,1,5,0,6,8,5,5,0,8,6,9,1,4,0,0,0,0,0,0,4.8,7.2,12.1,58,33,420,1
237,Ricky Pearsall,Fla,0,5,4,2,6,1,3,3,0,7,5,8,1,8,0,0,5,0,0,0,4.5,11.4,16.4,58,33,661,5
238,Stefan Cobbs,Boise,0,9,1,7,9,5,4,0,3,5,4,5,5,0,0,0,1,0,0,0,4.8,6.8,15.5,58,29,396,2
239,George Johnson,UMass,0,3,1,6,6,5,5,5,0,8,9,4,3,3,0,0,0,0,0,0,4.8,6.9,21.7,58,28,402,1
240,Jyaire Shorter,NorTx,0,4,5,6,7,5,0,2,7,2,3,6,0,3,5,0,3,0,0,0,4.5,10.8,13.6,58,23,628,11
241,Jordan Watkins,Miss,0,3,1,2,5,4,7,5,7,2,0,2,5,8,0,0,0,0,6,0,4.4,7.9,14.8,57,40,449,2
242,Adonicas Sanders,Temple,0,7,2,11,5,6,0,13,2,0,6,5,0,0,0,0,0,0,0,0,6.3,7.7,12.2,57,37,437,2
243,Dane Key,Kty,0,4,4,7,3,3,5,2,0,4,7,3,3,4,0,0,0,0,8,0,4.4,9.1,16.7,57,37,519,6
244,James Bostic,Ohio,0,7,6,0,6,2,3,5,3,0,5,5,4,3,4,0,0,0,4,0,4.1,10.6,12.4,57,33,607,1
245,Jeff Foreman,ArkSt,0,1,2,1,10,3,4,5,5,7,0,2,8,9,0,0,0,0,0,0,4.8,8.6,14.9,57,30,491,4
246,Wyatt Wieland,Wyo,2,4,8,3,6,6,3,0,10,1,0,1,1,5,0,0,0,0,7,0,4.4,5.2,19.3,57,23,299,1
247,Kris Hutson,Oregon,0,0,4,1,7,4,4,0,4,5,5,7,11,2,0,0,0,0,2,0,4.3,8.4,13.1,56,44,472,0
248,Xzavier Henderson,Fla,0,6,10,3,8,2,3,6,0,6,8,3,0,0,0,0,1,0,0,0,5.1,7.3,15.8,56,38,410,2
249,Amad Anderson,Temple,0,4,3,2,2,0,0,4,11,11,6,5,0,8,0,0,0,0,0,0,5.1,8.6,12.0,56,38,479,4
250,Brian Hightower,Ill,6,6,3,0,4,5,6,6,0,1,4,8,7,0,0,0,0,0,0,0,4.7,8.1,14.4,56,37,452,2
251,Keyon Lesane,NCSU,0,4,4,3,6,6,1,7,0,4,3,1,6,5,0,0,0,0,6,0,4.3,6.1,12.1,56,31,342,2
252,Darryl Jones,NCSU,0,3,0,2,7,3,2,5,0,2,4,3,10,5,0,0,0,0,10,0,4.3,5.0,12.1,56,30,280,3
253,Champ Flemings,ArkSt,0,7,10,4,0,2,4,5,3,5,0,3,3,9,0,0,0,0,0,0,5.0,8.9,14.4,55,41,492,1
254,Tyson Mobley,CoastC,0,4,3,2,4,5,4,7,0,1,5,1,0,5,8,0,0,0,6,0,4.2,8.9,15.6,55,40,490,5
255,Gabriel Rogers,Mem,0,2,6,5,4,4,6,1,1,0,8,5,2,6,0,0,0,0,5,0,4.2,8.9,12.4,55,40,489,0
256,Lideatrick Griffin,MissSt,0,5,3,3,7,4,3,1,7,0,2,5,4,3,0,0,0,0,8,0,4.2,9.1,8.9,55,40,502,4
257,KeSean Carter,Hou,0,4,1,3,3,3,5,0,5,8,10,2,3,3,0,0,0,5,0,0,4.2,10.9,10.1,55,38,601,5
258,Jordan Kerley,SMU,0,4,1,2,0,0,0,5,6,0,5,9,6,9,0,0,8,0,0,0,5.5,10.7,10.9,55,37,588,6
259,Charles Montgomery,Marsh,0,2,3,3,1,8,0,3,3,6,3,5,6,9,0,0,3,0,0,0,4.2,7.3,15.5,55,36,402,1
260,Chase Cota,Oregon,0,4,4,3,10,5,4,0,5,1,0,0,0,13,0,0,0,0,6,0,5.5,9.0,12.9,55,36,497,3
261,Shae Wyatt,Tulane,0,2,6,4,3,2,5,3,6,0,1,5,4,5,8,0,1,0,0,0,3.9,12.6,14.9,55,35,692,7
262,Jaden Walley,MissSt,0,4,5,2,4,2,2,3,6,0,4,7,0,8,0,0,0,0,8,0,4.2,6.3,8.9,55,34,348,3
263,Julian Fleming,OhioSt,0,0,0,3,7,5,4,0,3,3,9,5,4,6,0,0,0,0,6,0,5.0,9.7,13.5,55,34,533,6
264,John Humphreys,Stan,0,4,2,0,2,1,4,0,15,4,12,4,7,0,0,0,0,0,0,0,5.0,6.3,12.5,55,29,348,1
265,Taye Barber,TCU,0,3,4,0,4,6,1,5,3,6,3,4,6,0,5,0,0,0,4,0,3.6,11.4,12.6,54,37,613,5
266,Dalvin Smith,WestKy,1,4,0,2,3,6,2,3,2,2,7,2,2,9,0,0,0,9,0,0,3.9,8.2,8.8,54,35,443,4
267,Amare Jones,GaSo,0,2,5,5,7,6,9,14,6,0,0,0,0,0,0,0,0,0,0,0,6.8,8.9,9.0,54,35,483,6
268,Pat Bryant,Ill,5,4,2,0,7,6,4,8,0,1,6,5,0,3,0,0,0,0,3,0,4.5,8.4,13.8,54,34,453,2
269,Christan Horn,App,0,5,7,6,3,4,8,0,3,0,5,9,2,2,0,0,0,0,0,0,4.5,11.1,15.2,54,33,600,4
270,Skyler Bell,Wisc,0,2,2,4,8,4,4,3,4,0,3,11,2,3,0,0,0,0,4,0,4.2,8.2,16.9,54,30,444,5
271,Shemar Thornton,NIU,0,8,4,8,3,0,0,4,1,0,9,0,7,10,0,0,0,0,0,0,5.4,6.1,16.5,54,30,327,0
272,Justin Shorter,Fla,0,4,8,4,13,1,3,5,0,7,0,0,9,0,0,0,0,0,0,0,6.0,10.7,15.3,54,29,577,2
273,Jalen Walthall,Hawaii,8,4,7,2,4,0,6,3,4,0,0,4,8,4,0,0,0,0,0,0,4.9,6.2,11.3,54,27,333,1
274,J.J. Jones,UNC,4,7,1,0,4,2,4,3,0,1,6,3,2,8,2,0,0,0,7,0,3.9,8.0,10.7,54,24,434,2
275,Kody Epps,BYU,0,5,3,7,5,7,6,14,6,0,0,0,0,0,0,0,0,0,0,0,6.6,8.7,13.8,53,39,459,6
276,Monaray Baldwin,Baylor,0,4,1,0,2,9,0,3,3,0,1,13,10,7,0,0,0,0,0,0,4.8,10.7,13.6,53,33,565,4
277,Colbie Young,Mia-Fl,0,0,0,0,0,0,3,13,9,8,5,5,6,4,0,0,0,0,0,0,5.3,6.9,13.2,53,32,367,5
278,Tayvion Robinson,Kty,0,8,2,6,7,4,2,0,0,6,3,8,0,0,0,0,0,0,6,0,4.7,9.6,15.2,52,40,497,3
279,Dashaun Davis,App,0,7,5,9,4,2,7,0,1,3,5,3,3,3,0,0,0,0,0,0,4.3,8.5,14.6,52,37,441,3
280,Loic Fouonji,TxTch,0,5,6,5,1,4,2,0,3,2,2,8,0,5,0,0,0,0,9,0,4.0,8.7,9.2,52,34,451,3
281,Sahmir Hagans,Duke,0,2,0,2,2,4,3,3,3,0,5,6,6,12,0,0,0,0,4,0,4.0,7.7,13.2,52,31,400,5
282,Brian Thomas,LSU,0,5,3,2,3,4,5,4,3,0,4,0,4,2,7,0,0,0,6,0,4.0,6.9,11.0,52,31,361,5
283,Tejhaun Palmer,UAB,0,6,3,5,0,3,6,3,2,3,9,2,4,1,0,0,5,0,0,0,4.0,9.2,16.9,52,30,479,2
284,CJ Lewis,BGSU,0,4,6,9,4,6,8,4,2,0,1,2,3,3,0,0,0,0,0,0,4.3,6.8,12.0,52,26,352,2
285,Dior Scott,Hawaii,7,8,2,9,6,0,0,5,6,6,3,0,0,0,0,0,0,0,0,0,5.2,3.9,10.9,52,25,204,0
286,Cyrus Allen,LaTech,0,6,2,4,0,0,0,2,3,10,11,2,9,3,0,0,0,0,0,0,5.2,9.6,12.4,52,22,500,4
287,Ramel Keyton,Tenn,0,5,1,2,3,0,5,8,7,1,0,4,3,4,0,0,0,0,8,0,3.9,11.0,12.2,51,31,562,5
288,Lincoln Victor,WashSt,0,7,4,5,1,2,4,3,0,2,3,4,4,5,0,0,7,0,0,0,3.9,4.8,10.2,51,26,245,0
289,Kris Mitchell,FIU,0,4,5,0,3,3,2,5,10,6,3,5,1,4,0,0,0,0,0,0,4.3,6.8,11.2,51,23,348,4
290,Mycah Pittman,FlaSt,5,5,0,2,4,6,8,4,0,5,0,3,0,3,0,0,0,0,5,0,3.8,6.6,12.9,50,32,330,3
291,Marcus Washington,Neb,5,3,7,3,0,3,9,4,0,3,3,2,4,4,0,0,0,0,0,0,4.2,9.4,14.8,50,31,471,1
292,Javon Harvey,ODU,0,2,1,2,0,7,0,5,4,8,5,4,7,5,0,0,0,0,0,0,4.2,11.2,12.1,50,30,558,4
293,Kaedin Robinson,App,0,6,3,7,11,2,2,0,0,1,3,3,3,9,0,0,0,0,0,0,4.5,8.4,14.1,50,27,419,2
294,Noah Frith,Lib,0,6,5,3,1,1,3,8,6,0,3,3,5,4,0,0,2,0,0,0,3.8,8.9,12.8,50,25,446,1
295,Kevens Clercius,UConn,7,3,1,3,3,2,2,3,0,8,4,4,7,0,0,0,3,0,0,0,3.8,5.8,17.7,50,24,288,1
296,Cornelius Johnson,Mich,0,6,2,2,4,2,5,3,0,2,5,2,6,5,2,0,0,0,3,0,3.5,10.2,13.4,49,32,499,6
297,Nehemiah Martinez,TxTch,0,2,7,5,7,1,4,0,8,2,0,2,3,8,0,0,0,0,0,0,3.8,8.0,8.7,49,32,394,2
298,Ahmari Huggins-Bruce,Lou,0,2,4,6,7,8,4,0,0,6,2,1,4,2,0,0,3,0,0,0,4.1,7.4,13.8,49,31,365,2
299,Justin Robinson,MissSt,0,1,0,0,2,7,3,2,7,0,8,3,5,3,0,0,0,0,8,0,4.1,6.7,7.9,49,30,326,3
300,Ja'Cyais Credle,GaSt,0,1,0,6,10,3,6,0,4,0,4,9,4,2,0,0,0,0,0,0,4.5,7.3,17.0,49,28,359,2
301,Josh Cameron,Baylor,0,1,1,1,1,4,0,1,2,2,8,12,3,7,0,0,0,6,0,0,3.8,7.9,12.6,49,28,386,0
302,Bub Means,Pitt,0,5,8,1,8,3,4,0,0,3,0,4,4,2,0,0,0,0,7,0,3.8,8.2,13.0,49,27,401,2
303,Devin Carter,NCSU,0,6,4,0,6,7,4,0,0,8,5,0,0,9,0,0,0,0,0,0,4.9,8.3,10.6,49,25,406,2
304,Kordell David,NMSt,8,1,5,3,1,4,0,4,0,2,0,2,4,4,3,0,0,8,0,0,3.8,7.0,16.6,49,24,343,4
305,Miles Marshall,Mia-O,0,3,1,1,3,2,3,2,10,5,0,3,5,8,0,0,3,0,0,0,3.8,8.0,14.8,49,24,390,2
306,Kelly Akharaiyi,UTEP,11,7,1,8,0,3,2,0,2,6,1,0,3,5,0,0,0,0,0,0,4.1,5.6,13.0,49,21,275,1
307,Austin Williams,MissSt,0,1,5,1,3,1,4,6,3,0,7,6,5,2,0,0,0,0,4,0,3.7,6.1,7.7,48,34,291,5
308,Jalen Brooks,SCar,0,4,3,5,4,4,4,0,3,3,5,4,3,6,0,0,0,0,0,0,4.0,10.5,11.7,48,33,504,1
309,Ja'Shaun Poke,KentSt,0,0,0,0,0,0,0,4,3,0,18,10,8,5,0,0,0,0,0,0,6.9,7.5,14.4,48,31,362,1
310,Cameron Sullivan-Brown,UMass,0,2,4,2,7,1,0,0,0,5,7,7,2,11,0,0,0,0,0,0,4.8,7.8,18.0,48,27,373,2
311,Ja'Varrius Johnson,Auburn,0,4,4,8,1,5,6,4,0,6,3,3,3,1,0,0,0,0,0,0,4.0,10.3,16.4,48,26,493,3
312,Montana Lemonious-Craig,Colo,0,2,0,2,4,3,0,8,5,5,6,3,4,6,0,0,0,0,0,0,4.0,7.5,13.4,48,23,359,3
313,Devaughn Cooper,Syr,0,6,3,2,3,4,0,3,3,3,2,1,2,8,0,0,0,0,7,0,3.6,10.4,13.3,47,36,490,3
314,Tre Mosley,MSU,0,2,2,7,3,5,7,3,0,3,2,4,4,5,0,0,0,0,0,0,3.9,7.6,11.6,47,35,359,4
315,Brashard Smith,Mia-Fl,0,2,4,4,4,0,6,7,0,7,3,5,1,4,0,0,0,0,0,0,4.3,6.6,11.7,47,33,308,0
316,Casey Washington,Ill,4,1,3,0,5,0,3,2,0,2,4,2,8,5,0,0,0,0,8,0,3.6,6.5,12.1,47,31,306,0
317,Trey Cleveland,TxTch,0,3,3,3,2,7,15,0,6,3,0,3,2,0,0,0,0,0,0,0,3.9,7.3,8.3,47,22,344,0
318,Jordyn Tyson,Colo,0,3,6,0,2,2,0,6,7,11,10,0,0,0,0,0,0,0,0,0,5.2,10.0,13.2,47,22,470,4
319,Keontez Lewis,Wisc,0,0,4,1,2,3,2,4,3,0,5,7,5,6,0,0,0,0,5,0,3.6,6.7,14.7,47,20,313,3
320,Jha'Quan Jackson,Tulane,0,2,4,3,2,1,6,7,3,0,1,7,3,1,4,0,0,0,2,0,3.3,12.0,12.5,46,33,554,3
321,Ontaria Wilson,FlaSt,0,10,0,3,6,3,7,1,0,3,2,2,3,1,0,0,0,0,5,0,3.8,10.8,11.9,46,30,495,4
322,Savion Williams,TCU,0,3,1,0,3,4,4,3,0,3,3,4,6,5,4,0,3,0,0,0,3.1,8.5,10.7,46,29,392,4
323,Jaylen Johnson,ECU,0,9,12,1,5,2,0,0,1,0,0,4,2,3,0,0,0,0,7,0,4.6,7.4,9.6,46,26,340,4
324,Damon Ward,NorTx,6,2,4,4,3,0,0,3,1,4,1,10,0,1,3,0,4,0,0,0,3.3,8.2,10.7,46,26,378,3
325,Jadon Thompson,Cin,0,2,4,4,0,0,3,0,5,8,4,3,4,9,0,0,0,0,0,0,3.8,8.3,11.2,46,26,383,1
326,Justice Powers,NMSt,2,2,3,3,4,6,0,0,0,5,0,5,4,3,3,0,0,6,0,0,3.5,9.6,15.6,46,20,440,1
327,Mekhi Shaw,SDSU,0,2,3,0,2,1,5,0,2,5,7,5,7,4,0,0,0,2,0,0,3.5,7.8,13.8,45,29,349,3
328,Anthony Gould,OreSt,0,3,3,7,5,7,5,5,3,0,3,4,0,0,0,0,0,0,0,0,4.5,10.2,14.1,45,27,457,3
329,KeAndre Lambert-Smith,PSU,0,10,2,4,2,0,0,3,0,2,3,3,7,6,0,0,0,0,3,0,3.5,8.6,10.9,45,24,389,4
330,Da'Wain Lofton,VaTech,0,8,2,2,1,7,7,4,0,5,1,6,2,0,0,0,0,0,0,0,4.1,5.6,13.1,45,22,254,2
331,Jaylen Dixon,Utah,0,0,3,1,0,2,3,4,0,1,4,3,3,4,8,0,0,0,8,0,3.1,7.8,9.8,44,33,344,3
332,Jevin Frett,UL-Mon,0,5,6,1,1,1,3,4,4,0,6,5,3,5,0,0,0,0,0,0,3.7,8.7,13.5,44,30,382,2
333,Leyton Smithson,WashSt,0,0,0,2,2,1,0,6,0,5,4,7,2,7,0,0,8,0,0,0,3.4,5.3,8.8,44,30,235,1
334,Jalen Walker,Mia-O,0,8,5,3,2,4,1,4,4,0,0,3,0,6,0,0,4,0,0,0,3.7,6.3,13.3,44,28,276,0
335,Jaelen Gill,BC,0,2,5,2,1,4,5,0,2,4,3,9,1,6,0,0,0,0,0,0,3.7,8.8,10.0,44,27,388,0
336,Quentin Skinner,Kansas,0,2,5,3,4,2,7,1,7,0,1,4,5,1,0,0,0,0,2,0,3.4,10.0,11.8,44,26,440,5
337,Jeff Weimer,UNLV,6,0,5,5,5,0,0,0,0,0,0,7,12,4,0,0,0,0,0,0,6.3,6.3,12.4,44,26,278,1
338,Malachi Carter,GaTech,0,6,3,1,5,4,0,0,8,3,4,5,2,3,0,0,0,0,0,0,4.0,7.8,11.5,44,23,342,2
339,Robert Lewis,GaSt,0,7,10,4,7,2,4,0,7,0,3,0,0,0,0,0,0,0,0,0,5.5,8.6,15.2,44,22,379,6
340,Marcell Barbee,TxSt,0,1,0,4,11,11,7,4,6,0,0,0,0,0,0,0,0,0,0,0,5.5,6.8,10.1,44,21,299,1
341,Braden Smith,Lou,0,0,6,8,1,6,1,0,3,1,5,6,0,2,0,0,5,0,0,0,3.4,4.9,12.4,44,21,215,1
342,Anthony Sambucci,WestMi,0,0,2,2,1,2,8,7,7,0,3,5,0,7,0,0,0,0,0,0,4.0,6.3,13.2,44,20,276,1
343,Errol Rogers,UL-Laf,0,7,5,3,2,6,0,2,2,4,4,1,2,2,0,0,0,4,0,0,3.4,4.3,10.2,44,20,189,0
344,Arland Bruce,Iowa,0,11,10,4,1,2,4,0,3,3,0,0,1,5,0,0,0,0,0,0,4.0,4.3,12.8,44,19,187,1
345,Andison Coby,Ind,0,3,2,3,8,8,4,4,6,0,2,2,0,2,0,0,0,0,0,0,3.7,5.4,9.4,44,18,237,1
346,Zae Baines,Temple,0,0,0,0,0,0,0,3,9,6,4,9,5,8,0,0,0,0,0,0,4.0,5.0,9.4,44,18,218,2
347,Jakarius Caston,SouMis,0,3,6,9,10,0,1,1,0,0,0,2,3,4,0,0,4,0,0,0,4.3,10.4,13.0,43,31,446,5
348,Brayden Cosper,BYU,0,4,4,3,6,4,2,1,2,4,4,0,4,2,0,0,3,0,0,0,3.3,8.4,11.2,43,30,363,1
349,Moochie Dixon,SMU,0,4,6,5,4,0,4,2,1,1,1,2,0,3,0,0,10,0,0,0,3.3,8.8,8.5,43,28,378,3
350,Justus Ross-Simmons,ColoSt,0,0,0,4,6,0,3,2,4,3,7,5,3,6,0,0,0,0,0,0,3.6,9.9,13.6,43,26,424,3
351,D.J. Matthews,Ind,0,13,3,9,4,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,4.8,5.2,9.2,43,23,224,2
352,Rontavius Groves,TxSt,0,7,3,0,1,0,2,3,3,0,3,8,7,6,0,0,0,0,0,0,4.3,5.5,9.8,43,23,235,1
353,Amir Abdur-Rahman,BallSt,0,7,7,3,5,3,1,7,5,0,2,2,0,1,0,0,0,0,0,0,3.6,5.3,9.0,43,23,230,1
354,Chase Roberts,BYU,0,3,14,8,0,0,0,2,3,2,4,0,5,0,0,0,2,0,0,0,3.9,8.3,11.2,43,22,357,3
355,Dontay Demus,MD,0,5,2,4,4,3,5,4,2,0,2,0,6,6,0,0,0,0,0,0,3.6,5.4,9.7,43,22,233,1
356,Daniel Arias,Colo,0,7,5,6,8,8,0,6,2,0,0,0,1,0,0,0,0,0,0,0,3.6,7.2,12.0,43,19,309,1
357,Kobe Prentice,Ala,0,6,6,0,4,4,3,10,2,0,3,2,1,0,0,0,0,0,1,0,3.2,8.0,9.7,42,31,337,2
358,Lawrence Keys,Tulane,0,6,3,2,0,5,6,3,4,0,1,4,1,5,2,0,0,0,0,0,3.2,7.0,11.4,42,30,296,2
359,Marcus Rosemy-Jacksaint,UGa,0,1,2,1,3,8,1,4,0,4,4,4,2,2,4,0,0,0,2,0,2.8,8.0,9.2,42,29,337,2
360,Nick Williams,UNLV,1,0,2,2,5,2,5,1,5,0,4,6,2,7,0,0,0,0,0,0,3.5,10.4,11.8,42,28,435,2
361,Jonah Panoke,Hawaii,9,3,3,7,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,6.0,7.4,8.8,42,27,312,1
362,Jacob Copeland,MD,0,2,4,2,6,2,4,5,1,0,3,4,6,3,0,0,0,0,0,0,3.5,9.0,9.5,42,26,376,2
363,Money Parks,Utah,0,1,4,1,2,3,3,1,0,2,4,4,5,4,6,0,0,0,2,0,3.0,9.9,9.4,42,26,414,2
364,Eli Pancol,Duke,0,8,4,1,7,3,8,4,5,0,0,0,0,0,0,0,0,0,2,0,4.7,8.3,10.7,42,23,347,0
365,Terrance Greene,JMU,0,2,5,0,2,3,3,7,7,0,1,3,3,6,0,0,0,0,0,0,3.8,9.5,13.4,42,22,399,2
366,Charles Brown,TxSt,0,2,4,1,6,1,7,5,2,0,3,2,5,4,0,0,0,0,0,0,3.5,7.1,9.6,42,22,297,3
