,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
369,Wesley Grimes,Wake,0,4,5,8,6,0,4,6,2,2,0,1,0,4,0,0,0,0,0,0,3.5,8.1,13.1,42,20,339,4
370,Abdur-Rahmaan Yaseen,Purdue,0,6,4,14,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,8.0,10.8,41,25,329,0
371,Stephon Johnson,Hou,0,2,5,3,2,3,0,4,3,3,4,4,0,8,0,0,0,0,0,0,3.4,6.8,10.2,41,24,277,3
372,Dante Cephas,PSU,0,2,2,2,2,7,0,0,3,4,7,4,4,4,0,0,0,0,0,0,3.4,6.0,10.1,41,22,246,2
373,Kaleb Brown,Iowa,0,2,2,0,0,1,0,0,0,0,1,4,10,4,11,0,0,0,6,0,3.7,5.2,12.0,41,22,215,1
374,Kyle Maxwell,LaTech,2,4,1,0,0,0,2,8,0,4,7,5,8,0,0,0,0,0,0,0,4.1,8.9,9.7,41,20,363,2
375,Troy Omeire,AriSt,0,2,0,0,0,0,3,0,7,4,4,7,8,6,0,0,0,0,0,0,4.6,5.4,9.7,41,20,223,3
376,Abdul-Fatai Ibrahim,BGSU,0,4,4,2,7,3,7,2,2,0,1,2,5,1,0,0,0,0,1,0,3.2,5.4,11.9,41,20,220,2
377,Chimere Dike,Wisc,0,2,8,5,4,0,3,7,4,1,0,1,2,4,0,0,0,0,0,0,3.7,8.0,8.9,41,19,328,1
378,Dillon Bell,UGa,0,3,4,1,1,2,2,2,0,2,1,1,5,6,3,0,0,0,7,0,2.9,8.9,8.9,40,29,355,2
379,Mekhi Shaw,SDSU,5,4,7,0,0,0,0,6,2,0,6,3,3,4,0,0,0,0,0,0,4.0,9.4,13.3,40,28,375,2
380,Darryle Simmons,Marsh,0,1,0,0,1,4,11,7,3,5,4,0,2,2,0,0,0,0,0,0,3.3,6.6,9.7,40,25,262,0
381,Grayson Barnes,NIU,0,5,1,4,3,3,1,3,4,0,4,2,0,3,0,0,0,7,0,0,3.1,10.6,11.1,40,23,422,5
382,Kody Epps,BYU,0,0,0,1,0,0,0,3,6,3,5,4,9,9,0,0,0,0,0,0,5.0,6.5,10.2,40,21,259,0
383,Andrew Erickson,NM,0,4,3,7,2,2,0,0,4,4,4,1,3,6,0,0,0,0,0,0,3.6,6.6,11.5,40,20,263,1
384,Landon Sides,NorTx,0,0,1,1,0,5,1,3,5,3,5,4,2,9,0,0,0,0,0,0,3.5,9.3,8.6,39,30,363,4
385,Roderick Daniels,SMU,0,4,2,3,2,4,0,5,4,2,2,1,4,1,4,0,0,0,1,0,2.8,9.5,8.7,39,24,370,4
386,Jordan Brown,TxTch,0,3,0,9,7,0,0,4,7,0,1,1,4,2,0,0,1,0,0,0,3.5,6.6,8.3,39,22,256,1
387,Keelan Marion,BYU,0,4,1,2,3,1,0,3,0,3,13,3,1,5,0,0,0,0,0,0,3.3,5.5,10.0,39,20,216,0
388,Caleb McMillan,Marsh,0,1,5,0,6,2,5,0,0,2,3,1,1,3,0,0,0,10,0,0,3.5,7.1,9.4,39,18,275,2
389,Kevin Coleman,Lou,0,4,2,3,2,2,2,11,0,1,1,2,3,1,1,0,0,0,3,0,2.7,9.5,9.6,38,26,362,2
390,Christian Leary,GaTech,0,3,4,6,2,2,2,0,10,2,2,2,3,0,0,0,0,0,0,0,2.9,8.1,10.4,38,25,309,2
391,Blair Conwright,NorTx,0,0,4,1,0,4,0,2,5,3,8,5,4,2,0,0,0,0,0,0,3.2,10.1,8.4,38,24,385,2
392,Kyle Ford,UCLA,0,3,3,4,4,0,2,1,4,4,0,0,2,5,0,0,6,0,0,0,3.2,6.2,9.4,38,22,236,1
393,Octavian Smith,MD,0,7,4,2,5,1,0,2,0,3,6,1,0,4,0,0,0,0,3,0,2.9,5.5,8.1,38,22,209,1
394,Ayir Asante,Wyo,0,2,4,2,3,3,3,3,0,3,3,3,4,4,0,0,0,0,1,0,2.9,9.8,13.0,38,21,372,6
395,Gary Bryant,Oregon,0,7,2,4,2,6,0,0,0,2,2,2,3,1,1,0,0,0,5,0,2.6,11.9,7.1,37,30,442,4
396,Ladd McConkey,UGa,0,0,0,0,0,5,1,5,0,7,8,5,0,0,5,0,0,0,1,0,4.1,12.9,8.2,37,30,478,2
397,Chris Tyree,ND,4,1,2,2,1,3,5,3,0,3,8,0,3,2,0,0,0,0,0,0,3.1,13.1,10.7,37,26,484,3
398,Cadarrius Thompson,GaSt,0,1,1,0,2,2,0,5,2,3,3,5,3,5,0,0,0,5,0,0,2.8,7.2,10.2,37,25,266,3
399,Keagan Johnson,KanSt,0,0,4,1,5,0,2,1,0,0,9,6,2,1,0,0,0,0,6,0,3.4,6.1,9.0,37,24,227,2
400,Larry Stephens,Toledo,0,2,5,3,5,2,3,5,2,0,2,1,5,1,1,0,0,0,0,0,2.6,7.4,10.0,37,22,272,2
401,Adam Randall,Clem,0,2,3,3,4,1,0,0,1,4,4,1,3,3,0,0,0,0,8,0,2.8,6.8,7.9,37,22,250,0
402,Kacper Rutkiewicz,NIU,0,8,9,5,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,8.6,10.2,37,21,319,2
403,Anthony Sambucci,WestMi,0,0,3,3,8,7,2,0,0,2,0,5,5,2,0,0,0,0,0,0,4.1,8.6,9.5,37,21,318,5
404,Quincy Skinner,Vandy,4,1,3,1,4,3,8,2,0,0,0,4,0,7,0,0,0,0,0,0,3.7,5.5,9.7,37,20,204,3
405,Tyrell Henry,MSU,0,3,0,2,3,3,0,2,3,3,5,6,4,2,0,0,0,0,0,0,3.0,5.4,9.9,36,24,195,3
406,Rara Thomas,UGa,0,1,2,3,3,2,6,4,0,4,6,4,1,0,0,0,0,0,0,0,3.3,10.6,8.0,36,23,383,1
407,Tru Edwards,LaTech,3,0,2,2,4,6,6,0,0,1,6,3,3,0,0,0,0,0,0,0,3.3,7.9,8.6,36,23,284,2
408,Jameson Tucker,CoastC,0,2,2,2,2,0,0,7,2,3,2,4,3,3,0,0,0,4,0,0,2.8,11.8,8.9,36,20,423,3
409,Jimmy Holiday,WestKy,0,2,6,2,0,6,3,0,5,2,2,0,0,3,0,0,5,0,0,0,3.0,9.1,6.7,36,20,326,2
410,Monroe Young,Cal,0,6,7,1,3,1,2,2,0,0,1,0,2,1,0,0,10,0,0,0,2.8,6.1,8.4,36,20,220,1
411,Traylon Ray,WVU,0,4,0,0,0,2,0,4,3,1,3,6,1,6,0,0,0,0,6,0,3.0,8.9,10.8,36,18,321,3
412,Ian Strong,Rut,0,2,0,2,1,1,7,3,0,0,2,6,4,6,0,0,0,0,2,0,2.8,6.4,12.7,36,16,230,2
413,Mario Williams,USC,4,5,6,0,4,4,2,6,2,1,0,0,1,0,0,0,0,0,0,0,2.9,8.7,7.8,35,29,305,2
414,Brionne Penny,SDSU,1,3,0,7,5,4,0,5,3,0,6,1,0,0,0,0,0,0,0,0,3.2,8.3,11.7,35,24,290,1
415,Stephen Gosnell,VaTech,0,1,5,3,4,2,0,9,0,1,3,3,2,1,0,0,1,0,0,0,2.7,9.9,10.0,35,22,348,3
416,Reagan Ealy,ArkSt,0,2,6,4,3,3,3,0,1,1,3,4,1,1,0,0,0,3,0,0,2.7,5.7,9.4,35,19,198,1
417,Josiah Freeman,Fres,0,1,1,1,1,2,1,9,0,2,8,2,1,1,0,0,5,0,0,0,2.7,7.1,7.0,35,19,249,1
418,Noah Short,Army,0,1,2,6,12,0,3,3,1,3,1,1,0,0,0,2,0,0,0,0,2.9,7.2,21.6,35,18,252,2
419,Jalen Johnson,NIU,0,0,6,3,4,3,0,0,6,0,7,3,0,2,0,0,0,1,0,0,2.9,4.3,9.7,35,17,151,1
420,Andrel Anthony,Okla,0,3,9,5,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,12.6,7.6,34,27,429,1
421,Samario Rudolph,UAB,0,2,5,10,2,2,1,0,5,0,2,1,1,3,0,0,0,0,0,0,2.8,6.0,8.3,34,25,205,1
422,Treon Sibley,Lib,0,5,4,3,4,0,2,3,2,3,4,0,0,0,3,0,0,0,1,0,2.8,13.7,11.6,34,23,467,4
423,Javon Tracy,Mia-O,0,3,3,2,1,2,1,1,2,1,0,2,5,8,1,0,2,0,0,0,2.4,10.2,11.8,34,22,348,2
424,Alex Adams,Akron,0,3,8,7,8,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,4.9,5.5,8.1,34,22,188,2
425,Dominick Blaylock,GaTech,0,3,4,4,0,9,3,0,3,0,3,2,2,1,0,0,0,0,0,0,3.1,9.9,9.3,34,21,337,2
426,Jimmy Calloway,Lou,0,5,4,2,0,3,3,6,0,0,1,2,2,2,3,0,0,0,1,0,2.4,7.1,8.6,34,20,242,0
427,Chris Bellamy,NMSt,4,1,3,1,1,0,4,1,5,0,3,3,0,2,1,0,5,0,0,0,2.3,8.3,8.7,34,18,282,1
428,Bobby Golden,Akron,0,8,3,1,5,3,3,0,2,0,1,3,3,2,0,0,0,0,0,0,2.8,4.2,8.1,34,17,144,0
429,Jayden Dixon-Veal,Purdue,0,0,0,0,1,1,4,4,0,6,8,3,1,6,0,0,0,0,0,0,2.8,4.2,8.9,34,16,142,1
430,Davis Patterson,NIU,0,2,5,6,4,3,1,4,1,0,4,3,0,0,0,0,1,0,0,0,3.1,5.8,9.4,34,16,197,0
431,Mudia Reuben,Stan,0,6,2,4,2,6,0,4,4,1,0,2,0,3,0,0,0,0,0,0,3.4,5.9,8.2,34,15,199,0
432,Dorian Singer,USC,4,2,2,0,2,5,4,3,4,3,1,1,0,0,0,0,0,0,2,0,2.5,8.8,7.4,33,24,289,3
433,Nick Cenacle,Hawaii,1,0,1,3,0,5,0,4,8,1,6,0,3,1,0,0,0,0,0,0,2.5,7.6,6.3,33,23,252,1
434,Dalton Carnes,Hou,0,0,0,1,1,5,0,2,6,3,4,3,8,0,0,0,0,0,0,0,2.8,8.0,8.2,33,20,263,1
435,Jadon Jackson,KanSt,0,3,4,5,5,0,2,1,0,1,0,4,1,3,0,0,0,0,4,0,2.8,7.6,8.1,33,19,252,2
436,O'Mega Blake,SCar,0,1,1,6,3,4,0,4,9,1,1,3,0,0,0,0,0,0,0,0,2.8,7.6,8.3,33,19,250,2
437,Jesiah Irish,OreSt,0,4,1,0,2,4,3,1,0,3,2,2,4,3,0,0,0,0,4,0,2.8,9.2,8.7,33,18,302,1
438,P.J. Wells,JacSt,0,0,0,0,0,1,0,0,10,6,3,0,3,7,0,0,3,0,0,0,4.7,4.5,9.6,33,12,150,0
439,Colby Bowman,UtahSt,0,2,2,3,6,3,3,1,1,0,0,2,1,2,0,0,0,7,0,0,2.5,7.5,7.8,33,11,247,2
440,Carlos Hernandez,WashSt,0,5,3,4,8,0,5,1,0,0,1,2,3,0,0,0,0,0,0,0,2.7,8.1,6.4,32,24,258,0
441,DeMarcus Harris,Marsh,0,6,4,0,1,1,2,2,1,6,0,6,3,0,0,0,0,0,0,0,2.7,12.4,7.7,32,24,396,1
442,Ryan O'Keefe,BC,0,5,7,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,7.3,9.0,32,23,235,1
443,Brashard Smith,Mia-Fl,0,1,0,3,1,0,1,5,5,4,2,4,5,1,0,0,0,0,0,0,2.7,8.2,7.4,32,22,263,2
444,Hudson Clement,WVU,0,0,7,2,2,5,0,3,1,0,0,1,0,4,0,0,0,0,7,0,2.9,15.0,9.6,32,22,480,4
445,Ryan Davis,NM,0,2,2,6,0,10,0,8,4,12,2,8,2,8,0,0,0,0,0,0,2.9,8.0,9.2,32,21,255,1
446,Jayden Thomas,ND,4,4,4,6,3,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,2.9,9.7,9.2,32,21,310,2
447,Ryan Davis,NM,0,2,2,6,0,10,0,8,4,12,2,8,2,8,0,0,0,0,0,0,2.9,8.0,9.2,32,21,255,1
448,Charles Montgomery,Marsh,0,7,4,0,0,0,4,3,1,2,1,1,0,4,0,0,0,5,0,0,2.5,8.4,7.7,32,20,269,3
449,Jordan Kerley,SMU,0,3,4,4,3,3,0,4,4,5,2,0,0,0,0,0,0,0,0,0,3.6,10.0,7.1,32,18,319,2
450,Omar Cooper,Ind,0,0,10,1,3,6,0,5,2,3,2,0,0,0,0,0,0,0,0,0,3.6,8.3,8.8,32,18,267,2
451,Hal Presley,Baylor,0,6,9,1,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,6.9,7.3,32,17,222,0
452,Giovanni Sanders,AriSt,0,1,6,4,0,7,2,0,0,2,5,1,1,3,0,0,0,0,0,0,2.7,4.2,7.6,32,15,133,0
453,Seth Anderson,Iowa,0,4,2,2,1,4,1,0,9,0,1,3,3,2,0,0,0,0,0,0,2.3,4.7,9.4,32,11,150,1
454,Major Everhart,TCU,0,2,2,3,7,1,1,2,1,0,2,0,6,4,0,0,0,0,0,0,2.6,6.4,6.3,31,20,197,0
455,K.D. Hutchinson,WestKy,0,5,5,0,4,4,2,0,4,2,1,0,2,1,0,0,1,0,0,0,2.4,6.3,5.7,31,20,194,2
456,Javonte Sherman,MiddTn,0,2,2,6,3,1,2,0,0,0,2,2,4,7,0,0,0,0,0,0,2.6,4.0,7.1,31,19,125,0
457,Jordan Smart,NorTx,0,2,1,3,0,3,5,5,5,4,2,0,1,0,0,0,0,0,0,0,2.8,7.4,6.8,31,19,230,1
458,Melquan Stovall,AriSt,0,1,0,3,1,6,5,0,4,0,1,3,5,2,0,0,0,0,0,0,2.6,6.7,7.3,31,18,207,0
459,Fred Farrier,UAB,0,5,1,2,4,5,4,0,2,0,3,4,0,1,0,0,0,0,0,0,2.6,8.6,7.6,31,18,266,1
460,Ahmarian Granger,ODU,0,4,3,3,8,2,2,0,1,0,0,1,3,3,0,0,1,0,0,0,2.4,6.9,8.5,31,15,213,1
461,Kenny Johnson,Pitt,0,3,2,0,2,0,0,3,7,3,2,4,1,4,0,0,0,0,0,0,2.6,3.9,8.8,31,15,122,1
462,CJ Williams,Wisc,0,1,4,2,7,0,0,3,3,3,3,3,1,0,0,0,1,0,0,0,2.4,4.8,6.7,31,15,148,0
463,Tobias Merriweather,ND,2,3,1,4,1,4,5,0,0,2,4,0,4,1,0,0,0,0,0,0,2.6,9.2,8.9,31,14,284,2
464,Ahmari Huggins-Bruce,Lou,0,5,2,3,3,2,2,2,0,0,0,1,4,2,1,0,0,0,3,0,2.1,10.4,7.6,30,20,312,4
465,Carnell Tate,OhioSt,0,3,2,3,0,0,1,4,5,2,2,2,1,0,0,0,0,0,5,0,2.3,8.8,7.6,30,18,264,1
466,Noah Frith,Lib,0,1,3,3,0,0,0,1,3,1,5,2,1,0,7,0,3,0,0,0,2.3,10.8,10.2,30,17,323,3
467,JoJo Earle,TCU,0,2,3,1,2,0,3,4,1,0,4,2,2,6,0,0,0,0,0,0,2.5,8.0,6.0,30,16,239,2
468,Kaleb Webb,Tenn,0,3,0,0,5,1,0,0,4,0,1,5,2,6,0,0,0,0,3,0,2.3,5.5,7.3,30,16,166,1
469,De'zhaun Stribling,OkSt,0,7,10,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.9,5.5,30,16,207,1
470,Baylin Brooks,SDSU,5,1,0,4,7,4,0,2,0,0,3,0,2,2,0,0,0,0,0,0,2.7,8.7,10.0,30,15,261,1
471,Dominic Dutton,ODU,0,3,2,2,2,4,1,0,0,1,4,6,1,0,0,0,4,0,0,0,2.3,6.7,8.2,30,9,201,4
472,Kobe Paysour,UNC,0,9,9,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,9.7,6.4,29,22,282,3
473,Aaron Bedgood,Lib,0,3,2,0,1,0,1,2,3,4,4,1,3,0,3,0,0,0,2,0,2.1,7.6,9.9,29,21,220,2
474,Malique Dieudonne,WestMi,0,2,6,0,2,6,4,2,3,0,0,1,3,0,0,0,0,0,0,0,2.6,7.2,7.5,29,21,209,0
475,Jonah Panoke,Hawaii,0,0,5,0,0,0,0,7,6,5,1,1,1,3,0,0,0,0,0,0,3.6,6.7,5.5,29,20,194,1
476,Chas Nimrod,Tenn,0,0,0,0,1,2,0,6,0,1,2,3,7,4,0,0,0,0,3,0,2.2,6.7,7.1,29,19,194,1
477,Bradley Rozner,NCSU,0,2,3,2,4,6,2,5,0,0,0,0,2,2,0,0,1,0,0,0,2.4,7.2,7.9,29,18,208,2
478,Mike Pettway,JacSt,3,1,1,0,1,5,5,3,2,1,1,0,1,4,0,0,1,0,0,0,2.2,6.8,8.4,29,17,196,1
479,Cam Camper,Ind,0,5,4,4,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4.1,9.8,7.9,29,17,285,1
480,Jayden Umbarger,Navy,0,0,3,4,0,2,1,2,3,0,3,0,2,1,0,8,0,0,0,0,2.4,5.0,15.2,29,14,145,1
481,Josh Nicholson,SDSU,0,1,5,3,1,2,0,1,4,0,4,3,4,1,0,0,0,0,0,0,2.4,3.9,9.7,29,14,114,1
482,Talik Keaton,Marsh,0,1,3,0,1,0,1,0,3,6,3,2,0,4,0,0,0,5,0,0,2.4,4.9,7.0,29,14,143,0
483,Jaden Dottin,Toledo,0,2,0,3,1,4,4,1,6,0,0,1,0,2,2,0,0,0,3,0,2.1,4.8,7.9,29,12,138,1
484,Chedon James,IdaSt,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,37.3,26.2,28,102,1045,8
485,Milan Tucker,App,0,1,4,2,3,2,0,2,1,5,4,0,1,2,1,0,0,0,0,0,2.0,10.9,6.0,28,21,305,1
486,Jhari Patterson,ECU,0,3,2,7,1,3,0,0,2,5,1,1,2,1,0,0,0,0,0,0,2.3,4.9,7.3,28,20,137,0
487,Junior Sherrill,Vandy,0,1,2,3,1,4,3,3,0,3,2,2,0,4,0,0,0,0,0,0,2.3,10.5,7.4,28,20,293,3
488,Tyrin Smith,UTEP,7,5,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.6,6.8,8.9,28,19,191,1
489,Caleb Burton,Auburn,0,2,0,0,0,0,0,2,2,2,1,2,4,2,0,0,0,0,11,0,3.1,8.1,9.1,28,16,226,0
490,Casey Reynolds,Army,0,0,2,3,0,0,3,1,4,6,1,1,0,0,0,7,0,0,0,0,2.3,8.5,17.3,28,16,237,0
491,Tyrone Broden,Ark,0,1,0,2,7,1,4,2,2,0,3,1,4,1,0,0,0,0,0,0,2.3,3.9,8.6,28,15,109,3
492,Jaedon Wilson,Ark,0,3,4,3,1,0,2,1,5,0,3,1,5,0,0,0,0,0,0,0,2.3,7.1,8.6,28,15,199,2
493,Alex Bullock,Neb,0,3,3,1,2,0,2,0,3,0,7,2,2,3,0,0,0,0,0,0,2.3,7.9,11.2,28,15,221,1
494,Freddie Roberson,MissSt,0,2,0,3,2,3,7,0,0,1,0,3,4,3,0,0,0,0,0,0,2.5,5.3,8.3,28,11,149,1
495,Miles Marshall,Mia-O,0,4,1,3,0,4,1,6,4,0,0,1,3,1,0,0,0,0,0,0,2.2,4.8,9.7,28,9,134,0
496,Antonio Williams,Clem,0,10,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5.4,8.3,5.8,27,22,224,2
497,Semaj Morgan,Mich,0,0,1,0,2,2,2,1,3,0,3,2,3,1,0,0,0,0,5,2,1.8,7.6,7.5,27,22,204,2
498,Ja'Varrius Johnson,Auburn,0,4,2,0,2,0,0,0,1,2,5,3,3,5,0,0,0,0,0,0,2.7,12.9,8.7,27,19,347,3
499,Jaden Greathouse,ND,3,2,3,4,3,0,0,1,0,2,3,0,3,1,0,0,0,0,2,0,2.3,9.8,7.8,27,18,265,5
500,Kobe Prentice,Ala,0,4,6,1,0,0,1,3,0,0,3,5,0,0,2,0,0,0,2,0,2.1,11.6,8.5,27,18,314,2
501,Bru McCoy,Tenn,0,5,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,8.0,6.6,27,17,217,1
502,Alred Luke,UL-Mon,0,0,0,0,0,2,1,2,9,3,5,4,0,1,0,0,0,0,0,0,2.7,6.8,7.8,27,16,184,1
503,Julian Gray,NCSU,0,3,3,2,3,1,5,3,0,2,2,1,0,0,0,0,0,0,2,0,2.5,6.3,7.3,27,16,170,1
504,Bugs Mortimer,UL-Mon,0,2,1,0,0,5,2,2,8,6,1,0,0,0,0,0,0,0,0,0,3.0,10.8,7.8,27,15,291,0
505,Antonio Harmon,MissSt,0,3,0,3,1,4,3,0,1,2,3,0,2,5,0,0,0,0,0,0,2.3,3.6,8.0,27,14,98,1
506,Jaron Glover,MSU,0,4,3,7,3,3,0,2,0,4,1,0,0,0,0,0,0,0,0,0,3.4,9.7,7.4,27,14,261,0
507,Diante Vines,Iowa,0,0,2,2,1,9,3,1,6,0,2,0,0,0,1,0,0,0,0,0,2.7,5.0,7.9,27,12,134,1
508,Jaden Williams,BC,0,8,2,0,4,0,1,0,1,2,6,3,0,0,0,0,0,0,0,0,2.7,7.0,7.6,27,12,188,1
509,Dylan Wright,TCU,0,5,0,0,0,7,4,5,5,0,1,0,0,0,0,0,0,0,0,0,4.5,6.9,5.4,27,11,187,2
510,Jordan Faison,ND,0,0,0,0,0,0,2,3,0,2,3,0,5,5,0,0,0,0,6,0,3.7,12.4,7.5,26,19,322,4
511,Harrison Wallace,PSU,0,8,3,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,5,0,3.7,8.8,6.4,26,19,228,1
512,Christian Fitzpatrick,MSU,0,3,4,2,2,2,0,0,4,0,2,3,2,2,0,0,0,0,0,0,2.2,9.7,7.1,26,18,252,1
513,Kyron Hudson,USC,3,2,1,0,2,4,2,0,0,3,2,2,1,0,0,0,0,0,4,0,2.0,7.3,5.8,26,17,189,2
514,Kyre Duplessis,CoastC,0,1,2,1,3,0,0,2,6,1,6,0,1,1,0,0,0,2,0,0,2.0,9.3,6.4,26,16,242,1
515,Duce Robinson,USC,6,1,5,0,0,0,0,0,2,0,3,3,4,0,0,0,0,0,2,0,2.0,13.5,5.8,26,16,351,2
516,Ja'Khi Douglas,FlaSt,0,0,0,0,0,0,2,1,0,4,8,3,1,1,2,0,0,0,4,0,2.6,9.3,6.0,26,14,243,0
517,EJ Smoot,Lib,0,1,2,8,6,0,1,0,0,0,2,2,3,1,0,0,0,0,0,0,2.4,8.5,8.8,26,11,221,2
518,Zack Dobson,MiddTn,0,0,0,4,3,0,0,6,5,0,0,0,2,5,0,0,0,0,0,0,2.5,12.2,5.8,25,21,305,2
519,Parker Kingston,BYU,0,2,1,3,0,0,0,4,0,7,7,0,1,0,0,0,0,0,0,0,2.1,8.3,6.4,25,19,207,1
520,Javon Antonio,Colo,0,1,0,0,4,2,6,4,0,3,2,3,0,0,0,0,0,0,0,0,2.5,8.4,5.4,25,17,209,2
521,Daniel Jackson,IaSt,0,0,2,3,6,2,2,1,0,1,2,2,0,0,0,0,0,0,4,0,1.9,10.4,6.7,25,16,260,2
522,Jaylon Barden,GaSo,0,2,0,1,0,0,0,5,3,1,0,11,2,0,0,0,0,0,0,0,2.8,7.3,4.4,25,16,183,1
523,Marquis Shoulders,Tulsa,0,6,6,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,11.3,7.8,25,16,283,5
524,T.J. Jones,UAB,0,3,2,2,3,0,2,1,1,0,2,4,4,1,0,0,0,0,0,0,2.1,8.9,6.1,25,15,222,2
525,John Adams,Temple,0,0,1,0,2,1,15,0,1,0,0,1,4,0,0,0,0,0,0,0,2.3,6.0,5.0,25,15,149,2
526,Dacari Collins,NCSU,0,0,2,2,2,0,1,0,0,1,1,4,4,3,0,0,0,0,5,0,1.9,8.5,6.8,25,14,212,2
527,Braylin Presley,Tulsa,0,1,5,1,2,0,7,0,1,2,0,2,1,3,0,0,0,0,0,0,2.1,4.9,7.8,25,11,122,0
528,Moussa Barry,WestKy,0,2,3,2,1,5,5,0,6,0,0,0,1,0,0,0,0,0,0,0,2.1,5.8,4.6,25,9,145,1
529,Warren Thompson,TCU,0,2,8,2,2,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,3.0,10.3,4.8,24,19,246,2
530,Gavin Freeman,Okla,0,4,2,3,2,2,1,0,3,3,1,2,0,0,0,0,0,0,1,0,1.8,4.0,5.4,24,19,95,1
531,Devin Maddox,Toledo,0,1,0,4,4,0,1,0,2,0,2,6,2,1,1,0,0,0,0,0,2.2,5.9,6.5,24,17,141,1
532,Shawn Harris,UMass,2,2,0,8,1,3,1,2,0,1,3,0,1,0,0,0,0,0,0,0,2.2,6.3,6.9,24,16,152,0
533,Ja'Cyais Credle,GaSt,0,3,7,6,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,3.4,5.9,6.6,24,14,142,0
534,Kam Brown,UCLA,0,2,2,2,2,0,3,6,4,2,1,0,0,0,0,0,0,0,0,0,2.7,6.8,5.9,24,13,163,1
535,Chris Hilton,LSU,0,0,3,4,0,4,0,0,2,0,0,3,2,1,0,0,0,0,5,0,2.2,9.4,5.9,24,13,225,2
536,Terrell Timmons,NCSU,0,2,4,1,2,4,3,5,0,1,2,0,0,0,0,0,0,0,0,0,2.0,8.1,6.5,24,11,195,0
537,Malachi Coleman,Neb,0,0,0,0,0,0,2,0,2,0,6,2,6,6,0,0,0,0,0,0,2.2,5.8,9.6,24,8,139,1
538,Willie McCoy,Tx-SA,0,0,2,1,3,0,2,2,4,2,4,2,0,0,0,0,0,1,0,0,2.3,7.1,5.4,23,18,164,2
539,Tauskie Dove,Mem,0,3,1,0,4,0,0,2,0,1,6,0,6,0,0,0,0,0,0,0,1.8,11.3,4.9,23,17,260,1
540,Michael Jackson,USC,0,2,1,0,3,4,1,6,4,2,0,0,0,0,0,0,0,0,0,0,2.6,6.3,5.1,23,17,146,1
541,Charles Robertson,UL-Laf,0,1,1,0,4,3,1,0,4,2,0,0,4,3,0,0,0,0,0,0,1.9,8.2,6.4,23,17,189,0
542,Isaiah Horton,Mia-Fl,0,4,1,0,0,0,0,5,2,0,0,3,1,1,0,0,0,0,6,0,1.8,7.3,5.3,23,13,168,1
543,Dont'e Thornton,Tenn,0,4,1,4,4,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,2.6,9.7,5.6,23,13,224,1
544,Prince Strachan,Boise,0,0,0,1,2,3,0,0,0,1,2,6,2,1,0,0,5,0,0,0,1.8,11.9,6.4,23,12,274,2
545,Chase Hendricks,Ohio,1,2,0,3,1,0,5,0,0,5,0,0,1,2,0,0,3,0,0,0,1.8,4.7,6.1,23,11,108,0
546,Shane Hooks,Auburn,0,6,1,4,5,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,1.8,6.3,7.4,23,10,144,2
547,Mason Pierce,Marsh,0,0,0,0,1,5,4,4,3,3,0,0,0,2,0,0,0,0,0,0,2.0,7.8,5.3,22,16,171,0
548,Isaiah Sategna,Ark,0,3,0,1,0,1,1,2,3,0,4,1,3,3,0,0,0,0,0,0,1.8,5.9,6.8,22,15,129,2
549,RJ Garcia,KanSt,0,7,7,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1.8,8.4,5.4,22,14,184,1
550,Porter Rooks,NCSU,0,4,5,3,1,1,0,1,0,1,2,1,1,2,0,0,0,0,0,0,1.8,7.5,6.0,22,13,166,0
551,Malik Benson,Ala,0,2,2,2,0,1,2,2,1,0,0,2,3,2,2,0,1,0,0,0,1.6,7.4,6.9,22,13,162,1
552,Phillippe Wesley II,SDSU,0,0,5,3,0,1,0,0,0,0,0,3,7,3,0,0,0,0,0,0,2.4,5.6,7.3,22,11,124,0
553,EJ Horton,WVU,0,0,0,1,1,1,0,2,4,4,4,4,0,1,0,0,0,0,0,0,2.0,9.1,6.6,22,10,201,1
