,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
180,R.J. Sneed,Baylor,0,7,2,6,5,3,2,6,0,11,3,4,6,4,2,0,0,0,4,0,4.6,8.8,17.9,65,46,573,2
181,Randle Jones,Temple,0,5,8,6,0,0,0,0,7,10,10,10,9,0,0,0,0,0,0,0,8.1,7.3,18.4,65,40,476,3
182,CJ Daniels,Lib,0,2,2,6,5,6,1,3,13,4,1,0,7,11,0,0,4,0,0,0,5.0,9.7,17.3,65,37,629,7
183,C.J. Johnson,ECU,0,7,5,10,4,9,2,0,4,8,3,8,3,2,0,0,0,0,0,0,5.4,8.0,15.6,65,35,520,1
184,Ra'Shaun Henry,UVa,0,3,6,8,10,4,12,2,2,4,0,5,4,5,0,0,0,0,0,0,5.4,9.3,11.9,65,34,603,3
185,Kendric Pryor,Wisc,0,4,5,0,17,6,5,2,3,1,4,3,4,9,0,0,0,0,2,0,5.0,6.4,22.3,65,32,416,3
186,Jared Wayne,Pitt,0,7,3,6,0,1,0,6,3,7,9,8,7,2,4,0,0,0,1,0,4.9,10.3,12.1,64,47,658,6
187,Devin Maddox,Toledo,0,2,10,5,4,3,9,3,4,0,6,3,4,5,0,0,6,0,0,0,4.9,8.9,16.5,64,41,567,4
188,Tre Harris,LaTech,0,2,5,6,5,6,0,4,3,7,5,5,2,14,0,0,0,0,0,0,5.3,8.8,16.2,64,40,562,4
1357,Demetris Robertson,UGa,0,3,4,10,0,8,10,2,0,5,3,6,8,3,0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0
190,Dominic Johnson,Buff,0,2,10,7,5,5,8,2,3,8,0,7,4,3,0,0,0,0,0,0,5.3,7.1,17.5,64,34,457,2
191,KeAndre Lambert-Smith,PSU,0,6,4,4,5,5,7,0,5,5,5,4,3,3,0,0,0,0,8,0,4.9,8.1,13.3,64,34,521,3
192,Donald Stewart,Wake,0,2,6,3,4,5,4,0,3,4,5,6,8,6,2,0,0,0,6,0,4.6,6.1,12.7,64,33,388,1
193,Devin Carter,NCSU,0,4,11,4,7,4,0,2,6,7,3,10,5,1,0,0,0,0,0,0,5.3,8.7,14.5,64,31,556,6
194,Keelan Marion,UConn,3,6,1,3,5,6,5,8,8,0,0,6,6,7,0,0,0,0,0,0,5.3,7.4,16.5,64,28,474,5
195,Phillip Brooks,KanSt,0,4,3,6,4,8,0,6,6,3,0,5,8,3,0,0,0,0,0,7,4.8,8.6,20.3,63,43,543,2
196,Jaylin Lane,MiddTn,0,4,8,0,4,2,1,0,4,4,4,3,14,6,0,0,9,0,0,0,5.3,7.4,13.8,63,42,466,4
197,Sam James,WVU,0,7,4,4,7,3,6,0,2,4,5,5,8,2,0,0,0,0,6,0,4.8,8.0,14.2,63,42,505,5
198,Cole Tucker,NIU,0,1,9,1,5,0,0,0,0,0,13,9,11,0,4,0,10,0,0,0,6.3,9.1,17.9,63,41,575,3
199,Jalen McMillan,Wash,0,0,0,11,6,3,0,5,5,6,9,4,6,8,0,0,0,0,0,0,5.7,7.5,15.8,63,39,470,3
200,Braden Lenzy,ND,0,4,3,7,6,9,2,0,1,1,3,4,3,5,0,0,0,0,15,0,4.8,5.6,14.2,63,32,350,3
201,Austin Williams,MissSt,0,5,3,8,6,5,0,3,4,4,4,4,5,5,0,0,0,0,6,0,4.8,10.0,8.9,62,52,617,4
202,Malik Washington,NW,0,6,3,5,3,3,0,7,7,8,6,1,3,10,0,0,0,0,0,0,5.2,9.3,17.3,62,44,578,2
203,Jaray Jenkins,LSU,0,8,3,1,3,4,4,4,6,0,9,3,3,13,0,0,0,0,0,1,4.8,8.1,14.1,62,34,502,6
204,B.J. Casteel,Ari,0,9,12,7,3,0,4,4,6,6,2,1,2,6,0,0,0,0,0,0,5.2,5.3,14.2,62,33,326,1
205,Beaux Collins,Clem,0,0,4,0,1,5,0,2,9,1,9,10,6,8,0,0,0,0,7,0,5.6,6.6,15.8,62,31,407,3
206,Jalen Walker,Mia-O,0,4,2,3,7,5,4,3,1,0,11,8,3,4,0,0,0,7,0,0,4.8,6.4,14.7,62,31,398,4
207,Isaiah Hamilton,SJSU,4,10,0,6,5,2,5,7,2,4,6,7,0,4,0,0,0,0,0,0,5.2,6.7,15.6,62,31,414,2
208,Jimmy Marshall,MiddTn,0,2,10,2,8,1,9,0,6,4,6,5,3,5,0,0,0,0,0,0,5.1,8.4,13.4,61,45,510,6
209,Jadon Haselwood,Okla,0,5,5,9,5,1,7,8,4,4,0,3,4,6,0,0,0,0,0,0,5.1,6.5,15.4,61,39,399,6
210,Keric Wheatfall,Fres,3,9,3,5,7,4,0,2,5,6,9,2,0,3,0,0,3,0,0,0,4.7,10.1,12.1,61,38,616,4
211,Shadeed Ahmed,Marsh,0,2,4,1,6,10,10,5,0,5,6,8,0,1,0,0,3,0,0,0,4.7,7.6,12.6,61,38,463,3
212,Aaron Turner,UConn,2,2,3,6,10,5,6,6,5,0,0,9,3,4,0,0,0,0,0,0,5.1,3.8,15.7,61,33,232,0
213,Quentin Johnston,TCU,0,7,10,0,5,3,0,8,10,7,7,4,0,0,0,0,0,0,0,0,6.8,10.4,19.9,61,33,634,6
214,Chris Autman-Bell,Minn,0,0,0,6,1,6,0,12,4,2,3,12,7,5,0,0,0,0,2,0,5.5,8.4,23.8,60,36,506,6
215,Key'Shawn Smith,Mia-Fl,0,6,4,7,0,1,0,15,4,5,6,10,0,2,0,0,0,0,0,0,5.0,6.8,13.4,60,33,405,3
216,Josh Ali,Kty,0,8,2,6,5,2,0,0,0,5,11,6,10,4,0,0,0,0,0,0,5.9,10.2,16.3,59,41,601,3
217,Brandon Robinson,FlaAtl,0,8,3,8,5,2,4,0,2,3,6,3,8,7,0,0,0,0,0,0,4.9,8.2,15.9,59,37,481,4
218,Trevon Clark,Cal,0,5,5,7,6,3,0,5,6,7,5,0,4,2,4,0,0,0,0,0,4.9,11.2,15.6,59,33,658,4
219,Willie Johnson,Marsh,0,1,4,7,6,7,5,5,0,5,5,6,3,1,0,0,4,0,0,0,4.5,10.6,12.2,59,32,625,3
220,Slade Bolden,Ala,0,4,1,5,2,4,4,3,3,0,4,1,3,5,7,0,0,0,3,9,3.9,7.0,10.2,58,42,408,3
221,Malachi Carter,GaTech,0,8,2,4,3,8,6,0,3,2,10,4,5,3,0,0,0,0,0,0,4.8,8.4,17.1,58,37,489,2
222,August Pitre,Rice,0,8,0,0,0,0,0,1,9,6,6,14,9,5,0,0,0,0,0,0,7.3,8.5,17.4,58,31,494,3
223,Cam Johnson,Vandy,0,9,12,3,2,1,5,2,2,5,0,3,9,4,0,0,0,0,0,0,4.8,5.7,14.1,57,34,327,4
224,Adonai Mitchell,UGa,0,2,3,5,5,1,3,7,0,1,7,6,3,5,2,0,0,0,3,4,3.8,7.5,14.1,57,29,426,4
225,Jordan Watkins,Lou,0,4,2,7,8,5,4,0,4,6,6,3,3,4,0,0,0,0,0,0,4.7,9.4,16.2,56,35,529,4
226,Octavius Evans,Boise,0,7,4,3,3,8,7,8,0,8,6,0,2,0,0,0,0,0,0,0,5.6,7.3,14.3,56,34,409,2
227,Danny Davis,Wisc,0,9,4,0,8,2,1,5,0,10,3,4,2,8,0,0,0,0,0,0,4.7,8.5,19.2,56,32,478,2
228,Je'Quan Burton,FlaAtl,0,2,2,6,5,7,4,0,3,4,7,5,10,1,0,0,0,0,0,0,4.7,8.6,15.1,56,27,483,3
229,Keagan Johnson,Iowa,0,0,0,2,3,0,2,3,0,7,10,8,6,7,8,0,0,0,0,0,4.3,6.3,14.1,56,18,352,2
230,Devon Williams,Oregon,0,0,6,1,0,3,0,5,8,6,2,5,10,6,3,0,0,0,0,0,4.6,10.1,13.5,55,35,557,4
231,Jermaine Braddock,SJSU,3,5,0,8,1,0,2,6,3,0,14,2,0,11,0,0,0,0,0,0,4.6,7.1,13.8,55,27,390,2
232,Jaylin Noel,IaSt,0,2,4,2,0,2,0,5,2,3,6,8,8,3,0,0,0,0,9,0,4.2,4.9,12.3,54,38,265,0
233,Derius Davis,TCU,0,2,5,0,5,8,1,4,1,5,7,2,6,8,0,0,0,0,0,0,4.5,9.6,17.6,54,36,518,1
234,Mike Woods,Okla,0,6,2,4,9,5,6,4,0,0,0,6,4,4,0,0,0,0,4,0,4.9,7.4,13.7,54,35,400,2
235,Malik Heath,MissSt,0,0,4,11,9,6,0,5,5,1,1,5,2,5,0,0,0,0,0,0,4.9,8.2,7.8,54,34,442,5
236,Daniel Jackson,Minn,0,7,5,6,5,5,0,0,0,5,4,5,3,3,0,0,0,0,6,0,4.9,4.9,21.4,54,25,267,1
237,Braylon Sanders,Miss,0,5,4,5,0,5,5,3,0,0,4,6,7,5,0,0,0,0,5,0,4.5,10.2,12.7,54,24,549,4
238,Caullin Lacy,USA,0,6,10,1,0,5,4,0,4,5,4,4,5,5,0,0,0,0,0,0,4.8,5.5,13.4,53,41,291,0
239,Kayshon Boutte,LSU,0,14,8,8,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,9.6,12.1,53,38,509,9
240,Jake Herslow,Hou,0,1,2,7,1,2,2,0,2,3,4,5,3,6,7,0,0,0,8,0,3.8,9.1,11.9,53,36,480,5
241,Trey Palmer,LSU,0,11,3,0,1,4,4,2,6,0,3,10,3,6,0,0,0,0,0,0,4.8,6.5,12.1,53,30,344,3
242,Jared Sparks,UL-Mon,0,4,0,7,4,5,4,5,5,5,3,0,4,7,0,0,0,0,0,0,4.8,6.3,15.5,53,30,336,1
243,Jeremy Singleton,Hou,0,0,3,3,2,1,9,0,2,6,3,2,8,7,3,0,0,0,4,0,3.8,9.3,11.9,53,29,493,5
244,Kevin Shaa,Lib,0,2,3,7,1,3,3,3,5,5,3,0,5,8,0,0,5,0,0,0,4.1,9.7,14.1,53,28,516,6
245,Rico Arnold,UMass,0,2,8,11,5,6,5,0,1,2,9,0,0,4,0,0,0,0,0,0,5.3,8.7,16.4,53,27,461,3
246,Trea Shropshire,UAB,0,5,3,1,2,6,4,5,8,0,4,5,4,2,0,0,4,0,0,0,4.1,13.3,18.7,53,27,703,7
247,Tyrin Smith,UTEP,1,6,5,0,4,2,1,2,0,6,4,3,6,6,0,0,6,0,0,0,4.0,11.0,14.6,52,33,570,4
248,Elijah Kothe,SDSU,0,1,0,2,2,0,4,2,3,6,3,9,8,6,3,0,0,3,0,0,3.7,8.0,15.0,52,31,418,1
249,Jadan Blue,Temple,0,6,8,3,0,13,4,0,5,9,4,0,0,0,0,0,0,0,0,0,6.5,3.6,14.7,52,30,185,1
250,Taj Davis,Wash,0,11,9,9,5,2,0,2,2,0,2,6,4,0,0,0,0,0,0,0,4.7,6.3,13.0,52,26,329,1
251,Donovan Ollie,WashSt,0,5,2,2,9,7,4,0,2,2,0,3,0,7,0,0,0,0,9,0,4.0,5.8,11.5,52,26,301,1
252,Nikko Remigio,Cal,0,10,4,4,4,5,0,5,4,3,0,0,6,2,4,0,0,0,0,0,4.6,4.7,13.5,51,38,238,2
253,Courtney Jackson,Syr,0,1,3,3,1,7,6,8,9,1,0,2,1,9,0,0,0,0,0,0,4.3,7.6,18.3,51,37,389,3
254,Justin Lockhart,Nevada,0,2,4,2,0,6,7,7,8,1,5,7,2,0,0,0,0,0,0,0,4.3,9.2,9.1,51,35,470,2
255,Tre Mosley,MSU,0,5,1,2,6,4,6,4,0,0,3,7,4,2,0,0,0,0,7,0,3.9,10.4,12.9,51,35,530,3
256,Ezra Naylor,Tulsa,0,1,0,8,3,4,1,4,0,2,2,8,6,7,0,0,5,0,0,0,3.9,8.4,12.9,51,33,426,3
257,Shae Wyatt,Tulane,0,6,1,2,1,1,8,0,8,2,2,8,4,8,0,0,0,0,0,0,4.3,7.4,14.2,51,33,376,3
258,Jamari Thrash,GaSt,0,7,3,5,5,2,5,0,6,7,0,0,6,3,0,0,0,2,0,0,3.9,8.2,16.8,51,31,417,2
259,Antoine Green,UNC,0,3,3,1,5,4,1,1,0,8,8,5,2,6,0,0,0,0,4,0,3.9,12.0,13.7,51,31,612,5
260,Casey Washington,Ill,3,5,6,2,6,3,5,0,5,4,1,0,7,4,0,0,0,0,0,0,4.3,5.8,16.2,51,21,294,0
261,Myles Price,TxTch,0,0,3,2,5,2,6,2,4,6,0,11,2,0,0,0,0,0,7,0,4.2,10.5,13.2,50,38,523,2
262,Gunner Romney,BYU,0,2,3,7,5,9,6,5,0,0,0,0,8,0,0,0,5,0,0,0,5.0,11.9,13.1,50,34,594,3
263,Javon Ivory,Mem,0,6,5,5,0,8,4,1,6,0,10,2,3,0,0,0,0,0,0,0,4.5,8.3,11.7,50,29,413,3
264,Elijah Spencer,CHAR,0,0,5,2,7,2,4,0,4,1,7,7,7,4,0,0,0,0,0,0,4.2,7.6,12.9,50,28,381,6
265,Lawrence Arnold,Kansas,0,5,4,0,9,3,0,4,6,2,5,5,3,4,0,0,0,0,0,0,4.2,6.3,16.0,50,27,316,3
266,Nico Ragaini,Iowa,0,3,2,5,2,4,7,4,0,4,2,3,5,2,1,0,6,0,0,0,3.6,6.6,12.6,50,26,331,1
267,Ty McCullouch,ColoSt,0,8,2,2,4,0,4,4,2,5,4,4,7,4,0,0,0,0,0,0,4.2,8.3,12.8,50,24,415,1
268,Kyren Lacy,UL-Laf,0,3,7,1,5,1,0,3,4,4,5,3,2,2,5,0,5,0,0,0,3.6,6.1,12.8,50,22,304,6
269,Peter LeBlanc,UL-Laf,0,1,2,3,4,2,0,2,5,5,11,3,2,3,6,0,0,0,0,0,3.8,8.5,12.5,49,37,417,1
270,Kameron Brown,CoastC,0,1,3,4,1,7,4,0,4,1,4,7,5,4,0,0,4,0,0,0,3.8,12.3,15.3,49,36,605,5
271,Jabre Barber,Troy,0,4,1,4,13,7,4,0,0,3,2,6,1,4,0,0,0,0,0,0,4.1,6.6,11.8,49,32,324,3
272,Kris Hutson,Oregon,0,2,3,3,2,1,0,4,2,1,1,1,8,10,3,0,0,0,8,0,3.5,8.6,12.1,49,31,419,2
273,Tyler Scott,Cin,0,1,6,3,0,3,2,3,4,3,1,3,6,5,2,0,0,0,7,0,3.5,10.6,12.5,49,30,520,5
274,Cole Harrity,NMSt,4,8,3,2,1,4,4,0,6,0,10,7,0,0,0,0,0,0,0,0,4.9,4.9,9.5,49,30,238,1
275,Taysir Mack,Pitt,0,6,7,5,2,7,0,10,4,8,0,0,0,0,0,0,0,0,0,0,6.1,9.4,9.2,49,27,461,3
276,Sam Pinckney,GaSt,0,0,1,0,4,7,4,0,3,5,5,6,7,6,0,0,0,1,0,0,4.5,6.0,16.1,49,26,293,1
277,Andrew Parchment,FlaSt,0,2,7,0,11,2,0,0,2,1,8,3,4,9,0,0,0,0,0,0,4.5,7.4,14.6,49,24,363,2
278,Eddie Lewis,Mem,0,2,1,2,0,1,8,3,2,0,12,5,6,7,0,0,0,0,0,0,4.1,7.1,11.5,49,22,349,4
279,Mario Williams,Okla,0,8,4,6,4,4,4,1,0,6,0,0,2,6,0,0,0,0,3,0,4.0,7.9,12.2,48,35,380,4
280,LV Bunkley-Shelton,AriSt,0,3,5,4,5,3,5,5,0,6,2,1,4,0,0,0,0,0,5,0,3.7,8.7,15.4,48,33,418,2
281,Jimmy Horn,USF,0,1,1,5,0,5,0,4,8,2,4,7,7,4,0,0,0,0,0,0,4.0,8.5,14.3,48,30,408,1
282,Devin Boddie,Vandy,0,4,10,5,2,8,7,2,4,2,0,2,0,2,0,0,0,0,0,0,4.0,5.5,11.9,48,29,263,1
283,Trevor Wilson,Kansas,0,14,6,4,24,8,0,8,0,4,10,12,0,6,0,0,0,0,0,0,4.0,7.6,15.4,48,27,364,1
284,Sam Crawford,Tulsa,0,3,6,8,4,7,4,6,0,5,5,0,0,0,0,0,0,0,0,0,5.3,9.8,12.2,48,27,472,4
285,Trevor Wilson,Kansas,0,14,6,4,24,8,0,8,0,4,10,12,0,6,0,0,0,0,0,0,4.0,7.6,15.4,48,27,364,1
286,Cameron Odom,Ohio,0,5,5,4,7,0,4,0,6,0,4,1,6,5,0,0,0,0,0,0,3.9,8.6,15.2,47,29,406,1
287,Miles Marshall,Ind,0,5,0,4,8,3,0,8,4,3,3,4,0,5,0,0,0,0,0,0,3.9,6.6,12.6,47,22,311,0
288,Drew Estrada,Baylor,0,0,0,1,1,8,6,1,0,3,0,2,6,8,6,0,0,0,4,0,3.8,8.0,12.7,46,30,367,1
289,Isaiah Esdale,WVU,0,4,2,6,1,6,8,0,1,9,0,0,6,3,0,0,0,0,0,0,4.6,7.9,10.4,46,29,362,1
290,Malik Nabers,LSU,0,0,0,2,1,3,4,6,5,0,1,4,7,10,0,0,0,0,0,3,4.2,9.1,10.5,46,28,417,4
291,Brian Thomas,LSU,0,1,2,2,4,6,5,5,4,0,6,4,4,0,0,0,0,0,0,3,3.8,7.8,10.5,46,28,359,2
292,Avery Davis,ND,0,0,4,5,8,10,7,0,3,6,3,0,0,0,0,0,0,0,0,0,5.1,8.4,10.4,46,27,386,4
293,CJ Windham,MiddTn,0,7,4,0,1,2,6,0,5,1,8,1,5,2,0,0,4,0,0,0,3.8,5.1,10.1,46,26,236,2
294,Ja'Shaun Poke,KentSt,0,1,0,0,3,3,7,4,2,0,6,7,4,3,2,0,0,4,0,0,3.8,6.8,11.6,46,26,315,1
295,Joshua Moore,Tex,0,5,2,2,3,5,7,8,0,11,3,0,0,0,0,0,0,0,0,0,5.1,5.8,13.5,46,24,265,3
296,Izaiah Gathings,MiddTn,0,0,3,8,3,3,4,0,4,1,6,3,4,4,0,0,3,0,0,0,3.8,6.6,10.1,46,24,302,1
297,Devaughn Vele,Utah,0,0,1,2,2,0,6,5,5,7,5,3,3,1,3,0,0,0,3,0,3.3,8.5,11.6,46,23,389,1
298,Tyrell Shavers,SDSU,0,2,0,3,3,0,3,7,2,6,3,6,1,4,0,0,0,6,0,0,3.5,4.6,13.3,46,18,213,2
299,TJ Sheffield,Purdue,0,0,4,0,5,4,0,9,2,4,5,4,1,3,0,0,0,0,4,0,3.8,7.2,8.0,45,36,325,5
300,Tre Tucker,Cin,0,2,1,4,0,3,4,1,2,4,1,6,8,2,2,0,0,0,5,0,3.2,9.5,11.5,45,34,426,2
301,Ashtyn Hawkins,TxSt,0,2,2,1,1,0,0,2,7,4,1,12,7,6,0,0,0,0,0,0,3.8,6.3,12.1,45,30,284,1
302,Malik Knowles,KanSt,0,2,6,0,7,8,0,5,1,3,3,3,1,2,0,0,0,0,0,4,3.5,9.8,14.5,45,29,441,4
303,Zach Jackson,UL-Mon,0,0,0,2,6,5,6,6,7,2,0,4,5,2,0,0,0,0,0,0,3.8,6.7,13.1,45,25,301,2
304,Joseph Ngata,Clem,0,8,5,5,5,8,0,5,0,3,5,0,0,0,0,0,0,0,1,0,5.0,9.7,11.5,45,23,438,1
305,Stefan Cobbs,Boise,0,6,1,0,0,11,2,8,0,4,2,0,0,10,0,0,0,0,0,0,5.5,9.6,11.2,44,34,421,5
306,Tyler Walton,Ohio,0,5,6,6,7,2,1,1,4,0,6,2,3,1,0,0,0,0,0,0,3.7,8.6,14.2,44,32,380,2
307,Andre Bodison,NMSt,0,4,3,2,2,0,7,0,8,0,9,2,4,3,0,0,0,0,0,0,4.0,8.9,8.6,44,31,390,0
308,Tre'Shaun Harrison,OreSt,0,0,4,4,4,1,3,0,4,2,8,5,2,2,0,0,5,0,0,0,3.4,9.1,12.7,44,29,401,3
309,Jamire Calvin,MissSt,0,4,3,5,5,5,0,4,3,2,1,5,3,0,0,0,0,0,4,0,3.4,5.0,6.3,44,29,220,3
310,Michael Young,Cin,0,2,5,7,0,4,5,2,2,3,4,4,0,0,0,0,0,0,6,0,3.7,8.0,11.3,44,28,353,2
311,Terrell Bynum,Wash,0,0,7,8,3,9,0,6,7,2,2,0,0,0,0,0,0,0,0,0,5.5,9.9,11.0,44,26,436,4
312,Sean Ryan,WVU,0,3,5,3,1,0,3,0,6,1,5,4,3,6,0,0,0,0,4,0,3.4,9.1,9.9,44,25,399,3
313,Isiah Paige,ODU,0,5,4,0,6,5,3,3,0,6,2,6,4,0,0,0,0,0,0,0,3.7,4.0,10.6,44,23,174,1
314,Duece Watts,Tulane,0,2,4,5,0,10,0,0,7,0,1,6,2,7,0,0,0,0,0,0,4.0,7.5,12.2,44,21,331,3
315,Isiah Cox,Ohio,0,0,0,0,3,2,1,3,7,0,8,7,8,4,0,0,0,0,0,0,4.8,8.4,13.9,43,30,362,4
316,Xzavier Henderson,Fla,0,0,4,2,3,3,3,1,0,7,1,11,5,0,0,0,0,3,0,0,3.3,6.4,10.6,43,26,277,2
317,Michael Brown-Stephens,Minn,0,3,1,0,3,4,0,5,3,4,7,6,4,1,0,0,0,0,2,0,3.3,9.1,17.1,43,23,392,1
318,Ja'Cyais Credle,GaSt,0,0,5,4,2,3,8,0,4,5,2,3,2,4,0,0,0,1,0,0,3.6,6.5,14.1,43,21,279,3
319,Damon Ward,NorTx,0,0,1,5,1,0,2,3,5,2,6,5,1,1,0,0,0,11,0,0,3.6,7.2,11.1,43,21,311,2
320,Barrett Banister,Missou,0,1,1,3,7,1,1,0,0,7,6,1,3,4,0,0,0,7,0,0,3.5,5.4,9.4,42,31,226,1
321,Ahmari Huggins-Bruce,Lou,0,4,7,2,1,2,5,0,0,1,0,6,5,4,0,0,0,0,5,0,3.2,10.6,12.1,42,29,444,4
322,DJ England-Chisolm,MiddTn,0,4,0,3,6,3,3,0,4,1,3,1,11,3,0,0,0,0,0,0,3.5,7.0,9.2,42,28,295,3
323,Dontae Fleming,UL-Laf,0,3,4,4,4,4,0,2,4,2,1,3,0,2,3,0,6,0,0,0,3.2,7.7,10.7,42,27,322,2
324,Ontaria Wilson,FlaSt,0,1,0,5,6,1,2,0,3,3,6,4,6,5,0,0,0,0,0,0,3.8,9.1,12.5,42,23,382,5
325,Luke Whittemore,Troy,0,5,5,10,6,2,2,2,0,5,4,0,0,1,0,0,0,0,0,0,4.2,8.5,10.1,42,22,357,1
326,Randall St. Felix,FIU,0,1,2,2,1,6,3,0,10,6,10,1,0,0,0,0,0,0,0,0,4.2,6.5,11.7,42,20,273,2
327,Kaleb Smith,VaTech,0,0,5,8,4,0,4,5,3,3,2,2,3,3,0,0,0,0,0,0,3.5,6.2,13.8,42,20,260,2
328,Jaden Williams,BC,0,4,3,5,3,2,0,3,4,3,1,5,5,4,0,0,0,0,0,0,3.5,5.0,14.1,42,19,212,3
329,Tray Pettway,UMass,0,0,2,10,3,4,3,0,4,5,2,5,4,0,0,0,0,0,0,0,3.5,5.2,13.0,42,17,217,0
330,Marvin Mims,Okla,0,7,1,2,3,4,5,3,1,5,0,3,3,2,0,0,0,0,2,0,3.2,17.2,10.4,41,32,705,5
331,Broc Thompson,Purdue,0,2,2,2,2,6,0,3,2,2,3,4,2,0,0,0,0,0,11,0,3.2,11.1,7.3,41,30,457,4
332,Adonicas Sanders,GaTech,0,3,1,7,0,4,2,0,7,5,4,3,5,0,0,0,0,0,0,0,3.7,8.8,12.1,41,29,362,3
333,Jordan Whittington,Tex,0,9,10,1,8,3,5,0,0,0,0,0,2,3,0,0,0,0,0,0,5.1,9.2,12.0,41,26,377,3
334,Jahcour Pearson,Miss,0,1,2,1,0,0,4,5,2,9,1,9,5,1,0,0,1,0,0,0,3.2,9.6,9.7,41,26,392,0
335,Jared Smart,Hawaii,4,5,4,6,2,0,0,3,5,6,2,1,1,2,0,0,0,0,0,0,3.2,10.1,9.0,41,26,414,2
336,Amare Jones,GaSo,0,0,4,1,0,0,4,7,0,6,3,2,3,11,0,0,0,0,0,0,4.1,8.6,15.0,41,25,351,0
337,Charles Ross,SJSU,3,9,0,8,1,2,2,6,7,2,1,0,0,0,0,0,0,0,0,0,4.1,7.4,10.3,41,25,305,2
338,BJ Busbee,SDSU,0,4,2,0,3,0,3,3,1,5,0,4,3,4,6,0,0,3,0,0,2.9,7.0,11.8,41,23,287,0
339,Jaetavian Toles,Tulane,0,4,5,2,9,2,4,0,1,3,4,1,3,3,0,0,0,0,0,0,3.4,8.2,11.4,41,22,338,3
340,Bub Means,LaTech,0,3,6,6,2,9,0,0,5,4,2,4,0,0,0,0,0,0,0,0,3.7,10.5,10.4,41,22,430,2
341,Anthony Queeley,Syr,0,4,4,4,0,5,6,5,5,1,0,4,2,1,0,0,0,0,0,0,3.4,5.4,14.7,41,15,222,2
342,Taye Barber,TCU,0,1,3,0,5,4,2,4,2,3,8,5,0,3,0,0,0,0,0,0,3.3,12.9,13.1,40,30,514,2
343,Ke'Shawn Williams,Wake,0,6,4,1,3,1,2,0,2,5,3,1,4,2,2,0,0,0,4,0,2.9,10.1,7.9,40,27,404,3
344,Shocky Jacques-Louis,Pitt,0,4,2,0,5,5,0,1,2,2,7,2,3,3,3,0,0,0,1,0,2.9,6.5,7.5,40,25,259,1
345,Brian Cobbs,MD,0,1,1,1,3,1,4,0,1,3,5,4,7,5,0,0,0,0,4,0,3.1,8.5,8.4,40,25,341,1
346,Amad Anderson,Temple,0,0,0,1,6,5,7,0,1,2,5,1,7,5,0,0,0,0,0,0,3.6,7.1,11.3,40,24,283,2
347,Kevens Clercius,UConn,2,0,1,6,3,9,2,3,5,0,0,1,3,5,0,0,0,0,0,0,3.3,6.5,10.3,40,20,260,3
348,Tanner Knue,EastMi,0,0,0,0,0,0,0,0,0,0,9,13,5,8,0,0,4,0,0,0,7.8,8.8,8.7,39,32,342,1
349,Ladd McConkey,UGa,0,2,1,1,4,3,7,1,0,3,4,2,2,2,2,0,0,0,3,2,2.6,11.5,9.6,39,31,447,5
350,Omarion Dollison,USF,0,3,3,4,4,2,0,1,4,3,4,2,5,4,0,0,0,0,0,0,3.3,5.6,11.6,39,27,218,0
351,Omar Manning,Neb,2,3,0,2,4,2,2,3,0,9,9,0,2,1,0,0,0,0,0,0,3.5,9.7,11.4,39,26,380,2
352,Errol Rogers,UL-Laf,0,6,0,0,1,2,0,3,0,4,2,3,5,4,6,0,3,0,0,0,3.3,5.5,10.0,39,26,215,0
353,Roman Wilson,Mich,0,0,1,2,1,8,0,0,2,1,4,7,3,3,2,0,0,0,5,0,3.0,10.8,9.9,39,25,420,3
354,Will Derrick,UL-Mon,0,3,0,0,0,2,4,4,5,1,9,5,3,3,0,0,0,0,0,0,3.3,9.1,11.4,39,25,353,1
355,Solomon Enis,Utah,0,5,3,12,2,0,0,0,1,0,4,7,0,2,2,0,0,0,1,0,3.3,6.4,9.8,39,22,248,1
356,Ayden Eberhardt,Wyo,0,5,6,4,6,0,6,4,6,2,0,0,0,0,0,0,0,0,0,0,4.9,7.6,13.6,39,21,298,0
357,JaVonta Payton,Tenn,0,3,1,6,3,2,1,5,6,0,3,1,0,2,0,0,0,0,6,0,3.0,10.6,10.4,39,18,413,6
358,Joshua Cobbs,Wyo,0,2,2,1,5,0,0,0,5,2,3,1,6,8,0,0,0,3,0,0,3.5,6.4,13.3,38,25,245,1
359,Porter Rooks,NCSU,0,1,3,4,1,4,0,1,6,2,6,6,2,2,0,0,0,0,0,0,3.2,7.8,8.6,38,23,298,0
360,RaJae' Johnson,UAB,0,5,2,2,2,3,3,2,4,0,3,2,5,5,0,0,0,0,0,0,3.2,10.4,13.4,38,23,394,1
361,Isaiah Alston,Army,0,0,0,1,1,4,0,2,6,0,8,1,6,2,0,3,0,4,0,0,3.2,11.8,35.2,38,22,449,3
362,John Humphreys,Stan,0,3,3,1,6,11,7,0,0,0,0,1,6,0,0,0,0,0,0,0,4.8,7.6,10.3,38,21,287,1
363,DJ Stubbs,Lib,0,6,4,0,0,1,4,5,4,2,3,0,1,4,0,0,4,0,0,0,3.5,9.0,10.1,38,21,342,2
364,Charlie Jones,Iowa,0,3,3,2,3,4,4,5,0,1,4,2,0,4,3,0,0,0,0,0,2.7,8.5,9.5,38,21,323,3
