,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
365,Jamari Gassett,Buff,0,1,3,0,2,3,4,4,4,4,0,2,7,4,0,0,0,0,0,0,3.2,7.1,10.4,38,20,270,1
366,Ja'Varrius Johnson,Auburn,0,3,0,1,7,2,0,1,0,0,3,5,7,6,0,0,0,0,3,0,3.2,7.2,8.6,38,19,274,2
367,Malik McClain,FlaSt,0,4,5,3,6,2,1,0,2,2,6,2,2,3,0,0,0,0,0,0,3.2,5.0,11.3,38,16,190,2
368,KeSean Carter,Hou,0,4,2,2,3,4,8,0,2,6,6,0,0,0,0,0,0,0,0,0,4.1,8.9,8.3,37,26,331,1
369,Zane Pope,Fres,2,3,5,0,2,8,0,2,5,2,3,3,0,1,0,0,1,0,0,0,2.8,12.7,7.4,37,25,471,4
370,Carlos Carriere,MD,0,0,2,0,0,0,6,0,1,9,5,7,5,2,0,0,0,0,0,0,3.4,8.5,7.8,37,24,316,5
371,Reggie Todd,Troy,0,5,3,3,7,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5.3,7.9,8.9,37,23,291,1
372,Lincoln Victor,WashSt,0,1,2,6,1,3,6,2,4,2,0,0,1,0,0,0,0,0,9,0,2.8,7.9,8.2,37,22,293,2
373,Warren Thompson,Ark,0,0,3,2,1,2,8,7,3,0,2,3,4,0,0,0,0,0,2,0,2.8,8.2,11.7,37,19,304,2
374,Noah Frith,Lib,0,0,0,4,2,1,0,9,2,5,1,0,4,6,0,0,3,0,0,0,3.1,5.1,9.9,37,16,189,2
375,Dontay Demus,MD,0,9,7,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,14.1,7.6,36,28,507,3
376,Dominic Lovett,Missou,0,1,5,5,3,6,4,4,0,0,3,0,2,1,0,0,0,2,0,0,2.8,4.8,8.1,36,26,173,0
377,Luke Wysong,NM,0,6,4,4,5,5,7,1,2,0,2,0,0,0,0,0,0,0,0,0,3.3,6.2,14.6,36,24,224,0
378,Justin Marshall,Lou,0,2,2,4,6,5,3,0,2,5,2,1,1,3,0,0,0,0,0,0,3.0,8.9,10.4,36,23,322,1
379,Brenden Rice,Colo,0,0,7,4,2,2,0,4,3,6,2,5,1,0,0,0,0,0,0,0,3.3,8.3,14.3,36,21,299,3
380,Jalin Hyatt,Tenn,0,9,0,0,4,0,4,1,3,0,1,7,2,0,0,0,0,0,5,0,2.8,6.3,9.6,36,21,226,2
381,Devaughn Cooper,Syr,0,0,0,5,1,2,4,2,7,1,0,4,4,6,0,0,0,0,0,0,3.0,5.5,12.9,36,21,199,0
382,Johnny Johnson,Oregon,0,4,4,4,5,3,0,3,5,3,1,3,0,0,0,0,0,0,0,0,3.5,8.9,8.6,35,25,311,1
383,Tyson Morris,Ark,0,4,1,2,1,1,3,7,1,0,4,4,1,1,0,0,0,0,5,0,2.7,9.6,11.1,35,24,337,2
384,Jonathan Mingo,Miss,0,4,11,9,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3,0,5.8,9.9,8.3,35,22,346,3
385,Terrance Dixon,GaSt,0,3,3,1,7,6,1,0,5,2,1,5,0,0,0,0,0,1,0,0,2.7,6.5,11.5,35,21,229,2
386,Tyler Harrell,Lou,0,4,5,1,3,2,3,0,1,0,2,5,3,0,0,0,0,0,6,0,2.7,14.9,10.1,35,18,523,6
387,Cavon Croom,BGSU,0,7,0,2,2,1,2,7,6,0,0,0,1,7,0,0,0,0,0,0,2.9,5.7,8.9,35,18,200,0
388,Bryce Mitchell,Toledo,0,1,5,9,4,3,3,6,4,0,0,0,0,0,0,0,0,0,0,0,4.4,5.7,9.0,35,15,201,2
389,Demond Demas,TexA&M,0,0,0,7,5,3,2,3,3,0,4,8,0,0,0,0,0,0,0,0,3.5,6.7,9.6,35,15,235,1
390,Jermaine Burton,UGa,0,3,4,3,4,1,0,0,0,0,4,1,3,2,4,0,0,0,2,3,2.4,14.6,8.4,34,26,497,5
391,Rick Wells,Fla,0,6,2,3,5,1,2,4,0,0,2,0,0,4,0,0,0,5,0,0,3.1,7.6,8.4,34,24,259,3
392,Jaelen Gill,BC,0,0,0,0,4,2,0,5,7,7,2,3,4,0,0,0,0,0,0,0,3.8,7.9,11.4,34,24,269,1
393,Xavier Restrepo,Mia-Fl,0,5,2,1,3,2,0,3,4,7,3,2,0,2,0,0,0,0,0,0,2.8,11.0,7.6,34,24,373,2
394,Luke Grimm,Kansas,0,0,6,3,1,2,0,5,3,3,0,0,6,5,0,0,0,0,0,0,3.4,10.3,10.9,34,22,349,3
395,Samson Nacua,BYU,0,0,3,1,0,1,3,1,2,6,4,0,4,5,0,0,4,0,0,0,2.6,9.7,8.9,34,21,329,3
396,Isaiah Graham,LaTech,0,5,0,0,0,3,0,2,6,5,1,3,4,5,0,0,0,0,0,0,3.4,8.3,8.6,34,20,283,2
397,Aron Cruickshank,Rut,0,8,4,3,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,7.2,8.7,34,20,244,2
398,John Mitchell,FlaAtl,0,4,6,4,3,4,1,0,0,1,1,1,5,4,0,0,0,0,0,0,2.8,7.6,9.2,34,19,257,4
399,Trent Whittemore,Fla,0,4,2,5,1,6,4,2,0,0,0,0,3,2,0,0,0,5,0,0,3.1,6.2,8.4,34,19,210,1
400,Talik Keaton,Marsh,0,6,5,7,4,0,0,0,0,0,0,0,6,5,0,0,1,0,0,0,4.9,7.9,7.0,34,19,268,2
401,Daniel Arias,Colo,0,2,6,3,0,2,0,2,4,2,2,5,3,3,0,0,0,0,0,0,2.8,7.0,13.5,34,19,237,1
402,Bryce Kirtz,NW,0,9,2,8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,6.0,9.5,34,19,203,0
403,Dorian Singer,Ari,0,0,0,0,0,0,0,0,0,5,9,8,9,3,0,0,0,0,0,0,6.8,8.9,7.8,34,18,301,0
404,Daylen Baldwin,Mich,0,1,0,3,1,3,14,0,2,0,1,0,6,0,1,0,0,0,2,0,2.4,7.5,8.6,34,17,256,2
405,Donny Navarro,Ill,2,5,5,5,3,0,4,0,2,3,0,0,5,0,0,0,0,0,0,0,2.8,4.9,10.8,34,17,167,0
406,Eli Pancol,Duke,0,2,4,4,2,1,0,5,0,3,5,1,5,2,0,0,0,0,0,0,2.8,6.9,8.4,34,17,233,1
407,Jalen Brooks,SCar,0,3,4,6,8,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4.9,5.6,9.7,34,15,190,1
408,Reynaldo Flores,UTEP,0,1,1,0,0,4,6,7,0,3,3,4,1,2,0,0,2,0,0,0,2.6,6.0,9.6,34,13,204,0
409,Eric Collins,UMass,0,1,4,2,4,2,3,0,7,2,4,2,1,2,0,0,0,0,0,0,2.8,5.5,10.5,34,13,186,1
410,Lideatrick Griffin,MissSt,0,3,3,1,3,3,0,3,4,2,0,0,0,7,0,0,0,0,4,0,3.3,8.2,4.7,33,26,269,0
411,Arland Bruce,Iowa,0,1,0,2,1,6,3,1,0,1,3,3,2,1,3,0,0,0,6,0,2.4,6.3,8.3,33,25,209,1
412,Darryl Jones,MD,0,3,1,6,4,0,3,0,3,0,1,4,2,1,0,0,0,0,5,0,2.5,9.7,7.0,33,23,319,2
413,Demarcus Jones,SouMis,0,4,2,3,1,2,4,3,0,4,9,0,0,1,0,0,0,0,0,0,2.8,5.6,12.0,33,22,185,2
414,Chimere Dike,Wisc,0,5,3,0,1,3,5,1,1,3,3,3,0,4,0,0,0,0,1,0,2.5,8.2,11.3,33,19,272,1
415,Troy Franklin,Oregon,0,0,2,3,1,0,0,0,4,2,0,1,4,4,5,0,0,0,7,0,2.4,6.3,8.1,33,18,209,2
416,Tayvian Cunningham,Ari,0,5,8,8,2,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,3.3,9.1,7.6,33,18,299,2
417,Phat Watts,Tulane,0,3,3,2,3,4,2,0,1,0,5,2,5,3,0,0,0,0,0,0,2.8,6.8,9.2,33,18,224,2
418,Kam Brown,UCLA,1,0,0,7,2,4,1,4,6,3,0,2,3,0,0,0,0,0,0,0,2.8,7.5,10.1,33,17,247,2
419,Bryan Thompson,AriSt,0,2,1,0,0,2,2,4,0,5,7,1,5,3,0,0,1,0,0,0,3.0,3.9,10.6,33,13,130,0
420,Bryson Jackson,NorTx,0,2,6,5,5,0,0,2,4,4,1,1,1,2,0,0,0,0,0,0,2.5,5.3,8.5,33,12,176,0
421,Jayden Harrison,Marsh,0,2,4,0,0,2,3,3,0,4,1,3,6,3,0,0,1,0,0,0,2.5,7.9,6.6,32,23,254,2
422,Brandon Lewis,AF,0,0,0,0,2,1,5,2,5,0,7,2,3,0,0,0,0,0,5,0,2.5,19.3,29.1,32,21,619,3
423,Trevis Graham,TxSt,0,0,0,0,4,0,3,4,5,1,3,3,4,5,0,0,0,0,0,0,2.9,9.1,8.6,32,20,290,3
424,Marcus Washington,Tex,0,0,0,1,2,2,2,2,0,9,2,7,3,2,0,0,0,0,0,0,2.7,8.7,9.4,32,18,277,2
425,Chase Cota,UCLA,3,1,0,1,2,5,2,3,3,5,0,5,2,0,0,0,0,0,0,0,2.7,8.9,9.8,32,18,286,1
426,Samuel Emilus,LaTech,0,2,5,3,5,8,0,0,2,5,2,0,0,0,0,0,0,0,0,0,4.0,8.0,8.1,32,17,257,3
427,Damien Alford,Syr,0,0,0,2,3,2,1,6,5,3,0,3,5,2,0,0,0,0,0,0,2.7,7.8,11.5,32,13,249,2
428,Deshon Stoudemire,Troy,0,2,0,0,3,1,2,2,0,4,3,6,2,6,0,0,0,0,0,0,2.6,10.4,7.5,31,23,323,2
429,Jeremiah Hunter,Cal,0,5,3,7,7,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,3.4,12.5,8.2,31,21,388,1
430,Blaine Green,OkSt,0,0,0,0,3,1,0,1,1,3,1,3,5,6,7,0,0,0,0,0,3.1,10.1,7.1,31,21,314,1
431,Zeriah Beason,OreSt,0,2,3,3,2,2,2,0,2,2,2,1,4,5,0,0,1,0,0,0,2.4,7.6,8.9,31,20,236,1
432,Zavier Betts,Neb,0,3,2,3,7,3,0,3,0,2,4,0,3,1,0,0,0,0,0,0,2.6,9.2,9.1,31,20,286,0
433,Matt Landers,Toledo,0,0,0,2,1,1,1,0,1,0,6,3,1,6,0,0,9,0,0,0,2.6,16.6,8.0,31,20,514,5
434,Dylan Wright,Minn,0,8,7,2,1,0,0,3,2,1,3,0,1,1,0,0,0,0,2,0,2.6,11.8,12.3,31,18,365,2
435,Levi Falck,Neb,0,1,0,2,3,3,5,6,0,2,3,0,3,3,0,0,0,0,0,0,2.6,7.2,9.1,31,18,223,1
436,Michael Jefferson,UL-Laf,0,1,5,0,2,2,0,3,1,1,4,3,1,1,3,0,4,0,0,0,2.2,15.5,7.9,31,18,481,4
437,Jalen Preston,TexA&M,0,0,0,0,6,2,3,4,3,0,2,2,4,5,0,0,0,0,0,0,2.6,8.2,8.5,31,17,255,2
438,Dacari Collins,Clem,0,0,4,0,0,0,0,1,1,0,1,12,3,3,0,0,0,0,6,0,3.4,7.1,7.9,31,16,221,0
439,Javon Swinton,Ind,0,0,6,2,4,6,0,12,6,2,0,10,10,4,0,0,0,0,0,0,3.1,3.7,8.3,31,15,115,1
440,Von Swinton,Ind,0,0,6,2,4,6,0,12,6,2,0,10,10,4,0,0,0,0,0,0,3.1,3.7,8.3,31,15,115,1
441,Jalen Virgil,App,0,3,6,5,0,0,0,1,0,2,3,2,1,2,2,0,4,0,0,0,2.6,7.3,7.6,31,15,226,1
442,Sharod Johnson,Syr,0,3,3,1,2,1,4,5,3,5,0,0,4,0,0,0,0,0,0,0,2.6,5.9,11.1,31,14,184,0
443,Jaylon Redd,Oregon,0,2,7,0,3,4,0,5,4,3,2,1,0,0,0,0,0,0,0,0,3.1,6.4,7.6,31,13,197,2
444,John Stephens,UL-Laf,0,0,4,5,3,1,0,4,1,4,1,0,2,2,0,0,4,0,0,0,2.2,5.4,7.9,31,13,167,4
445,Chris Tyree,ND,0,4,2,4,1,4,1,0,0,0,3,1,2,1,0,0,0,0,7,0,2.5,8.6,6.8,30,24,258,2
446,Chance Luper,Missou,0,4,5,2,5,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3.8,6.8,6.7,30,21,203,1
447,Michael Wilson,Stan,0,0,0,0,0,0,0,0,0,0,3,7,12,8,0,0,0,0,0,0,7.5,6.2,8.2,30,19,185,0
448,Dahu Green,ArkSt,0,0,0,2,6,4,4,0,2,0,0,5,1,6,0,0,0,0,0,0,3.0,9.9,5.9,30,19,296,3
449,Brycen Tremayne,Stan,0,7,7,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,8.0,8.2,30,19,240,5
450,Jsi Hatfield,ECU,0,5,5,5,1,2,4,0,3,0,0,0,1,4,0,0,0,0,0,0,3.0,9.8,7.2,30,15,294,3
451,Demontrez Brown,Troy,0,2,0,1,0,0,1,1,0,0,4,9,3,9,0,0,0,0,0,0,2.5,5.2,7.2,30,10,155,0
452,Kyle Ford,USC,0,0,4,1,0,0,0,0,1,3,6,0,4,2,8,0,0,0,0,0,3.6,8.7,5.9,29,19,252,2
453,Ty Jones,Fres,1,2,2,8,3,2,0,1,0,5,1,1,0,2,0,0,1,0,0,0,2.2,7.3,5.8,29,19,211,1
454,Isaiah Washington,Rut,0,1,3,0,3,5,5,0,0,0,4,0,0,5,0,0,0,0,3,0,2.4,6.2,7.4,29,19,179,0
455,Keyshawn Helton,FlaSt,0,4,3,2,0,3,4,0,3,4,5,0,0,1,0,0,0,0,0,0,2.9,9.6,8.7,29,18,278,2
456,Jontavis Robertson,Duke,0,1,2,2,0,0,5,3,0,2,2,3,5,4,0,0,0,0,0,0,2.4,4.0,7.2,29,17,115,0
457,Tyjon Lindsey,OreSt,0,6,0,2,6,1,0,0,2,2,7,0,1,2,0,0,0,0,0,0,2.6,8.0,8.4,29,16,232,3
458,De'Vion Warren,Ark,0,5,1,5,1,0,3,1,3,0,1,1,2,3,0,0,0,0,3,0,2.2,8.7,9.2,29,16,252,0
459,Jakarius Caston,SouMis,0,4,7,1,0,2,6,1,0,1,2,1,3,1,0,0,0,0,0,0,2.4,8.2,10.5,29,16,239,1
460,Jaden Bray,OkSt,0,3,5,0,0,0,0,0,1,2,1,1,6,2,4,0,0,0,4,0,2.6,8.6,6.6,29,13,250,2
461,Robert Downs,NMSt,5,5,6,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.8,5.6,29,13,139,1
462,Messiah Travis,NIU,0,3,1,1,1,1,6,1,3,0,4,2,4,0,1,0,1,0,0,0,2.1,5.7,8.2,29,13,165,0
463,Cornelius McCoy,GaSt,0,6,8,1,0,4,0,0,0,0,0,2,3,2,0,0,0,3,0,0,3.6,3.8,9.5,29,12,110,0
464,Bryson Green,OkSt,0,8,3,3,0,0,0,1,0,5,3,2,1,0,0,0,0,0,3,0,2.4,4.8,6.6,29,12,139,2
465,Demarcus Gregory,USF,0,0,2,0,4,2,0,5,2,3,2,2,5,2,0,0,0,0,0,0,2.4,5.8,8.6,29,11,169,1
466,Jaylon Robinson,UCF,0,8,5,4,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,4.7,11.5,7.5,28,18,322,2
467,Derwin Burgess,GaSo,0,1,2,0,1,1,3,2,0,5,3,9,1,0,0,0,0,0,0,0,2.5,11.1,10.2,28,17,311,1
468,Rashod Owens,OkSt,0,1,0,3,5,5,0,9,4,0,0,0,0,0,0,0,0,0,1,0,2.2,9.2,6.4,28,17,257,1
469,Remi Simmons,CentMi,0,0,2,2,4,2,4,4,1,0,1,1,5,2,0,0,0,0,0,0,2.2,5.8,6.5,28,16,163,0
470,Josh Sterns,WestKy,0,1,0,0,4,3,5,4,0,0,6,2,0,0,2,0,1,0,0,0,2.0,4.2,4.1,28,16,118,0
471,Champ Flemings,OreSt,0,5,1,1,0,0,3,0,0,3,2,5,4,2,0,0,2,0,0,0,2.2,9.6,8.1,28,15,270,1
472,Ja'Corey Brooks,Ala,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3,0,0,0,7,9,1.9,6.9,4.9,28,15,192,2
473,Onuma Dieke,UMass,0,0,4,4,6,6,8,0,4,2,6,10,4,2,0,0,0,0,0,0,2.3,4.6,8.7,28,14,130,0
474,Onuma Dieke,UMass,0,0,4,4,6,6,8,0,4,2,6,10,4,2,0,0,0,0,0,0,2.3,4.6,8.7,28,14,130,0
475,Justice Powers,NMSt,0,4,0,1,0,8,4,0,1,0,1,2,4,3,0,0,0,0,0,0,2.8,7.7,5.4,28,11,215,0
476,Emery Simmons,UNC,0,9,4,1,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,8.7,7.5,28,11,243,1
477,JP Richardson,OkSt,0,0,2,0,0,0,0,0,0,4,0,2,8,0,6,0,0,0,5,0,2.7,6.2,6.2,27,23,168,2
478,Traeshon Holden,Ala,0,2,3,0,2,1,1,3,2,0,0,2,0,1,3,0,0,0,0,7,1.8,8.9,4.8,27,21,239,1
479,Boobie Curry,Ari,0,1,0,3,5,0,6,1,0,0,1,2,3,5,0,0,0,0,0,0,2.3,8.6,6.2,27,21,233,3
480,Marcus Fleming,MD,0,0,0,1,1,0,4,0,6,6,7,2,0,0,0,0,0,0,0,0,3.9,7.3,5.7,27,18,197,1
481,Rara Thomas,MissSt,0,4,2,0,1,0,0,0,6,1,4,5,0,0,0,0,0,0,4,0,2.7,9.3,3.9,27,18,252,5
482,Jha'Quan Jackson,Tulane,0,3,5,0,4,0,1,0,3,3,1,1,3,3,0,0,0,0,0,0,2.3,10.9,7.5,27,17,294,1
483,Kazmeir Allen,UCLA,2,2,0,0,1,0,2,6,5,1,0,1,3,4,0,0,0,0,0,0,2.3,9.4,8.2,27,17,255,4
484,Danzel McKinley-Lewis,Toledo,0,3,1,5,2,1,1,1,2,0,3,4,1,0,0,0,3,0,0,0,2.1,8.5,7.0,27,16,230,2
485,Chase Lane,TexA&M,0,6,9,6,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,3.9,4.9,7.4,27,12,132,0
486,Chandler Speights,TxSt,0,7,6,2,0,0,2,1,1,0,1,3,0,4,0,0,0,0,0,0,2.3,2.7,7.3,27,10,72,0
487,Amari Johnson,UCF,0,2,3,2,0,3,6,4,1,1,0,1,3,0,0,0,0,0,0,0,2.0,5.3,7.0,26,23,138,1
488,Stone Smartt,ODU,0,3,4,4,1,3,4,0,0,0,0,0,0,3,0,0,4,0,0,0,3.3,6.4,6.3,26,17,167,0
489,Brandon Sanders,Rut,0,2,0,4,1,8,3,1,0,2,0,2,3,0,0,0,0,0,0,0,2.6,7.0,6.6,26,16,183,1
490,Kearis Jackson,UGa,0,0,0,2,5,1,3,1,0,3,0,3,1,1,4,0,0,0,1,1,1.7,7.5,6.4,26,16,194,1
491,Gabriel Rogers,Mem,0,3,4,3,2,0,0,0,4,0,1,2,2,5,0,0,0,0,0,0,2.9,6.9,6.1,26,15,179,1
492,Quincy Brown,TCU,0,1,2,0,2,3,2,0,3,1,6,1,3,2,0,0,0,0,0,0,2.2,4.7,8.5,26,12,121,1
493,Dimitri Stanley,Colo,0,1,5,2,4,2,0,3,0,0,0,1,2,5,0,0,0,0,0,0,2.8,5.2,10.0,25,15,130,1
494,Davis Koetter,Boise,0,1,2,6,5,0,1,0,0,1,1,2,4,2,0,0,0,0,0,0,2.3,6.4,6.4,25,14,160,1
495,Jaylen Erwin,Hou,0,1,1,0,2,4,5,0,1,2,0,2,1,4,0,0,2,0,0,0,1.8,7.5,5.6,25,14,188,1
496,Nate McCollum,GaTech,0,1,1,1,2,7,0,0,6,2,2,1,0,2,0,0,0,0,0,0,2.1,4.3,7.4,25,13,108,1
497,Mycah Pittman,Oregon,0,6,1,2,1,3,0,1,7,3,1,0,0,0,0,0,0,0,0,0,2.5,7.9,6.2,25,12,197,0
498,Billy Bowens,Boise,0,4,0,4,2,3,0,1,0,0,0,6,3,2,0,0,0,0,0,0,2.3,5.6,6.4,25,12,140,0
499,Dalton Rigdon,TxTch,0,1,0,1,4,3,4,2,3,2,0,1,3,0,0,0,0,0,1,0,2.1,6.2,6.6,25,12,155,0
500,Dannis Jackson,Miss,0,0,2,0,0,1,1,4,0,5,9,1,2,0,0,0,0,0,0,0,2.5,9.8,5.9,25,12,244,2
501,Deion Smith,LSU,0,0,4,6,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,7.4,5.7,25,11,186,2
502,Andre Williams,Akron,0,0,0,0,2,1,2,5,3,0,4,5,3,0,0,0,0,0,0,0,2.8,6.4,7.1,25,10,161,1
503,Scoobie Ford,MissSt,0,0,0,0,4,5,0,3,5,1,3,3,0,0,0,0,0,0,0,0,3.0,10.3,3.5,24,19,247,0
504,Jeshaun Jones,MD,0,2,3,6,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9.3,5.1,24,18,224,0
505,Zach Westmoreland,EastMi,0,0,4,2,4,3,1,4,3,0,1,1,0,0,0,0,1,0,0,0,2.0,12.2,5.4,24,17,293,1
506,Roderick Daniels,SMU,0,0,0,1,2,2,1,0,3,0,2,7,2,4,0,0,0,0,0,0,2.0,8.7,5.3,24,17,209,1
507,Tarique Milton,IaSt,0,4,2,3,2,2,0,2,2,2,3,1,1,0,0,0,0,0,0,0,2.0,11.6,5.5,24,15,278,3
508,Steven McBride,Kansas,0,3,1,0,0,4,0,2,3,1,2,2,2,4,0,0,0,0,0,0,2.0,3.7,7.7,24,15,88,0
509,Tony Grimes,Akron,0,1,3,2,4,2,1,2,0,0,1,3,2,3,0,0,0,0,0,0,2.0,5.5,6.8,24,14,133,1
510,TJ Chase,FlaAtl,0,4,1,2,2,4,3,0,2,1,0,0,0,5,0,0,0,0,0,0,2.0,8.3,6.5,24,14,200,2
511,Amir Abdur-Rahman,Vandy,0,0,1,2,1,0,2,0,2,0,0,9,2,5,0,0,0,0,0,0,2.0,4.9,6.0,24,13,118,1
512,Jerjuan Newton,Toledo,0,1,2,1,1,2,4,4,2,0,6,0,0,0,0,0,1,0,0,0,2.4,6.0,6.2,24,13,144,1
513,Andrew Erickson,NM,0,3,6,2,0,2,5,2,0,0,1,1,0,2,0,0,0,0,0,0,2.4,5.8,9.8,24,13,138,1
514,Johnny Wilson,AriSt,0,3,8,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.8,6.4,7.7,24,12,154,1
515,Javon Harvey,ODU,0,2,0,2,7,6,1,2,0,0,2,1,1,0,0,0,0,0,0,0,1.8,4.8,5.8,24,11,114,0
516,Brad Dennis,SouMis,0,5,0,3,2,6,2,1,0,4,0,1,0,0,0,0,0,0,0,0,2.0,3.3,8.7,24,10,79,0
517,Kalani Norris,GaTech,0,0,2,1,3,2,5,0,4,1,0,4,0,2,0,0,0,0,0,0,2.4,5.6,7.1,24,8,134,2
518,Landry Weber,KanSt,0,0,2,0,2,5,0,1,5,1,1,1,2,1,0,0,0,0,0,2,1.8,9.9,7.4,23,16,228,1
519,Melquise Stovall,Pitt,0,1,1,4,1,0,0,4,5,4,0,1,0,0,0,0,0,0,2,0,2.3,8.8,4.3,23,16,203,1
520,Taj Harris,Syr,0,8,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,7.4,8.2,23,16,171,0
521,Adam Jones,ArkSt,0,0,3,0,2,5,4,0,0,0,1,2,5,1,0,0,0,0,0,0,2.1,8.4,4.5,23,14,194,1
522,Jevin Frett,UL-Mon,0,0,0,1,1,0,0,2,2,2,4,4,4,3,0,0,0,0,0,0,2.1,9.5,6.7,23,12,218,1
523,Christian Wells,App,0,2,0,2,1,3,0,0,2,1,0,0,1,1,3,0,7,0,0,0,1.6,10.6,5.6,23,12,243,2
524,Kaden Prather,WVU,0,0,3,0,0,0,0,0,0,3,0,7,9,1,0,0,0,0,0,0,1.9,7.6,5.2,23,12,175,0
525,Jordan Bly,ODU,0,7,2,4,1,0,0,0,0,3,0,2,0,1,0,0,3,0,0,0,2.1,5.1,5.5,23,11,117,0
526,Zyell Griffin,UNLV,0,3,5,0,1,3,0,0,0,0,1,2,5,3,0,0,0,0,0,0,2.1,9.7,7.3,23,11,223,2
527,Mychal Cooper,Navy,0,5,3,0,3,1,0,1,2,1,0,0,2,3,0,2,0,0,0,0,1.9,9.5,25.8,23,11,219,2
528,Theo Howard,Utah,0,3,3,6,1,0,1,4,2,0,0,0,0,1,2,0,0,0,0,0,1.8,6.1,5.8,23,10,140,1
529,Justin Olson,UNC,0,1,2,0,0,0,1,2,0,2,2,4,3,3,0,0,0,0,3,0,1.8,6.2,6.2,23,9,143,1
530,Darien Chase,PorSt,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,26.3,22.7,22,54,579,4
531,Drake Stoops,Okla,0,0,1,2,5,2,1,0,3,3,0,3,0,0,0,0,0,0,2,0,2.2,8.7,5.6,22,16,191,2
532,Demeer Blankumsee,Toledo,0,1,1,4,0,5,0,0,2,0,3,1,1,0,0,0,4,0,0,0,1.8,7.5,5.7,22,16,165,1
533,Blair Conwright,TCU,0,3,3,0,1,0,2,1,2,1,4,1,1,3,0,0,0,0,0,0,1.8,11.7,7.2,22,14,257,2
534,Jalen Williams,UL-Laf,0,6,0,4,1,0,0,2,0,2,2,1,1,1,2,0,0,0,0,0,1.8,8.7,5.6,22,13,191,1
535,Elijah Cooks,Nevada,0,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,7.1,3.9,22,13,157,4
536,Bryce Miller,USF,0,4,3,2,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,3.1,5.0,6.5,22,12,110,0
537,Melvin Hill,UMass,0,0,1,5,2,1,0,0,2,3,2,5,0,1,0,0,0,0,0,0,1.8,7.8,6.8,22,12,171,1
538,Drue Jackson,TxSt,0,3,1,5,4,0,0,1,1,0,3,1,2,1,0,0,0,0,0,0,1.8,5.9,5.9,22,11,129,0
539,Micah Davis,AF,0,2,2,6,2,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,2.8,10.0,20.0,22,10,221,2
540,Dylan Summers,EastMi,0,7,4,0,2,1,1,0,2,0,0,2,0,0,0,0,3,0,0,0,1.8,4.4,4.9,22,10,97,0
541,Xavier White,TxTch,0,1,2,1,1,3,3,0,1,0,0,3,0,5,0,0,0,0,1,0,1.6,6.3,5.5,21,18,133,1
542,Josh Johnson,Lou,0,6,2,2,5,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1.8,6.0,6.1,21,16,125,1
543,Joey Hobert,WashSt,0,1,3,1,2,1,3,2,4,0,0,1,0,0,0,0,0,0,3,0,1.6,9.1,4.7,21,15,192,1
544,Bryce Farrell,Stan,0,1,0,1,2,1,0,3,0,2,5,1,2,3,0,0,0,0,0,0,1.9,6.2,5.7,21,14,131,1
545,Dylan Goffney,SMU,0,2,0,0,0,0,0,0,1,0,1,13,2,2,0,0,0,0,0,0,3.0,6.2,4.6,21,14,131,0
546,Austin Upshaw,SMU,0,3,1,3,2,1,4,0,0,0,0,1,1,5,0,0,0,0,0,0,1.8,4.9,4.6,21,14,103,0
547,Michael Jackson,USC,0,0,0,0,0,0,0,0,0,0,3,0,5,3,10,0,0,0,0,0,2.6,5.5,4.3,21,12,116,0
548,Julian Fleming,OhioSt,0,0,2,1,0,0,0,0,0,0,6,1,5,0,0,0,0,0,6,0,2.1,4.1,4.3,21,12,86,1
549,Montorie Foster,MSU,0,0,1,0,0,1,0,0,0,3,4,1,3,7,0,0,1,0,0,0,1.6,7.8,5.3,21,12,164,1
550,Braden Smith,Lou,0,5,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3.2,6.1,21,11,68,1
