,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
368,Marcus Bennett,AF,0,3,3,0,6,6,0,0,2,2,4,1,4,7,0,0,0,0,0,0,3.8,12.2,24.4,38,24,465,3
369,George Rushing,Buff,0,3,9,2,4,3,0,5,7,0,2,0,0,2,0,0,0,1,0,0,3.8,4.9,9.6,38,22,187,4
370,Devante Peete,Lou,0,2,4,4,1,6,3,5,0,4,5,1,0,3,0,0,0,0,0,0,3.5,6.6,10.4,38,21,250,0
371,Mike Woods,Ark,0,0,0,11,4,5,3,3,0,5,0,4,3,0,0,0,0,0,0,0,4.8,5.4,11.3,38,18,206,1
372,Ky'Jon Tyler,CoastC,0,4,4,2,2,4,0,3,2,4,5,0,2,5,0,0,0,0,0,0,3.4,10.7,15.2,37,26,397,2
373,Ryeshene Bronson,USF,0,2,0,0,0,0,4,0,3,6,6,5,7,4,0,0,0,0,0,0,4.6,7.6,9.2,37,25,281,1
374,Joe Reed,UVa,0,3,1,4,2,2,0,4,3,3,3,3,3,5,0,0,0,0,1,0,2.8,12.6,11.0,37,25,465,7
375,Seth Dawkins,Lou,0,6,2,1,1,0,3,4,0,7,3,3,4,3,0,0,0,0,0,0,3.4,8.9,10.1,37,25,329,1
376,Kadarius Toney,Fla,0,0,4,2,1,1,3,4,0,4,3,3,7,3,0,0,0,0,2,0,3.1,7.0,10.9,37,25,260,1
377,Jaylond Adams,SouMis,0,7,13,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,7.1,9.7,37,25,262,2
378,Anthony Muse,NMSt,2,3,3,7,3,0,5,3,2,1,2,0,6,0,0,0,0,0,0,0,3.4,5.7,7.3,37,23,210,1
379,Riley Lees,NW,0,3,3,2,0,0,2,4,2,2,3,2,5,3,3,0,0,0,3,0,2.6,5.8,7.5,37,22,214,3
380,Anthony Schwartz,Auburn,0,0,3,2,5,1,1,3,4,0,4,3,3,5,0,0,0,0,3,0,3.1,9.6,10.6,37,22,357,2
381,Frank Darby,AriSt,0,2,8,7,0,0,3,0,5,5,0,3,4,0,0,0,0,0,0,0,4.6,11.4,10.3,37,21,421,2
382,Brennon Dingle,UMass,7,7,4,6,1,0,5,0,0,0,3,3,1,0,0,0,0,0,0,0,3.7,7.3,9.3,37,19,269,2
383,Deddrick Thomas,MissSt,0,5,0,2,0,4,2,0,4,2,5,4,2,2,0,0,0,0,0,5,3.1,6.9,12.7,37,19,256,2
384,Jeremiah Haydel,TxSt,0,2,4,1,2,0,4,3,7,5,3,1,3,2,0,0,0,0,0,0,3.1,8.8,11.9,37,16,326,4
385,Shameen Jones,Rut,0,1,2,0,5,5,7,0,6,0,5,3,3,0,0,0,0,0,0,0,4.1,4.2,12.5,37,15,155,1
386,Joshua Hammond,Fla,0,1,3,0,0,5,3,2,0,2,5,6,4,3,0,0,0,0,2,0,3.3,10.3,10.7,36,28,369,4
387,Ja'Marr Chase,LSU,0,2,4,0,4,1,0,4,3,0,0,3,2,6,0,0,0,0,0,7,3.6,8.7,10.2,36,23,313,3
388,Rico Arnold,CHAR,0,0,0,2,4,9,0,3,0,0,8,7,3,0,0,0,0,0,0,0,5.1,8.4,12.5,36,22,302,1
389,Nate Stewart,Akron,0,0,4,4,6,0,5,3,3,5,6,0,0,0,0,0,0,0,0,0,4.5,7.8,10.2,36,22,280,1
390,Binjimen Victor,OhioSt,0,0,4,0,3,2,4,0,12,0,2,0,2,0,4,0,0,0,0,3,4.0,9.8,6.7,36,21,354,4
391,Charlie Jones,Buff,0,2,4,3,4,5,1,0,6,0,3,3,3,1,1,0,0,0,0,0,3.0,11.0,9.1,36,18,395,3
392,Tony Gaiter,FIU,0,4,2,3,4,3,0,4,0,3,0,5,0,2,0,0,0,5,0,0,3.5,6.5,9.7,35,24,227,2
393,Velus Jones,USC,0,2,0,5,2,3,0,5,3,2,1,7,2,3,0,0,0,0,0,0,3.2,7.6,9.2,35,24,266,1
394,Stanley Clerveaux,USF,0,5,0,3,0,0,0,0,2,7,10,0,0,3,0,0,0,5,0,0,5.0,5.6,8.7,35,22,196,0
395,Tahj Deans,ECU,0,5,6,0,0,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,7.0,5.3,6.6,35,18,187,1
396,Eddie Lewis,Rut,0,3,2,5,4,4,4,3,6,0,3,0,0,0,0,0,0,0,0,0,3.8,5.1,11.5,34,24,173,0
397,Dominique Heath,App,0,5,1,0,4,0,0,2,5,0,7,5,1,1,1,0,2,0,0,0,3.1,8.9,11.6,34,23,304,5
398,Derrick Dillon,LSU,0,0,0,5,0,0,4,5,4,0,4,2,5,2,0,0,0,0,0,3,3.8,9.0,9.6,34,22,307,2
399,Jarrison Stewart,TCU,0,2,0,5,5,6,0,0,2,5,6,0,0,0,0,0,0,0,3,0,4.3,5.5,8.9,34,22,186,0
400,Jay Griffin,NM,0,2,5,4,0,4,3,1,3,4,3,2,2,1,0,0,0,0,0,0,2.8,4.9,13.0,34,21,168,0
401,Ramaud Chiaokhiao-Bowman,NW,0,2,3,5,0,7,1,3,4,0,0,2,3,1,1,0,0,0,2,0,2.8,7.0,6.9,34,20,237,0
402,Cam Chambers,MSU,0,0,0,0,0,0,5,5,2,8,1,9,0,4,0,0,0,0,0,0,4.9,7.8,7.4,34,19,264,0
403,Dominic Stampley,Ill,0,0,2,1,1,0,0,2,2,5,11,3,2,5,0,0,0,0,0,0,3.1,9.1,11.3,34,19,311,2
404,Jonathan Adams,ArkSt,0,3,0,3,3,10,0,2,5,2,0,2,0,3,0,0,0,0,1,0,3.4,7.9,7.6,34,17,267,3
405,Mark Quattlebaum,CHAR,0,1,4,3,2,4,0,3,6,1,2,3,0,5,0,0,0,0,0,0,3.1,5.8,11.8,34,17,198,3
406,Dylan Drummond,EastMi,0,2,0,2,3,5,6,0,0,4,4,0,0,3,0,0,4,0,0,0,3.7,7.4,9.3,33,25,245,1
407,Akilian Butler,Boise,0,1,2,7,0,3,3,4,1,2,3,2,0,4,1,0,0,0,0,0,2.8,6.2,7.3,33,25,204,2
408,Dylan Collie,BYU,0,1,3,3,0,1,5,1,0,0,7,2,1,3,0,0,0,6,0,0,3.0,8.4,9.5,33,24,277,3
409,Trey Harrell,KentSt,0,4,0,5,6,7,6,4,0,0,0,0,1,0,0,0,0,0,0,0,4.1,6.6,8.3,33,23,217,0
410,Devin Gentry,GaSt,0,1,7,0,0,2,3,0,3,3,4,3,3,4,0,0,0,0,0,0,3.3,8.7,10.0,33,22,286,3
411,Mike Harley,Mia-Fl,0,4,3,2,7,3,0,0,0,0,2,0,4,8,0,0,0,0,0,0,4.1,7.3,10.8,33,21,240,0
412,Deric Phouthavong,BGSU,0,4,7,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6.5,8.5,33,20,214,3
413,Grant Perry,Mich,0,7,0,2,4,0,3,0,6,0,0,1,4,0,0,0,0,0,6,0,4.1,4.5,10.1,33,20,147,0
414,Dee Anderson,LSU,0,2,0,5,8,0,5,0,4,0,2,3,0,4,0,0,0,0,0,0,4.1,8.3,9.3,33,20,274,1
415,Jeremiah Hawkins,Cal,0,1,2,6,0,2,3,4,2,0,4,4,0,0,4,0,0,0,1,0,2.8,5.4,8.5,33,16,177,1
416,Bailey Gaither,SJSU,0,12,4,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,9.9,7.6,33,16,327,3
417,Tykee Ogle-Kellogg,Tx-SA,0,5,3,7,5,3,0,0,3,0,0,3,4,0,0,0,0,0,0,0,4.1,5.4,9.1,33,14,179,3
418,Calvin Jackson,WashSt,0,0,0,3,0,1,4,0,0,2,3,6,6,5,0,0,0,0,2,0,3.6,9.0,4.8,32,26,287,2
419,Jayshon Jackson,Cin,0,2,0,6,2,2,3,0,3,2,0,2,3,5,0,0,0,0,2,0,2.9,8.7,9.3,32,23,278,2
420,Terry Godwin,UGa,0,0,1,0,2,3,4,3,0,1,3,3,2,2,4,0,0,0,0,4,2.7,12.0,9.4,32,23,385,3
421,Marques Jones,Baylor,0,2,0,5,1,3,2,3,0,1,2,7,3,1,0,0,0,0,2,0,2.7,7.6,6.9,32,21,242,2
422,Jeremy Singleton,Hou,0,1,3,4,2,0,3,3,2,5,1,4,3,0,0,0,0,1,0,0,2.5,8.9,6.9,32,19,285,2
423,Cameron Cole,CentMi,0,6,5,4,3,3,5,0,0,4,0,2,0,0,0,0,0,0,0,0,4.0,5.8,10.0,32,19,185,0
424,Tyrie Cleveland,Fla,0,3,6,2,5,3,3,2,0,3,1,1,3,0,0,0,0,0,0,0,2.9,6.6,9.5,32,18,212,3
425,Neil Pau'u,BYU,0,6,2,0,1,0,0,0,0,2,4,3,5,7,0,0,0,2,0,0,3.6,6.8,9.2,32,18,216,1
426,Kavious Price,KentSt,0,6,0,2,0,1,0,0,2,0,2,5,11,3,0,0,0,0,0,0,3.6,3.4,8.0,32,18,110,0
427,Jordan Jones,Ark,0,7,3,3,4,3,2,0,2,2,0,2,4,0,0,0,0,0,0,0,3.2,6.0,9.5,32,17,191,1
428,Jaelan Austin,TCU,0,4,3,2,1,0,0,0,0,2,7,3,5,3,0,0,0,0,2,0,3.2,4.7,8.4,32,17,149,0
429,KeSean Carter,TxTch,0,5,6,4,4,7,0,0,3,1,1,0,0,0,0,0,0,0,0,0,3.9,7.7,6.0,31,26,238,1
430,Ethan Dedeaux,SDSU,0,2,7,5,4,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,3.9,8.5,11.9,31,22,262,0
431,Myron Gailliard,SMU,0,0,7,0,2,4,4,0,0,2,3,4,5,0,0,0,0,0,0,0,3.9,4.4,7.1,31,18,137,1
432,Cole Tucker,NIU,0,5,3,1,8,3,4,1,0,0,0,1,1,0,2,0,0,2,0,0,2.2,5.0,8.2,31,18,156,0
433,Cee Jay Powell,LaTech,0,3,0,0,3,1,1,0,0,0,7,0,0,16,0,0,0,0,0,0,3.9,3.3,6.9,31,17,101,0
434,Dyami Brown,UNC,0,0,7,0,4,2,0,5,2,0,3,2,1,5,0,0,0,0,0,0,3.4,5.6,8.0,31,17,173,1
435,Anselem Umeh,NM,0,4,3,3,0,3,1,4,6,0,4,3,0,0,0,0,0,0,0,0,3.4,10.2,11.9,31,16,316,2
436,Brad Stewart,GaTech,0,5,4,6,1,0,1,7,0,0,0,1,4,2,0,0,0,0,0,0,3.1,8.6,28.2,31,15,268,3
437,Tyler Snead,ECU,0,0,0,0,0,0,0,0,0,0,6,15,10,0,0,0,0,0,0,0,10.3,7.6,5.9,31,15,236,4
438,Erik Brown,UTEP,0,0,0,0,0,0,0,0,2,2,6,7,6,8,0,0,0,0,0,0,4.4,6.5,10.0,31,12,201,2
439,Trevion Thompson,Clem,0,4,0,2,0,0,2,0,5,3,2,2,1,1,4,0,0,0,2,2,2.5,6.3,6.3,30,21,189,1
440,Malik Dunner,BallSt,0,4,2,1,1,3,1,5,1,1,4,0,1,6,0,0,0,0,0,0,2.5,6.5,6.8,30,21,195,1
441,Jeremiah Miller,CoastC,0,2,5,1,3,2,0,2,2,2,0,5,1,5,0,0,0,0,0,0,2.7,9.1,12.3,30,21,272,1
442,Jordan Duncan,Cal,0,3,4,4,0,4,3,0,0,0,0,0,0,0,8,0,0,0,4,0,4.3,8.9,7.8,30,20,267,4
443,Kirk Johnson,Tx-SA,0,6,5,3,3,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.6,8.3,30,20,137,0
444,Jarrod Jackson,UL-Laf,0,0,0,2,0,0,1,4,5,5,3,4,0,0,4,0,2,0,0,0,3.3,10.8,9.4,30,19,325,4
445,Sean Savoy,VaTech,0,2,1,0,3,1,9,6,0,2,3,3,0,0,0,0,0,0,0,0,3.3,6.3,7.4,30,18,188,2
446,Cedric Peterson,Ari,0,5,3,2,0,2,3,6,0,0,3,0,2,4,0,0,0,0,0,0,3.0,8.9,8.7,30,18,268,4
447,Marquez McNair,Tx-SA,0,0,0,0,0,0,0,9,5,0,3,6,6,1,0,0,0,0,0,0,5.0,6.6,8.3,30,17,198,0
448,Jaivon Heiligh,CoastC,0,3,0,2,0,3,0,5,0,5,0,4,6,2,0,0,0,0,0,0,3.3,6.7,12.3,30,14,202,2
449,Willie Johnson,Marsh,0,3,3,0,3,2,2,2,2,0,0,3,3,5,0,0,0,2,0,0,2.7,3.6,7.4,30,11,109,0
450,Whop Philyor,Ind,0,2,0,3,17,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5.8,8.1,6.3,29,23,235,1
451,Malik Williams,App,0,5,3,0,4,0,0,4,1,3,2,2,4,0,0,0,1,0,0,0,2.9,8.9,9.9,29,23,257,3
452,Line Latu,EastMi,0,5,0,3,3,4,4,0,4,4,0,2,0,0,0,0,0,0,0,0,3.6,12.8,8.1,29,22,372,3
453,Tavaris Harrison,FlaAtl,0,5,8,0,1,4,4,0,0,0,0,3,2,2,0,0,0,0,0,0,3.6,12.9,8.2,29,21,375,0
454,Jay MacIntyre,Colo,0,2,12,0,0,1,3,3,0,6,0,0,2,0,0,0,0,0,0,0,4.1,5.7,7.5,29,20,165,2
455,Tyquan Thornton,Baylor,0,0,3,3,4,2,3,0,0,4,0,3,0,4,0,0,0,0,3,0,2.9,12.2,6.3,29,20,354,3
456,Thomas Geddis,Cin,0,2,0,2,3,5,3,0,1,6,0,1,0,4,0,0,0,0,2,0,2.9,7.9,8.5,29,20,228,1
457,Tim Wilson,SDSU,0,3,5,2,0,0,0,6,1,0,3,7,0,2,0,0,0,0,0,0,3.6,12.5,11.2,29,19,362,3
458,Zach Reuter,KanSt,0,4,2,2,4,0,1,0,0,1,5,3,5,2,0,0,0,0,0,0,2.9,8.2,11.0,29,18,239,0
459,Thomas Jackson,UNC,0,2,6,0,2,8,0,2,0,2,1,3,1,2,0,0,0,0,0,0,2.9,4.1,7.5,29,16,118,2
460,Brandon Childress,CentMi,0,4,7,5,0,3,0,4,4,2,0,0,0,0,0,0,0,0,0,0,4.1,5.3,9.1,29,15,155,0
461,Jabril Clewis,Tulane,0,7,1,0,0,0,0,0,2,1,0,4,3,8,0,0,3,0,0,0,3.6,7.6,10.5,29,14,220,1
462,James Gardner,Mia-O,0,13,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,5.4,8.4,29,12,157,0
463,Talon Shumway,BYU,0,0,0,1,1,0,9,3,0,3,4,3,0,2,0,0,0,2,0,0,3.1,12.0,8.0,28,22,337,3
464,Derrion Grim,Fres,0,1,0,1,0,1,1,1,0,3,3,5,2,5,4,0,1,0,0,0,2.2,7.6,6.6,28,20,212,2
465,Renard Bell,WashSt,0,0,2,3,0,5,3,0,3,2,2,3,3,0,0,0,0,0,2,0,2.8,7.2,4.2,28,20,202,5
466,Tyler Watts,TxSt,0,0,4,6,0,0,6,2,1,0,2,4,0,3,0,0,0,0,0,0,2.8,6.6,9.0,28,19,186,0
467,Beau Corrales,UNC,0,0,0,0,0,1,0,1,6,6,3,2,3,6,0,0,0,0,0,0,3.5,7.9,7.2,28,18,220,2
468,Braylon Sanders,Miss,0,5,6,0,0,2,0,7,6,0,2,0,0,0,0,0,0,0,0,0,4.7,9.7,6.6,28,16,271,1
469,Dorian Baker,Kty,0,3,0,6,3,3,4,0,0,5,1,0,0,3,0,0,0,0,0,0,3.5,4.8,10.3,28,13,133,0
470,Jalen Camp,GaTech,0,5,5,6,0,3,0,0,0,0,0,2,3,0,0,0,0,0,4,0,4.0,6.6,25.5,28,11,186,0
471,Devaughn Cooper,Ari,0,0,2,2,1,3,2,6,3,0,4,0,4,0,0,0,0,0,0,0,3.0,13.6,7.8,27,18,368,0
472,JaCorey Sullivan,CentMi,0,2,2,0,1,4,7,0,1,2,5,0,0,3,0,0,0,0,0,0,2.7,5.7,8.5,27,18,153,2
473,Jordan Wayne-Prather,BGSU,0,1,0,0,1,9,3,3,0,0,0,4,3,3,0,0,0,0,0,0,3.4,6.5,7.0,27,18,176,0
474,Zach Austin,TxTch,0,6,2,3,10,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,3.9,5.3,5.2,27,17,143,1
475,Kyric McGowan,NW,0,0,0,2,0,1,2,4,1,1,4,0,1,2,4,0,0,0,5,0,1.9,10.5,5.5,27,16,283,2
476,Ronald Cleveland,AF,0,3,4,0,8,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,3.9,8.9,17.3,27,15,241,2
477,Dennis Robinson,NIU,0,0,0,1,0,3,5,7,0,0,2,0,0,2,4,0,0,3,0,0,3.0,5.1,7.1,27,15,139,1
478,Tavonn Salter,MiddTn,0,2,0,0,0,9,5,0,0,6,5,0,0,0,0,0,0,0,0,0,5.4,6.4,5.8,27,15,172,0
479,Antonio Nunn,Buff,0,2,6,3,3,4,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3.4,5.4,6.8,27,12,146,1
480,Lee Morris,Okla,0,1,1,0,1,3,5,0,3,3,4,2,1,0,2,0,0,0,0,0,2.4,17.6,6.9,26,21,457,8
481,Josh Vann,SCar,0,2,2,0,0,2,0,2,0,2,3,3,4,0,6,0,0,0,0,0,2.9,4.5,6.2,26,18,118,1
482,Jalen Virgil,App,0,2,1,0,1,3,0,3,0,2,0,8,3,0,0,0,3,0,0,0,2.9,9.2,8.8,26,17,238,0
483,David Bouvier,Kty,0,8,2,0,0,1,0,0,1,3,3,5,0,2,0,0,0,0,0,1,2.4,8.0,9.6,26,16,209,2
484,Darrell Langham,Mia-Fl,0,3,3,4,0,4,1,0,0,4,0,0,3,4,0,0,0,0,0,0,3.3,5.9,8.5,26,13,154,3
485,Kendrick Edwards,ArkSt,0,5,4,5,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4.3,7.6,5.8,26,12,197,2
486,Sal Cannella,Auburn,0,3,0,0,1,6,6,7,0,0,1,0,1,0,0,0,0,0,1,0,3.3,4.3,7.4,26,12,111,3
487,Mykel Traylor-Bennett,Akron,0,0,0,1,2,0,4,2,3,0,3,1,6,1,3,0,0,0,0,0,2.4,4.9,7.4,26,12,128,1
488,Xavier Brown,UL-Mon,0,9,6,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.1,7.1,26,11,158,0
489,Michael Walker,BC,0,2,2,2,0,3,4,3,0,0,1,2,2,4,0,0,0,0,0,0,2.1,8.7,7.7,25,17,218,0
490,Michiah Quick,Fres,0,7,3,0,0,0,0,0,0,0,6,3,0,0,3,0,3,0,0,0,4.2,5.8,5.9,25,16,144,1
491,Zak Simon,UMass,1,2,0,0,0,3,7,0,1,2,3,3,3,0,0,0,0,0,0,0,2.8,9.5,6.3,25,15,238,2
492,Izaiah Lottie,NMSt,4,5,6,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,6.1,4.9,25,15,152,1
493,Brendan O'Leary-Orange,Nevada,0,0,2,8,0,3,0,3,0,5,0,0,3,1,0,0,0,0,0,0,3.6,8.6,5.3,25,14,214,4
494,Kendall Parham,UAB,0,4,6,5,0,2,0,2,0,0,4,1,0,0,1,0,0,0,0,0,2.5,7.9,7.8,25,14,197,0
495,Jahcour Pearson,WestKy,0,1,0,0,0,0,0,4,4,2,7,7,0,0,0,0,0,0,0,0,3.1,5.3,6.0,25,13,132,0
496,Jabir Daughtry-Frye,Troy,0,1,2,2,3,2,0,1,0,2,2,4,1,3,0,0,0,1,0,0,1.8,9.8,6.9,24,22,235,1
497,Kade Warner,Neb,0,0,0,0,0,4,1,3,1,0,0,5,5,5,0,0,0,0,0,0,3.0,4.0,6.3,24,17,95,0
498,Siaosi Mariner,Utah,0,8,3,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,6,0,3.4,8.7,6.4,24,17,209,1
499,Devin C. Butler,Syr,0,0,6,2,2,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4.0,5.3,5.6,24,14,126,0
500,Geraud Sanders,AF,0,0,4,0,8,0,6,6,6,4,12,2,0,0,0,0,0,0,0,0,3.0,9.8,15.4,24,14,236,0
501,Freddie Swain,Fla,0,2,5,1,3,4,2,2,0,3,0,0,0,2,0,0,0,0,0,0,2.2,11.0,7.1,24,14,265,5
502,Brandon Johnson,Tenn,0,3,0,8,4,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,3.0,5.5,8.5,24,14,132,0
503,Geraud Sanders,AF,0,0,4,0,8,0,6,6,6,4,12,2,0,0,0,0,0,0,0,0,3.0,9.8,15.4,24,14,236,0
504,Chris Pierce,Vandy,0,1,5,4,0,2,2,4,0,1,0,4,0,1,0,0,0,0,0,0,2.7,5.3,6.1,24,13,128,1
505,Jerrod Heard,Tex,0,3,0,2,0,2,0,0,0,0,3,10,1,1,1,0,0,0,0,1,2.7,4.8,5.2,24,13,115,0
506,Micah Simon,BYU,0,4,5,0,3,0,2,0,0,4,0,2,3,1,0,0,0,0,0,0,2.4,4.5,6.9,24,12,107,0
507,Kabion Ento,Colo,0,0,1,1,0,1,0,1,0,0,11,2,6,1,0,0,0,0,0,0,3.0,6.7,6.2,24,12,161,0
508,Marlon Williams,UCF,0,2,2,0,2,3,3,4,0,0,3,2,0,0,2,0,0,0,0,0,2.3,10.2,6.5,23,18,234,1
509,Artie Henry,Marsh,0,0,2,0,0,0,2,2,1,0,2,4,2,1,5,0,0,2,0,0,2.3,6.2,5.6,23,17,143,2
510,Jalen McCleskey,OkSt,0,11,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,6.7,4.8,23,15,155,2
511,Hezekiah Jones,TexA&M,0,0,0,2,0,7,0,5,0,7,2,0,0,0,0,0,0,0,0,0,3.8,5.8,5.5,23,15,134,0
512,Brodrick Yancy,Temple,0,0,1,1,0,0,3,1,0,0,8,0,3,0,0,0,0,0,6,0,3.3,11.4,5.5,23,15,263,1
513,Michael Wilson,Stan,0,0,0,2,0,1,2,0,1,2,1,4,0,4,3,0,0,0,3,0,2.3,5.5,5.6,23,14,126,1
514,Tyler Page,SMU,0,0,0,1,0,3,6,0,0,0,2,0,2,9,0,0,0,0,0,0,2.9,10.2,5.3,23,12,234,2
515,Nate Brown,Missou,0,6,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5.6,5.3,23,12,129,0
516,Khalil Shakir,Boise,0,0,2,2,0,3,2,4,1,1,3,4,0,0,0,0,0,0,0,0,2.2,7.7,4.9,22,16,170,1
517,Jahan Dotson,PSU,0,0,0,0,0,0,0,0,1,2,3,2,7,3,0,0,0,0,0,4,2.8,9.2,6.3,22,13,203,0
518,Tavin Richardson,Kty,0,0,2,0,3,0,0,0,0,5,2,7,1,0,0,0,0,0,0,2,3.1,5.2,8.1,22,13,114,0
519,Taylor Jackson,Navy,0,4,2,0,0,0,1,2,7,0,0,0,0,2,0,4,0,0,0,0,3.1,10.1,21.2,22,13,222,1
520,Damian King,Lib,0,0,12,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,10.3,5.1,22,12,226,2
521,Keyion Dixon,UConn,0,3,0,3,1,0,5,0,2,1,4,0,0,3,0,0,0,0,0,0,2.4,6.7,6.8,22,11,147,2
522,Khaleb Coleman,Lib,0,1,0,0,0,0,0,3,14,0,4,0,0,0,0,0,0,0,0,0,4.4,5.7,5.1,22,11,126,1
523,Xavier Lane,WestKy,0,11,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2.5,5.3,22,7,55,0
524,Samuel Emilus,UMass,0,0,0,0,0,5,4,0,2,0,6,1,3,0,0,0,0,0,0,0,3.5,10.1,5.3,21,15,212,4
525,Raelon Singleton,Hou,0,0,0,1,0,0,0,0,2,3,0,4,0,9,0,0,0,2,0,0,3.5,10.5,4.5,21,14,221,3
526,Diondre Overton,Clem,0,2,2,0,0,0,2,0,4,4,2,1,0,1,0,0,0,0,2,1,2.1,9.5,4.4,21,14,199,3
527,Yo'Heinz Tyler,BallSt,0,2,0,0,0,6,4,0,0,1,6,0,1,1,0,0,0,0,0,0,3.0,10.8,4.7,21,14,226,2
528,Stanley Berryhill,Ari,0,2,2,1,1,3,0,4,1,1,1,0,0,5,0,0,0,0,0,0,2.1,10.4,6.1,21,14,218,2
529,Christian Pabico,UCLA,0,3,3,3,0,0,0,0,0,0,1,3,4,4,0,0,0,0,0,0,3.0,6.7,5.5,21,13,140,0
530,Dontay Demus,MD,0,0,0,0,1,0,0,1,0,2,2,8,3,4,0,0,0,0,0,0,3.0,13.2,9.5,21,13,278,0
531,Nikko Remigio,Cal,0,0,0,1,0,0,0,2,1,0,3,3,0,1,1,0,0,0,9,0,2.6,3.0,5.4,21,11,62,0
532,Demetrius Douglas,Minn,0,3,1,1,2,0,1,0,4,5,2,0,2,0,0,0,0,0,0,0,1.9,4.1,6.3,21,9,87,1
533,Gunner Romney,BYU,0,0,3,4,2,0,2,2,0,4,3,0,0,0,0,0,0,0,0,0,2.5,8.1,5.7,20,13,162,2
534,Drew Tejchman,UNLV,0,0,0,3,2,0,0,5,3,3,0,1,2,1,0,0,0,0,0,0,2.5,5.1,6.3,20,11,102,2
535,Brandon Polk,PSU,0,4,2,4,1,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2.9,8.1,5.8,20,9,162,2
536,Dominic Gicinto,Missou,0,2,2,0,0,0,0,2,1,0,2,5,2,1,0,0,0,0,2,0,2.1,9.0,4.4,19,15,171,2
537,Solomon Enis,Utah,0,3,1,0,0,2,1,0,1,0,4,0,0,4,0,0,0,0,3,0,2.4,9.4,5.1,19,13,179,1
538,CJ Lewis,BC,0,1,3,3,4,0,0,1,0,0,0,2,3,2,0,0,0,0,0,0,2.4,7.5,5.8,19,12,143,1
539,Terrace Marshall,LSU,0,3,2,0,1,1,1,4,0,0,1,0,4,2,0,0,0,0,0,0,2.1,10.1,5.4,19,12,192,0
540,Phil Patterson,VaTech,0,3,2,0,2,2,0,0,0,0,1,0,8,0,0,0,0,0,1,0,2.7,5.7,4.7,19,12,109,1
541,Jordan Murphy,Tenn,0,1,4,0,0,0,0,2,0,0,1,1,7,3,0,0,0,0,0,0,2.7,8.2,6.7,19,11,155,1
542,Justin Holmes,SJSU,0,6,1,3,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,3.2,4.4,4.4,19,11,83,0
543,Tavares Kelly,UVa,0,1,0,1,1,4,0,1,1,6,3,0,0,1,0,0,0,0,0,0,1.7,6.4,5.6,19,10,121,0
544,Sheldon Jones,Tx-SA,0,3,0,0,2,1,0,2,0,0,0,0,6,5,0,0,0,0,0,0,2.7,3.9,5.2,19,10,74,0
545,Jahrvis Davenport,MD,0,4,3,0,1,0,1,3,4,3,0,0,0,0,0,0,0,0,0,0,2.7,8.2,8.6,19,9,156,2
546,Kobe Smith,SDSU,0,0,1,0,3,0,0,3,0,5,0,3,0,0,0,0,0,4,0,0,3.2,5.9,7.3,19,9,113,0
547,Tevin Bush,WVU,0,1,1,0,2,0,2,0,0,2,2,4,3,0,0,0,0,0,1,0,1.6,11.6,4.2,18,14,209,1
548,DJ Turner,MD,0,6,2,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2.6,8.8,8.1,18,13,159,1
549,Kwamie Lassiter,Kansas,0,0,3,0,1,2,2,0,5,1,2,2,0,0,0,0,0,0,0,0,1.6,4.8,5.0,18,12,87,1
550,Tamir Jones,GaSt,0,0,0,0,0,0,0,0,5,3,4,0,2,4,0,0,0,0,0,0,3.6,9.0,5.4,18,12,162,3
551,Ernest Patterson,UL-Laf,0,2,0,3,2,1,0,3,0,0,2,2,2,1,0,0,0,0,0,0,1.6,11.8,5.7,18,12,212,1
552,Christian Owens,GaSt,0,8,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,7.1,5.4,18,12,128,2
