,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
368,Shane Hooks,Ohio,0,2,3,2,4,0,2,8,3,0,0,3,0,3,8,0,0,1,0,0,3.5,13.2,11.9,39,26,515,5
369,Sadiq Palmer,UMass,0,3,4,2,3,3,4,1,0,4,5,3,6,1,0,0,0,0,0,0,3.3,7.1,10.2,39,25,275,2
370,Maurice Alexander,FIU,0,8,5,1,6,0,3,1,1,7,7,0,0,0,0,0,0,0,0,0,3.9,7.6,10.2,39,25,298,1
371,Ky'Jon Tyler,CoastC,0,10,0,0,0,1,0,4,4,0,3,1,6,6,4,0,0,0,0,0,4.3,5.2,12.0,39,23,203,1
372,Shocky Jacques-Louis,Pitt,0,0,0,0,1,0,2,0,5,0,4,0,6,5,8,0,0,0,8,0,3.5,8.9,7.8,39,23,348,2
373,Bryce Miller,USF,0,7,1,0,0,4,5,2,6,0,0,5,3,4,2,0,0,0,0,0,3.9,5.9,12.2,39,21,232,4
374,Te'Vailance Hunt,TCU,0,4,0,3,2,3,4,0,5,3,4,2,5,4,0,0,0,0,0,0,3.5,7.9,10.0,39,20,308,1
375,Noah Frith,Lib,0,0,0,0,0,3,2,0,5,5,3,6,0,6,3,0,0,6,0,0,4.3,7.5,8.7,39,15,291,3
376,Peter LeBlanc,UL-Laf,0,2,2,1,2,1,0,1,1,0,2,6,5,3,5,4,0,0,0,3,2.7,9.1,9.5,38,28,344,4
377,Landon Wolf,OkSt,0,4,1,3,4,5,4,0,1,1,3,0,4,2,3,0,0,0,3,0,2.9,5.0,10.6,38,25,189,0
378,Emoryie Edwards,Fres,0,0,0,0,0,9,0,5,2,8,5,0,2,5,2,0,0,0,0,0,4.8,6.3,10.1,38,22,240,2
379,Isaiah Graham,LaTech,0,6,1,2,2,1,0,5,1,2,0,3,6,3,3,0,0,0,3,0,2.9,10.5,8.3,38,21,398,4
380,Jalen Williams,UL-Laf,0,1,2,2,4,2,0,1,4,0,3,3,2,5,0,4,0,0,0,5,2.9,7.3,9.5,38,21,279,1
381,Tyler Simmons,UGa,0,3,0,2,2,0,4,5,0,0,1,2,0,1,4,8,0,0,0,6,3.2,6.7,9.3,38,21,255,1
382,Dee Wiggins,Mia-Fl,0,0,1,1,0,0,7,0,5,5,5,4,0,5,3,0,0,0,2,0,3.5,8.8,8.9,38,20,335,4
383,Ahmad Wagner,Kty,0,5,3,4,6,6,0,1,5,3,0,0,1,1,0,0,0,3,0,0,3.5,6.7,15.1,38,15,254,2
384,Myron Gailliard,SMU,0,4,2,5,1,5,1,0,7,3,0,0,0,0,3,0,0,6,0,0,3.7,6.8,7.6,37,26,250,1
385,Tyler Ringwood,CHAR,0,5,1,2,1,3,0,2,1,3,3,5,0,1,4,0,0,6,0,0,2.8,10.7,11.7,37,25,395,5
386,Jaylen Dixon,Utah,0,1,5,3,2,3,0,1,4,0,2,0,2,4,5,3,0,0,0,2,2.6,9.3,11.6,37,24,343,1
387,Makai Polk,Cal,0,3,1,2,3,2,0,0,1,1,0,4,4,2,6,0,0,0,8,0,3.1,8.0,10.4,37,19,295,2
388,Milton Wright,Purdue,0,4,1,3,0,2,0,3,2,3,5,3,0,4,7,0,0,0,0,0,3.4,7.8,7.3,37,18,288,1
389,Tyjon Lindsey,OreSt,0,12,5,0,0,3,4,4,2,0,0,0,2,3,2,0,0,0,0,0,3.7,5.6,9.0,37,18,209,2
390,Phillip Brooks,KanSt,0,3,0,3,0,6,8,0,0,1,1,2,5,3,2,0,0,0,0,2,3.0,7.0,12.1,36,26,253,1
391,Tyrie Cleveland,Fla,1,0,3,1,3,3,4,4,1,0,1,3,0,0,7,0,0,0,5,0,2.8,9.8,7.8,36,25,351,1
392,Kendric Pryor,Wisc,0,4,4,0,0,0,1,1,3,2,0,3,3,4,1,5,0,0,0,5,2.8,7.7,10.5,36,23,278,0
393,Jordan Mitchell,SouMis,0,9,8,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.0,10.4,8.3,36,23,376,3
394,Malick Mbodj,Cin,0,0,0,0,0,1,0,5,1,0,5,5,5,5,1,3,0,0,0,5,3.6,6.9,9.7,36,23,249,1
395,Ainias Smith,TexA&M,0,0,0,11,1,5,0,4,0,0,4,0,7,0,0,0,0,0,4,0,3.3,6.9,8.1,36,22,248,3
396,Jacob Copeland,Fla,0,0,3,0,4,4,1,3,3,0,0,4,6,0,4,0,0,0,4,0,3.6,7.6,7.8,36,21,273,2
397,Joseph Ngata,Clem,0,1,1,4,3,0,0,6,1,3,2,6,5,0,0,1,0,0,3,0,2.4,6.7,7.2,36,17,240,3
398,Danny Davis,Wisc,0,2,4,0,3,4,0,4,5,1,0,5,0,0,0,4,0,0,0,3,2.9,7.1,10.2,35,30,250,1
399,Amari Rodgers,Clem,0,0,2,4,1,4,0,5,4,2,2,4,0,0,3,1,0,0,3,0,2.7,11.9,7.0,35,28,418,4
400,Jake Smith,Tex,0,8,2,6,2,0,3,1,4,2,0,0,1,3,3,0,0,0,0,0,3.2,7.8,7.4,35,25,274,6
401,Chris Platt,Baylor,0,2,1,0,5,3,2,5,1,0,0,2,4,5,0,4,0,1,0,0,2.9,10.1,8.0,35,24,353,1
402,Donavan Hale,Ind,0,5,5,4,1,7,0,2,1,0,3,0,4,3,0,0,0,0,0,0,3.5,10.7,7.5,35,22,373,3
403,Mason Hays,TxSt,0,4,7,3,3,1,0,3,0,2,0,0,0,6,6,0,0,0,0,0,3.9,7.6,8.2,35,20,265,1
404,James Maye,Mia-O,0,0,1,1,4,3,0,9,2,0,0,1,2,2,2,5,0,0,0,3,2.9,14.5,10.5,35,20,506,1
405,Barrett Banister,Missou,0,5,2,5,0,0,1,1,0,0,0,3,5,5,7,0,0,0,0,0,3.8,7.2,9.2,34,27,246,1
406,Braydon Johnson,OkSt,0,1,1,1,1,1,3,0,1,3,1,0,2,4,5,0,0,0,10,0,2.6,14.4,9.5,34,23,491,4
407,Benjamin Waters,AF,0,0,0,4,2,1,6,1,0,2,0,0,5,4,3,0,0,0,6,0,3.1,19.4,29.1,34,22,658,7
408,Damian King,Lib,0,3,6,2,1,1,10,0,1,0,0,6,0,4,0,0,0,0,0,0,3.8,5.6,7.6,34,21,189,0
409,Ontaria Wilson,FlaSt,0,5,6,5,2,5,0,3,7,0,0,0,0,0,0,0,0,0,0,1,4.3,6.7,8.0,34,21,227,1
410,Stanley Berryhill,Ari,5,0,4,5,0,4,3,1,3,3,2,0,0,2,2,0,0,0,0,0,3.1,8.5,8.3,34,19,288,3
411,Ramaud Chiaokhiao-Bowman,NW,0,0,0,2,6,4,6,0,2,5,3,4,0,1,1,0,0,0,0,0,3.1,5.5,11.3,34,17,188,0
412,Mark Michaud,GaSo,0,3,1,5,0,2,4,0,2,0,1,2,0,8,2,0,0,4,0,0,3.1,8.0,21.9,34,16,271,4
413,E.J. Scott,ColoSt,0,2,4,3,7,4,0,0,0,4,1,0,7,0,2,0,0,0,0,0,3.8,7.5,7.8,34,15,255,1
414,Kyric McGowan,NW,0,5,0,4,3,5,2,0,2,5,4,4,0,0,0,0,0,0,0,0,3.8,3.0,11.3,34,13,102,0
415,Brandon Bowling,ArkSt,0,13,5,2,2,1,2,0,1,2,0,0,0,1,2,0,0,2,0,0,2.8,8.0,7.3,33,28,263,2
416,Diondre Overton,Clem,0,2,1,0,1,1,0,3,3,4,0,2,5,0,4,3,0,0,4,0,2.8,10.7,6.6,33,22,352,3
417,Derrion Grim,Fres,0,6,5,0,4,6,0,2,2,3,1,0,0,3,1,0,0,0,0,0,3.3,9.2,8.8,33,20,303,4
418,Broc Thompson,Marsh,0,3,0,0,0,1,6,9,0,5,4,0,3,0,1,0,0,1,0,0,3.7,10.1,9.6,33,19,334,0
419,Obi Obialo,Marsh,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,0,0,8,0,0,8.3,7.4,9.6,33,18,244,0
420,August Pitre,Rice,0,1,7,4,2,3,2,0,5,2,4,0,0,2,1,0,0,0,0,0,3.0,4.4,10.4,33,17,144,2
421,Seth Dawkins,Lou,0,2,2,6,0,0,7,5,4,0,0,1,1,2,1,0,0,2,0,0,2.8,10.5,11.2,33,16,348,3
422,Isaiah Zuber,MissSt,0,2,2,3,4,2,0,1,4,6,3,0,3,0,1,0,0,0,2,0,2.8,6.4,10.4,33,14,211,2
423,Joshua Hammond,Fla,4,0,4,1,1,4,5,1,2,0,2,3,2,0,3,0,0,0,0,0,2.5,10.8,7.0,32,27,346,2
424,RB Marlow,BGSU,0,0,1,3,8,0,1,1,2,5,4,0,1,4,2,0,0,0,0,0,2.9,6.8,10.4,32,22,217,0
425,Tre Mosley,MSU,0,0,0,0,0,0,0,0,0,5,0,9,2,3,9,0,0,0,4,0,5.3,6.8,7.0,32,21,216,1
426,George Campbell,WVU,0,1,2,1,0,0,1,0,2,0,2,6,5,9,3,0,0,0,0,0,3.2,14.7,7.1,32,19,469,7
427,Jose Barbon,Temple,0,3,0,2,1,0,1,1,3,2,0,5,3,5,2,0,0,0,4,0,2.7,5.3,6.9,32,18,168,0
428,Jerome Buckner,Ohio,0,4,7,2,5,0,2,0,1,0,0,4,4,3,0,0,0,0,0,0,3.6,10.2,9.8,32,18,326,2
429,Jayshon Jackson,Cin,0,4,1,5,0,1,3,2,1,0,1,3,2,2,2,2,0,0,0,3,2.3,5.3,8.6,32,17,171,0
430,CJ Hayes,MSU,0,1,3,4,6,4,5,6,0,0,0,0,2,1,0,0,0,0,0,0,3.6,4.4,7.0,32,13,141,0
431,Jake Bobo,Duke,0,0,0,0,0,3,5,2,1,8,0,0,8,3,2,0,0,0,0,0,4.0,3.8,8.7,32,10,122,0
432,Ben Putman,Nevada,0,1,2,4,0,1,0,1,0,3,0,4,0,0,7,0,0,0,0,8,2.8,9.6,6.4,31,26,297,0
433,Jah'Marae Sheread,TxSt,0,6,6,4,4,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,4.4,7.6,7.2,31,21,236,1
434,Julian Ortega-Jones,BGSU,0,5,1,4,2,0,2,2,3,0,3,0,2,5,2,0,0,0,0,0,2.8,9.6,10.1,31,20,298,0
435,Octavius Evans,Boise,0,4,4,2,0,0,1,1,5,0,0,1,5,1,1,1,0,5,0,0,2.4,6.8,6.8,31,19,211,1
436,Sean Ryan,WVU,0,4,5,5,5,0,6,0,0,0,0,0,1,1,4,0,0,0,0,0,3.9,7.1,6.9,31,19,219,0
437,Josh Vann,SCar,0,3,3,8,1,1,0,4,4,5,2,0,0,0,0,0,0,0,0,0,3.4,5.5,6.8,31,19,171,0
438,Jonathan Ifedi,GaSt,0,0,0,1,3,0,5,6,5,1,0,3,4,0,3,0,0,0,0,0,3.4,6.2,8.2,31,19,193,0
439,Bryan Thompson,Utah,0,0,3,4,5,6,0,1,3,3,4,0,1,0,0,0,0,0,0,1,3.1,14.9,9.7,31,18,461,3
440,Alan Busey,UTEP,0,3,1,0,0,4,1,0,2,5,5,1,2,4,3,0,0,0,0,0,2.8,7.7,9.7,31,17,239,1
441,Jaylen Hall,WestMi,0,3,1,3,7,3,6,0,4,0,0,1,1,0,0,0,0,2,0,0,3.1,9.3,7.6,31,16,287,3
442,Aaron Molina,NM,0,7,0,3,0,2,1,2,5,1,0,0,0,4,6,0,0,0,0,0,3.4,7.9,9.5,31,14,245,3
443,Devin Maddox,Toledo,0,1,0,2,2,1,4,0,2,3,0,6,3,4,3,0,0,0,0,0,2.6,4.2,9.3,31,14,130,3
444,Jay Griffin,NM,0,7,0,7,2,4,2,0,0,9,0,0,0,0,0,0,0,0,0,0,5.2,3.8,9.5,31,13,118,0
445,Carlos Carriere,MD,0,0,3,6,0,1,2,3,1,6,3,3,0,2,1,0,0,0,0,0,2.8,4.4,9.4,31,12,137,1
446,A.J. Taylor,Wisc,0,1,9,0,3,2,2,1,2,2,0,1,4,1,2,0,0,0,0,0,2.5,8.9,8.7,30,23,267,2
447,Malik Murray,GaSo,0,3,2,0,0,1,4,0,0,0,1,5,2,6,0,0,0,6,0,0,2.7,6.5,19.4,30,20,195,3
448,Greg White,NorTx,0,0,4,0,1,4,0,5,2,4,2,5,0,3,0,0,0,0,0,0,3.3,8.8,6.8,30,20,265,0
449,Nykeim Johnson,Syr,0,4,6,2,3,3,0,0,7,1,1,0,1,1,1,0,0,0,0,0,2.7,3.3,7.9,30,19,99,0
450,Ali Jennings,WVU,0,0,0,4,3,0,2,1,4,0,4,2,5,2,3,0,0,0,0,0,3.0,6.4,6.6,30,19,192,1
451,JuanCarlos Santana,Tulsa,0,0,5,1,4,0,4,12,1,1,0,0,0,0,2,0,0,0,0,0,3.8,7.8,6.9,30,19,233,1
452,Deonte Simpson,NorTx,0,0,0,0,3,4,0,2,5,2,3,4,0,4,3,0,0,0,0,0,3.3,8.0,6.8,30,18,240,2
453,Trevon Sidney,Ill,0,2,6,7,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4.1,8.2,30,16,123,1
454,Wykeen Gill,KanSt,0,0,1,3,0,2,2,0,7,3,3,3,0,4,0,0,0,0,0,2,3.0,9.1,10.1,30,16,273,2
455,Tyleek Collins,UNLV,0,3,4,4,0,3,0,1,4,5,5,0,1,0,0,0,0,0,0,0,3.3,2.6,7.9,30,15,79,0
456,Eddie McDoom,USF,0,2,5,2,0,1,1,2,3,1,0,1,5,4,3,0,0,0,0,0,2.5,5.8,9.4,30,13,174,0
457,Jonathan Mingo,Miss,0,2,1,3,3,4,3,4,0,0,1,2,3,0,4,0,0,0,0,0,2.7,5.7,9.3,30,12,172,1
458,Devin Gentry,GaSt,0,1,2,1,0,0,0,2,2,2,0,2,5,4,4,0,0,0,0,4,2.6,9.9,7.7,29,25,286,2
459,Tray Eafford,Troy,0,4,0,8,1,5,0,0,0,3,0,2,2,0,4,0,0,0,0,0,3.6,11.5,6.1,29,23,334,3
460,Micaleous Elder,CHAR,0,4,9,2,2,1,0,0,2,0,3,2,0,0,0,0,0,4,0,0,3.2,9.2,9.1,29,21,266,1
461,Emmanuel Logan-Greene,NM,0,1,0,0,1,1,1,1,5,6,5,0,5,3,0,0,0,0,0,0,2.6,6.7,8.9,29,19,193,0
462,Jordan McCray,OkSt,0,2,4,1,2,0,3,0,3,0,2,0,3,0,3,0,0,0,6,0,2.9,8.2,8.1,29,19,237,2
463,Nick Basquine,Okla,0,4,1,3,0,1,3,2,1,2,0,1,4,1,2,3,0,0,1,0,2.1,9.5,7.7,29,19,275,1
464,Adonicas Sanders,GaTech,0,1,1,0,0,3,3,4,3,0,1,6,3,4,0,0,0,0,0,0,2.9,8.6,11.2,29,19,249,0
465,Mark Pope,Mia-Fl,1,0,1,3,0,0,3,3,2,3,3,1,0,2,3,0,0,0,4,0,2.4,9.2,6.8,29,18,266,2
466,Keric Wheatfall,Fres,0,0,0,0,5,2,0,1,4,4,0,1,0,8,4,0,0,0,0,0,3.2,10.6,7.7,29,17,307,1
467,Neil McLaurin,SouMis,0,3,1,0,0,3,0,1,0,1,0,0,4,5,8,0,0,0,0,3,2.9,6.9,6.7,29,17,201,1
468,Brian Cobbs,MD,0,4,0,1,0,2,4,1,0,1,4,4,0,4,4,0,0,0,0,0,2.6,8.4,8.8,29,16,243,0
469,Chris Pierce,Vandy,0,1,3,0,3,1,7,5,1,0,1,3,0,1,3,0,0,0,0,0,2.6,8.4,7.8,29,14,245,1
470,Willie Johnson,Marsh,0,1,3,0,0,2,6,3,3,3,3,0,1,0,2,0,0,2,0,0,2.2,12.0,8.4,29,13,349,4
471,Jaetavian Toles,Tulane,0,1,1,1,6,0,3,0,5,1,5,0,3,1,1,0,0,0,0,1,2.4,5.5,8.9,29,13,160,1
472,Yusuf Ali,MiddTn,0,0,0,3,0,1,2,2,9,0,0,0,1,5,5,0,0,0,0,0,3.1,6.8,7.8,28,19,190,0
473,Dominick Blaylock,UGa,0,0,3,4,3,0,1,3,0,0,2,1,4,2,3,2,0,0,0,0,2.3,11.1,6.8,28,18,310,5
474,Mycah Pittman,Oregon,0,0,0,0,0,0,4,3,6,3,5,0,2,0,0,0,0,0,0,5,4.0,8.1,6.3,28,18,227,2
475,Kam Scott,Missou,0,3,1,2,0,0,5,3,4,5,0,2,0,1,2,0,0,0,0,0,2.8,11.7,7.6,28,17,328,0
476,Tre'von Bradley,Hou,0,0,0,2,3,0,0,3,2,5,6,0,1,2,4,0,0,0,0,0,3.1,11.6,9.2,28,16,326,1
477,Mohamed Jabbie,Rut,0,4,1,0,2,0,2,3,0,0,4,0,4,4,4,0,0,0,0,0,2.8,5.3,10.4,28,14,149,1
478,Drew Dixon,Ari,4,0,4,2,0,6,2,1,3,1,3,0,1,0,1,0,0,0,0,0,2.5,5.1,6.8,28,14,143,2
479,Dontario Drummond,Miss,0,0,5,4,4,3,2,5,3,0,0,0,0,0,2,0,0,0,0,0,2.8,6.7,8.7,28,13,188,0
480,Timothy Scippio,Akron,0,2,2,2,0,3,0,3,1,2,1,0,3,3,6,0,0,0,0,0,2.5,7.9,7.4,28,12,221,3
481,James Bostic,Vandy,0,4,3,0,3,0,1,10,1,0,4,2,0,0,0,0,0,0,0,0,3.5,4.0,7.6,28,11,112,0
482,Willie Wright,FlaAtl,0,3,1,2,1,0,0,0,0,2,1,4,0,0,0,2,0,11,0,0,3.0,6.9,5.6,27,20,186,2
483,Melquan Stovall,Nevada,0,0,0,1,1,2,0,0,0,7,1,0,0,1,3,0,0,0,0,11,3.0,6.3,5.6,27,19,171,0
484,Jadon Haselwood,Okla,0,2,3,2,0,8,3,0,1,0,0,0,2,0,0,1,0,0,5,0,2.5,10.1,7.2,27,19,272,1
485,Jared Wayne,Pitt,0,0,1,0,0,1,3,0,0,0,0,0,5,6,8,0,0,0,3,0,3.9,9.7,5.4,27,18,261,1
486,Jsi Hatfield,ECU,0,6,1,1,0,0,1,0,1,1,8,4,0,3,1,0,0,0,0,0,2.7,9.6,6.2,27,16,260,2
487,Justice Shelton-Mosley,Vandy,0,2,5,0,3,1,1,4,2,0,2,0,1,2,4,0,0,0,0,0,2.5,3.6,7.3,27,14,97,0
488,Trevon Bradford,OreSt,0,0,0,0,0,0,0,0,0,0,3,4,7,0,13,0,0,0,0,0,6.8,4.5,6.6,27,13,121,1
489,JJ Jefferson,NW,0,2,0,4,1,8,7,0,2,3,0,0,0,0,0,0,0,0,0,0,3.9,5.7,9.0,27,12,155,2
490,Kavika Johnson,UTEP,0,1,2,0,1,1,1,0,3,2,4,0,4,5,3,0,0,0,0,0,2.5,2.9,8.5,27,11,79,0
491,Berkeley Holman,NW,0,3,0,1,3,5,2,0,0,5,4,3,1,0,0,0,0,0,0,0,2.5,4.6,9.0,27,9,124,0
492,Darryl Jones,MD,0,3,7,5,0,0,1,3,1,0,0,1,0,2,4,0,0,0,0,0,3.0,5.9,8.2,27,9,158,0
493,Melquise Stovall,Hawaii,0,0,4,6,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,4.3,9.5,4.2,26,18,248,4
494,Kekoa Crawford,Cal,0,6,5,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4.3,10.5,7.3,26,16,272,2
495,Isaiah Esdale,WVU,0,0,0,0,1,0,0,0,2,0,7,4,7,2,3,0,0,0,0,0,3.7,6.6,5.8,26,15,171,1
496,Donavon Greene,Wake,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,10,0,6.5,9.6,5.7,26,13,249,2
497,Corey Gammage,Marsh,0,10,0,6,0,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,4.3,7.2,7.6,26,13,187,1
498,Thomas Geddis,Cin,0,7,2,2,0,3,1,1,0,0,1,0,0,0,3,4,0,0,0,2,2.6,5.3,7.0,26,11,137,1
499,Casey Washington,Ill,0,0,0,0,0,0,0,2,4,0,1,4,0,4,5,0,0,0,6,0,3.3,5.1,7.1,26,11,132,0
500,Dennis Robinson,NIU,0,5,1,5,0,2,2,1,5,0,0,0,3,2,0,0,0,0,0,0,2.6,2.5,7.1,26,8,66,0
501,Cedric Patterson,NM,0,2,0,0,2,2,4,0,3,4,1,0,1,3,4,0,0,0,0,0,2.6,7.6,8.0,26,8,198,2
502,Lujuan Winningham,CenArk,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,32.6,30.9,25,50,814,8
503,Jeremiah Miller,CoastC,0,3,1,1,5,4,0,1,1,0,4,4,0,0,1,0,0,0,0,0,2.5,9.9,7.7,25,19,248,1
504,Rodrick Fisher,WashSt,0,3,4,2,3,6,0,1,3,2,0,1,0,0,0,0,0,0,0,0,2.3,10.6,3.6,25,19,265,1
505,Winston Wright,WVU,0,0,0,5,4,0,1,3,0,0,4,8,0,0,0,0,0,0,0,0,2.8,3.9,5.5,25,19,97,0
506,Samson Nacua,Utah,0,1,0,0,1,6,0,3,0,2,2,0,2,1,0,3,0,0,0,4,2.5,13.2,7.9,25,18,330,4
507,Keith Gavin,FlaSt,0,5,2,1,0,2,0,0,2,3,2,1,3,0,1,0,0,0,0,3,2.3,8.3,5.9,25,18,208,0
508,Calvin Austin,Mem,0,0,0,0,0,0,1,0,3,3,2,0,7,3,2,0,0,0,4,0,2.8,12.6,5.8,25,17,315,3
509,Miles Marshall,Ind,0,0,2,1,3,0,0,3,1,2,1,0,0,2,8,0,0,0,0,2,2.5,7.8,5.4,25,16,196,1
510,JaQuan Blackwell,SJSU,0,4,1,0,5,3,4,5,1,1,0,1,0,0,0,0,0,0,0,0,2.8,7.3,5.1,25,15,183,1
511,Xavier Brown,UL-Mon,0,6,7,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,7.5,6.2,25,15,187,2
512,Cornell Powell,Clem,0,3,1,3,1,1,0,2,2,4,3,1,1,0,3,0,0,0,0,0,2.1,4.9,5.0,25,15,122,2
513,Dustin Burkhart,Akron,0,2,12,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,12.8,6.6,25,15,320,1
514,Tyler Page,SMU,0,1,1,0,0,2,4,0,5,0,4,6,0,2,0,0,0,0,0,0,2.5,7.9,5.2,25,13,198,0
515,Mychal Cooper,Navy,0,2,0,0,0,2,3,1,0,3,1,0,5,3,0,0,0,0,0,4,2.2,15.8,24.5,24,18,380,2
516,Lee Morris,Okla,0,0,0,2,0,0,1,1,2,3,0,1,7,4,1,2,0,0,0,0,2.4,13.8,6.4,24,18,330,1
517,Eric Kumah,ODU,0,4,6,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6.0,8.0,6.9,24,18,192,0
518,Zack Dobson,MiddTn,0,2,2,1,0,0,3,3,9,0,4,0,0,0,0,0,0,0,0,0,3.0,10.1,6.7,24,16,242,3
519,Jalen Moreno-Cropper,Fres,0,0,0,0,2,2,0,1,1,5,8,3,2,0,0,0,0,0,0,0,2.7,8.2,6.4,24,15,196,0
520,Perry Carter,UL-Mon,0,1,0,0,1,0,2,4,4,0,3,2,3,3,1,0,0,0,0,0,2.4,12.7,6.0,24,15,305,0
521,Sean Shaw,IaSt,0,0,0,0,2,1,0,1,1,3,0,1,5,4,2,0,0,0,4,0,2.4,9.6,5.0,24,15,231,5
522,Solomon Enis,Utah,0,1,0,3,0,4,0,3,1,2,2,0,1,2,0,3,0,0,0,2,1.8,6.8,7.5,24,15,164,0
523,Nigel Fitzgerald,ODU,0,0,0,0,0,1,1,2,3,0,2,4,0,9,2,0,0,0,0,0,3.0,9.1,6.9,24,14,219,0
524,Aaron Mathews,Pitt,0,2,2,2,2,2,2,0,4,2,0,0,1,2,3,0,0,0,0,0,2.0,9.2,4.8,24,13,220,1
525,Lincoln Victor,Hawaii,0,0,0,0,3,0,0,8,0,4,1,0,1,0,0,3,0,0,4,0,2.4,3.6,3.8,24,10,86,3
526,Joshua Cephus,Tx-SA,0,0,5,5,2,0,1,0,2,0,1,1,4,2,1,0,0,0,0,0,2.4,6.4,6.8,24,8,153,1
527,Terrell Chatman,UVa,0,5,6,4,2,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3.4,4.3,4.8,24,7,104,1
528,Elijah Kothe,SDSU,0,4,2,4,3,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,3.3,7.8,6.0,23,17,179,0
529,Blaze Moorhead,Tx-SA,0,6,3,4,1,0,3,1,2,0,1,0,0,0,2,0,0,0,0,0,2.6,4.3,6.5,23,15,99,1
530,Taylor Compton,UtahSt,0,2,3,0,1,0,0,0,2,0,3,3,3,3,2,0,0,1,0,0,2.3,5.3,4.8,23,14,121,0
531,Markus Grossman,UAB,0,1,2,0,3,1,0,1,0,0,0,0,1,1,0,2,0,11,0,0,2.6,4.3,6.9,23,13,100,0
532,Bryce Ford-Wheaton,WVU,0,4,1,1,0,0,2,1,2,0,5,5,1,1,0,0,0,0,0,0,2.3,8.7,5.1,23,12,201,2
533,Camron Buckley,TexA&M,0,2,3,4,4,2,0,0,2,1,1,0,1,0,1,0,0,0,2,0,2.1,5.3,5.2,23,11,121,0
534,John Stephens,TCU,0,2,0,0,1,1,3,0,2,4,4,0,3,0,3,0,0,0,0,0,2.6,6.6,5.9,23,11,151,0
535,Matt Landers,UGa,0,2,2,2,1,0,2,0,0,0,1,1,1,0,3,4,0,0,0,4,2.1,4.6,5.6,23,10,105,1
536,Jacob Gasser,UNLV,0,3,0,0,0,3,3,0,2,3,2,0,2,1,4,0,0,0,0,0,2.1,2.4,6.1,23,10,55,0
537,Deion Hair-Griffin,NorTx,0,2,3,9,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2.3,3.0,5.2,23,7,70,0
538,Keyshawn Helton,FlaSt,0,2,0,6,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7,10.9,5.2,22,17,239,3
539,CJ Windham,MiddTn,0,2,8,3,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7,10.6,6.2,22,13,233,4
540,BJ Busbee,SDSU,0,3,0,1,0,0,0,3,2,2,0,3,3,2,0,0,0,3,0,0,2.2,5.0,5.7,22,13,109,0
541,Darrell Brown,ODU,0,0,0,0,0,2,3,0,5,1,5,0,0,4,2,0,0,0,0,0,2.8,5.2,6.3,22,13,114,0
542,Keyon Lesane,NCSU,0,2,2,0,3,0,0,4,4,0,2,2,3,0,0,0,0,0,0,0,2.4,4.2,4.8,22,13,93,0
543,Xavier Weaver,USF,0,4,0,3,0,1,3,1,3,0,0,2,2,2,1,0,0,0,0,0,2.2,7.5,6.9,22,12,166,0
544,Justin Shorter,PSU,0,3,2,3,0,1,0,1,1,3,0,3,0,5,0,0,0,0,0,0,2.4,6.2,6.1,22,12,137,0
545,Corey Crooms,WestMi,0,2,2,1,0,0,0,2,1,3,0,0,4,0,3,0,0,0,4,0,2.4,6.7,5.4,22,12,148,1
546,C.J. Bolar,Vandy,0,5,4,0,2,2,2,1,0,0,5,1,0,0,0,0,0,0,0,0,2.8,3.6,5.9,22,11,79,0
547,Derius Davis,TCU,0,10,0,2,2,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,2.4,6.9,5.6,22,11,151,0
548,Sal Cannella,Auburn,0,5,2,1,0,2,2,0,3,2,2,0,1,0,1,0,0,0,0,1,2.0,8.5,5.7,22,10,188,2
549,Frank Ladson,Clem,0,1,2,3,1,1,0,3,1,3,3,1,2,0,0,1,0,0,0,0,1.8,5.8,4.4,22,9,128,3
550,Gunner Gentry,Wyo,0,1,2,1,4,2,0,5,2,0,0,1,4,0,0,0,0,0,0,0,2.4,5.9,9.2,22,6,130,0
551,Derrick Vickers,Utah,0,0,2,2,3,2,0,2,2,1,1,0,0,2,2,1,0,0,0,1,1.6,9.6,6.6,21,19,202,0
552,Racey McMath,LSU,0,1,1,0,5,0,2,0,4,1,0,0,1,2,2,1,0,0,1,0,1.9,13.6,3.7,21,17,285,3
