,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
184,Dontay Demus,MD,0,0,0,0,0,0,0,0,7,9,8,0,0,15,0,7,0,0,0,0,9.2,7.9,29.1,46,24,365,4
185,Lavel Davis,UVa,0,0,0,0,9,7,4,3,0,0,0,7,2,0,4,10,0,0,0,0,5.8,11.2,12.3,46,20,515,5
186,Tray Eafford,Troy,0,0,0,6,2,0,3,1,4,8,7,0,5,0,4,5,0,0,0,0,4.5,8.8,10.1,45,34,394,3
187,Taye Barber,TCU,0,0,0,0,8,7,5,0,6,5,5,5,0,1,2,1,0,0,0,0,4.5,7.1,16.6,45,31,318,2
188,Emmanuel Logan-Greene,NM,0,0,0,0,0,0,0,0,0,6,12,10,5,5,0,7,0,0,0,0,6.4,6.2,21.5,45,30,277,0
189,Tim Jones,SouMis,0,10,0,9,0,0,0,0,0,3,0,5,10,0,0,8,0,0,0,0,6.4,10.7,16.6,45,30,480,4
190,Travell Harris,WashSt,0,0,0,0,0,0,0,0,0,0,9,14,0,0,11,0,11,0,0,0,11.3,7.6,30.0,45,29,340,2
191,Michael Young,Cin,0,0,0,3,12,4,0,0,3,5,4,3,1,0,0,0,4,0,6,0,4.5,7.4,15.6,45,29,332,3
192,Ben Skowronek,ND,0,0,2,0,0,0,0,2,3,2,9,6,0,5,5,0,4,0,7,0,4.5,9.8,12.8,45,29,439,5
193,Jayshon Jackson,Cin,0,0,0,5,5,7,0,0,4,2,3,7,2,0,0,0,3,0,7,0,4.5,7.5,15.6,45,27,337,1
194,Eli Pancol,Duke,0,0,5,4,5,5,5,5,0,0,5,0,0,2,5,4,0,0,0,0,4.5,5.4,11.5,45,24,241,1
195,Javon Ivory,Mem,0,0,0,0,0,0,0,4,6,3,10,0,4,4,2,4,0,8,0,0,4.5,7.9,10.9,45,23,356,3
196,TJ Chase,FlaAtl,0,0,0,0,0,3,0,0,7,5,6,1,9,0,10,1,0,3,0,0,5.0,7.4,20.2,45,23,334,2
197,Jonathan Hodoh,UL-Mon,0,0,4,8,4,6,5,0,4,2,6,0,0,2,4,0,0,0,0,0,4.5,5.6,12.0,45,22,251,0
198,Chabastin Taylor,KanSt,0,0,7,0,5,3,5,0,4,11,2,0,5,1,2,0,0,0,0,0,4.5,6.5,18.3,45,19,293,1
199,T.J. Vasher,TxTch,0,0,10,0,13,6,1,0,0,0,5,7,0,3,0,0,0,0,0,0,6.4,5.0,11.5,45,19,227,2
200,Rondale Moore,Purdue,0,0,0,0,0,0,0,0,0,0,0,0,19,9,16,0,0,0,0,0,14.7,6.1,17.4,44,35,270,0
201,Rico Bussey,Hawaii,0,0,0,0,0,0,0,0,11,5,7,6,1,4,8,2,0,0,0,0,5.5,6.2,14.5,44,31,274,1
202,Ontaria Wilson,FlaSt,0,0,4,0,6,7,2,4,8,0,2,9,0,0,0,2,0,0,0,0,4.9,8.7,15.4,44,30,382,2
203,Demarcus Jones,SouMis,0,2,0,4,16,5,0,0,4,4,4,1,4,0,0,0,0,0,0,0,4.4,6.0,16.2,44,29,265,1
204,Keith Corbin,Hou,0,0,0,0,0,0,7,5,5,8,6,9,0,0,0,4,0,0,0,0,6.3,8.0,15.5,44,27,352,1
205,Josh Kelly,Fres,0,0,0,0,0,0,0,0,2,4,6,8,0,0,10,14,0,0,0,0,7.3,7.5,18.3,44,22,330,1
206,Quentin Johnston,TCU,0,0,0,0,2,3,4,0,7,4,6,6,0,0,5,7,0,0,0,0,4.9,11.1,16.2,44,22,487,2
207,Josh Imatorbhebhe,Ill,0,0,0,0,0,0,0,0,10,8,2,3,6,0,9,6,0,0,0,0,6.3,6.8,22.6,44,22,297,3
208,Demario Douglas,Lib,0,0,0,0,6,3,2,4,6,0,3,3,4,5,0,0,0,7,0,0,3.9,8.4,14.2,43,32,363,3
209,Deonte Simpson,NorTx,0,4,0,3,0,6,6,3,0,0,0,0,0,6,6,9,0,0,0,0,5.4,12.0,12.9,43,25,517,4
210,E.J. Williams,Clem,0,0,2,5,0,1,1,4,2,7,1,0,0,4,0,0,7,0,9,0,3.9,7.1,9.0,43,24,306,2
211,Jesse Matthews,SDSU,0,0,0,0,0,0,0,0,3,7,7,2,9,5,4,6,0,0,0,0,5.4,7.6,21.8,43,24,326,1
212,Brandon Smith,Iowa,0,0,0,0,0,0,0,0,6,9,5,1,4,5,7,6,0,0,0,0,5.4,5.4,17.6,43,23,231,2
213,Jared Wayne,Pitt,0,0,0,6,3,0,5,5,4,0,3,0,0,7,0,10,0,0,0,0,5.4,7.6,10.3,43,21,326,1
214,Melquan Stovall,Nevada,0,0,0,0,0,0,0,0,6,4,5,6,3,5,4,9,0,0,0,0,5.3,6.0,11.9,42,33,250,0
215,Dontario Drummond,Miss,0,0,0,0,4,1,3,4,3,4,0,6,0,4,0,0,4,0,9,0,4.2,9.9,12.6,42,25,417,7
216,Jacob Copeland,Fla,0,0,0,0,4,2,1,0,0,3,5,3,7,1,5,6,5,0,0,0,3.8,10.4,8.9,42,23,435,3
217,Randle Jones,Temple,0,0,0,0,0,0,5,9,17,7,3,0,0,0,0,0,0,0,0,0,8.2,9.0,17.0,41,31,370,2
218,Sean Ryan,WVU,0,0,3,0,1,0,0,4,5,1,6,4,0,0,10,0,0,0,7,0,4.6,6.4,10.3,41,25,264,0
219,Ihmir Smith-Marsette,Iowa,0,0,0,0,0,0,0,0,5,8,0,5,3,4,7,9,0,0,0,0,5.9,8.4,16.8,41,25,345,4
220,Jake Bailey,Rice,0,0,0,0,0,0,0,0,8,4,0,0,9,0,10,10,0,0,0,0,8.2,6.7,31.8,41,23,276,2
221,Latrell Williams,USF,0,0,1,6,0,5,11,2,3,0,5,2,0,6,0,0,0,0,0,0,4.6,6.3,13.5,41,22,260,0
222,Chris Autman-Bell,Minn,0,0,0,0,0,0,0,0,2,5,4,8,7,0,0,9,6,0,0,0,5.9,10.5,22.7,41,22,430,1
223,Ryan O'Keefe,UCF,0,0,0,2,3,2,0,6,4,5,0,2,7,2,0,0,0,8,0,0,4.1,9.5,10.1,41,20,391,3
224,Barrett Banister,Missou,0,0,0,0,3,0,4,0,0,6,0,0,6,6,6,3,6,0,0,0,4.4,6.3,10.3,40,27,252,0
225,Tanner Knue,EastMi,0,0,0,0,0,0,0,0,0,0,8,11,2,8,5,6,0,0,0,0,6.7,10.3,21.2,40,27,413,4
226,Kalil Pimpleton,CentMi,0,0,0,0,0,0,0,0,0,0,10,5,3,6,10,6,0,0,0,0,6.7,6.9,24.0,40,26,277,2
227,Ronnie Bell,Mich,0,0,0,0,0,0,0,0,5,9,8,5,7,6,0,0,0,0,0,0,6.7,10.0,18.8,40,26,401,1
228,Kevin Shaa,Lib,0,0,0,6,7,1,4,2,5,0,3,2,3,4,0,0,0,3,0,0,3.6,11.0,13.2,40,25,440,4
229,DeVontres Dukes,USF,0,0,3,9,0,7,4,3,2,0,2,4,0,6,0,0,0,0,0,0,4.4,7.4,13.2,40,24,297,4
230,Tamorrion Terry,FlaSt,0,0,12,0,0,9,12,0,0,0,7,0,0,0,0,0,0,0,0,0,6.7,7.2,14.0,40,23,289,1
231,Jaray Jenkins,LSU,0,0,0,0,7,3,2,0,4,4,0,0,4,5,2,8,1,0,0,0,4.0,9.9,9.8,40,23,397,2
232,Nykeim Johnson,Syr,0,0,3,7,6,0,2,3,3,4,2,0,3,4,3,0,0,0,0,0,3.6,8.1,12.8,40,20,323,4
233,Isaiah McKoy,KentSt,0,0,0,0,0,0,0,0,0,0,12,10,7,10,0,0,0,0,0,0,9.8,11.7,31.0,39,25,455,5
234,Jaylon Redd,Oregon,0,0,0,0,0,0,0,0,0,0,7,7,3,5,9,0,4,0,4,0,5.6,7.2,20.7,39,25,281,1
235,Justin Shorter,Fla,0,0,0,0,4,2,2,0,0,2,5,3,6,3,4,3,1,0,4,0,3.3,6.9,8.3,39,25,268,3
236,Porter Rooks,NCSU,0,0,0,1,5,4,5,1,5,0,3,4,3,0,4,0,0,0,4,0,3.3,7.1,10.0,39,24,276,0
237,Peter LeBlanc,UL-Laf,0,0,6,7,4,0,0,4,2,4,5,5,0,0,1,0,0,1,0,0,3.9,8.6,13.3,39,23,334,1
238,Ja'Lynn Polk,TxTch,0,0,5,0,1,2,6,0,3,1,4,6,0,6,4,0,0,0,0,0,3.8,6.9,9.7,38,28,264,2
239,Justin Lockhart,Nevada,0,0,0,0,0,0,0,0,6,7,9,5,10,0,0,0,0,1,0,0,6.3,6.3,10.7,38,27,241,2
240,Milton Wright,Purdue,0,0,0,0,0,0,0,0,10,7,0,8,3,4,6,0,0,0,0,0,6.3,8.0,15.0,38,24,305,2
241,Trevis Graham,TxSt,0,4,2,5,4,0,1,1,1,0,7,6,6,1,0,0,0,0,0,0,3.5,7.1,9.9,38,24,271,2
242,Jake Smith,Tex,0,0,0,0,0,9,0,0,3,9,7,0,0,6,4,0,0,0,0,0,6.3,7.7,11.0,38,23,294,3
243,Kameron Brown,CoastC,0,0,1,3,0,5,0,5,4,3,3,0,3,3,5,3,0,0,0,0,3.5,8.1,13.4,38,20,306,3
244,Riley Lees,NW,0,0,0,0,0,0,0,0,5,1,5,3,6,8,0,3,2,0,5,0,4.2,5.6,13.6,38,20,214,2
245,Walter Dawn,UTEP,0,3,7,3,2,0,6,0,7,0,0,5,0,0,0,5,0,0,0,0,4.8,5.3,16.1,38,20,202,0
246,JaVonta Payton,MissSt,0,0,0,0,11,4,9,4,0,4,0,0,5,1,0,0,0,0,0,0,4.8,5.9,6.9,38,19,225,1
247,Hezekiah Jones,TexA&M,0,0,0,0,0,0,0,0,0,8,5,0,0,8,3,0,9,0,5,0,6.3,4.7,12.8,38,18,178,0
248,KeSean Carter,TxTch,0,0,7,0,7,11,0,0,0,3,2,7,0,0,0,0,0,0,0,0,6.2,7.8,9.4,37,30,290,4
249,Jack Dunn,Wisc,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,9,9,0,6,0,6.2,6.9,18.7,37,28,255,1
250,Skyy Moore,WestMi,0,0,0,0,0,0,0,0,0,0,3,7,0,9,7,11,0,0,0,0,7.4,10.5,24.3,37,25,388,3
251,Isaiah Winstead,Toledo,0,0,0,0,0,0,0,0,0,0,4,6,2,7,12,6,0,0,0,0,6.2,11.6,17.3,37,25,429,3
252,Avery Davis,ND,0,0,2,1,0,0,1,2,4,5,7,3,0,2,3,0,3,0,4,0,3.1,8.7,10.5,37,24,322,2
253,Perry Carter,UL-Mon,0,0,2,10,0,5,3,0,1,3,6,0,0,4,3,0,0,0,0,0,3.7,8.4,9.9,37,22,312,2
254,Terrance Dixon,GaSt,0,0,0,6,0,3,0,1,3,2,2,5,2,9,0,0,0,4,0,0,3.7,6.1,12.4,37,21,226,0
255,Dayton Wade,WestKy,0,0,1,1,0,10,12,9,0,0,0,0,0,0,0,0,0,4,0,0,5.3,4.9,10.2,37,21,180,0
256,Braydon Johnson,OkSt,0,0,0,2,2,5,0,0,3,6,2,0,6,6,3,2,0,0,0,0,3.7,6.7,11.3,37,20,248,1
257,Myles Price,TxTch,0,0,0,0,1,6,4,0,7,4,5,1,0,4,4,0,0,0,0,0,4.0,8.3,9.2,36,28,300,1
258,Trevon Bradford,OreSt,0,0,0,0,0,0,0,0,0,0,11,5,3,10,7,0,0,0,0,0,7.2,6.6,15.6,36,24,239,1
259,Quian Williams,EastMi,0,0,0,0,0,0,0,0,0,0,7,2,10,4,5,8,0,0,0,0,6.0,8.9,19.0,36,24,322,2
260,Micaleous Elder,CHAR,0,0,5,0,0,5,6,0,2,9,0,0,0,0,9,0,0,0,0,0,6.0,7.3,20.8,36,22,264,2
261,Jalen Virgil,App,0,0,4,6,0,0,0,0,0,0,3,5,5,2,4,4,3,0,0,0,4.0,6.3,12.4,36,22,225,3
262,Drue Jackson,TxSt,0,5,2,0,4,0,3,4,6,5,2,2,0,3,0,0,0,0,0,0,3.6,6.8,9.4,36,21,244,0
263,Malik Murray,GaSo,0,0,2,0,2,0,0,4,6,2,2,2,4,3,3,4,0,2,0,0,3.0,7.2,21.3,36,21,260,1
264,Justin McGriff,UtahSt,0,0,0,0,0,0,0,0,8,7,5,6,0,5,5,0,0,0,0,0,6.0,5.1,22.4,36,15,185,2
265,Trea Shropshire,UAB,0,3,3,0,5,3,0,3,1,2,0,0,0,0,0,6,10,0,0,0,4.0,8.6,15.2,36,14,310,2
266,Xavier Gipson,SFA,0,6,0,8,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3.5,24.0,30.4,35,52,841,9
267,Landon Wolf,OkSt,0,0,0,2,0,0,0,0,3,4,6,0,4,1,5,6,0,0,4,0,3.2,6.5,10.7,35,24,229,1
268,Antoine Robinson,SouMis,0,0,0,2,4,7,0,0,6,4,4,2,6,0,0,0,0,0,0,0,4.4,6.3,12.9,35,23,221,0
269,T.J. Simmons,WVU,0,0,0,0,5,1,0,2,0,3,5,4,0,0,7,0,0,0,8,0,4.4,11.5,8.8,35,23,401,4
270,Jalen Williams,UL-Laf,0,0,5,3,1,0,0,6,3,4,2,5,0,2,3,0,0,1,0,0,3.2,10.3,11.9,35,20,360,4
271,CT Thomas,Boise,0,0,0,0,0,0,0,0,5,2,6,6,5,0,0,4,7,0,0,0,5.0,9.9,16.2,35,20,347,2
272,Willie Johnson,Marsh,0,4,0,5,0,0,3,2,0,0,2,12,0,0,4,0,3,0,0,0,4.4,7.7,12.9,35,18,268,2
273,Andrew Erickson,NM,0,0,0,0,0,0,0,0,0,7,3,4,7,8,3,3,0,0,0,0,5.0,7.7,16.7,35,18,270,2
274,Braden Smith,Lou,0,0,4,1,1,0,2,1,2,1,0,5,9,3,0,5,0,0,0,0,3.1,10.9,11.3,34,27,370,0
275,Omarion Dollison,USF,0,0,1,1,0,1,1,7,9,0,5,5,0,4,0,0,0,0,0,0,3.8,8.0,11.2,34,21,272,1
276,Tre Nixon,UCF,0,0,0,5,0,0,0,0,0,0,0,0,10,9,0,0,0,10,0,0,8.5,7.6,8.4,34,19,260,2
277,Tyquan Thornton,Baylor,0,0,0,0,2,7,0,0,8,0,0,0,0,7,10,0,0,0,0,0,5.7,4.6,10.5,34,16,158,1
278,Zeriah Beason,OreSt,0,0,0,0,0,0,0,0,0,0,5,1,3,4,9,5,7,0,0,0,4.9,4.4,14.7,34,16,148,3
279,A.T. Perry,Wake,0,0,6,8,0,7,0,3,1,0,0,0,0,0,0,7,0,2,0,0,4.9,6.2,11.3,34,15,211,1
280,Keric Wheatfall,Fres,0,0,0,0,0,0,0,0,4,8,7,5,0,0,9,0,0,0,0,0,6.6,11.0,13.7,33,23,363,1
281,Sean Shaw,IaSt,0,0,4,0,0,0,4,0,0,5,4,0,3,5,4,0,3,0,1,0,3.7,6.4,9.0,33,21,212,1
282,Miles Marshall,Ind,0,0,0,0,0,0,0,0,5,0,5,5,8,5,1,0,0,0,4,0,4.7,8.8,11.4,33,19,290,1
283,Jalen Kelsey,Camp,0,0,8,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,6.7,31.4,33,18,221,1
284,CJ Yarbrough,Lib,0,0,0,4,0,6,6,0,1,0,9,3,4,0,0,0,0,0,0,0,4.7,8.1,10.9,33,17,268,1
285,Dennis Smith,Duke,0,0,2,4,7,0,6,2,0,4,2,0,0,3,0,3,0,0,0,0,3.7,7.1,8.4,33,16,235,1
286,Jaylen Waddle,Ala,0,0,0,0,10,6,6,7,0,0,0,0,0,0,0,0,0,0,0,3,5.3,18.5,7.6,32,28,591,4
287,Stanley Berryhill,Ari,0,0,0,0,0,0,0,0,0,0,0,9,5,9,4,5,0,0,0,0,6.4,7.1,18.0,32,23,227,3
288,Koy Moore,LSU,0,0,0,0,1,3,0,0,3,3,0,0,0,1,4,5,12,0,0,0,4.0,5.5,7.8,32,22,177,0
289,Reggie Roberson,SMU,0,8,0,10,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,14.8,8.7,32,22,474,5
290,Kolby Taylor,OreSt,0,0,0,0,0,0,0,0,0,0,9,6,1,10,4,2,0,0,0,0,5.3,7.0,13.9,32,20,224,1
291,Dimitri Stanley,Colo,0,0,0,0,0,0,0,0,0,0,9,7,0,2,4,2,0,0,8,0,5.3,10.5,18.6,32,20,335,1
292,Luke Grimm,Kansas,0,0,0,0,0,0,0,0,1,6,9,0,0,8,8,0,0,0,0,0,6.4,8.0,11.4,32,19,255,2
293,Kekoa Crawford,Cal,0,0,0,0,0,0,0,0,0,0,0,7,11,9,5,0,0,0,0,0,8.0,7.3,24.1,32,19,232,2
294,Jevin Frett,UL-Mon,0,0,1,3,2,7,2,0,2,4,5,0,0,4,2,0,0,0,0,0,3.2,9.0,8.6,32,18,288,1
295,Tre'von Bradley,Hou,0,0,0,0,0,0,2,3,8,10,0,0,0,0,0,3,0,6,0,0,5.3,7.1,11.3,32,18,228,0
296,Audie Omotosho,ECU,0,0,0,0,5,6,2,5,0,8,2,4,0,0,0,0,0,0,0,0,4.6,6.2,11.4,32,18,198,0
297,Nico Ragaini,Iowa,0,0,0,0,0,0,0,0,5,6,6,2,5,6,0,2,0,0,0,0,4.0,6.0,13.1,32,18,191,0
298,Jamire Calvin,WashSt,0,0,0,0,0,0,0,0,0,0,8,5,0,0,8,0,11,0,0,0,8.0,5.7,21.3,32,17,183,1
299,Bryce Singleton,FIU,0,0,0,0,3,0,4,0,5,0,0,7,13,0,0,0,0,0,0,0,6.4,4.7,25.4,32,14,150,1
300,Jalen Brooks,SCar,0,0,0,0,0,0,0,0,4,0,3,8,10,4,3,0,0,0,0,0,5.3,3.1,11.0,32,11,100,0
301,Velus Jones,Tenn,0,0,0,0,6,1,2,2,1,0,1,0,2,0,8,8,0,0,0,0,3.1,9.0,11.1,31,22,280,3
302,Bru McCoy,USC,0,0,0,0,0,0,0,0,0,0,6,5,8,0,1,3,8,0,0,0,5.2,7.6,12.0,31,21,236,2
303,Tory Horton,Nevada,0,0,0,0,0,0,0,0,2,1,3,0,1,3,10,8,0,3,0,0,3.9,10.8,8.8,31,20,336,5
304,Brandon Johnson,Tenn,0,0,0,0,5,5,4,4,2,0,2,0,2,0,6,1,0,0,0,0,3.4,7.5,11.1,31,19,231,0
305,Phat Watts,Tulane,0,0,3,3,3,0,3,3,5,1,1,1,1,0,5,0,0,2,0,0,2.6,7.0,10.3,31,17,217,0
306,Adonicas Sanders,GaTech,0,0,3,2,5,0,1,0,4,3,0,0,0,1,9,3,0,0,0,0,3.4,7.2,11.1,31,17,223,1
307,Trayvon Rudolph,NIU,0,0,0,0,0,0,0,0,0,0,3,4,8,6,4,6,0,0,0,0,5.2,7.5,14.4,31,14,232,0
308,Jermaine Johnson,UMass,0,0,0,0,0,0,0,2,0,0,9,0,12,8,0,0,0,0,0,0,7.8,3.1,31.6,31,14,96,0
309,Mykel Jones,Tulane,0,0,5,2,0,0,2,4,2,5,4,3,2,0,2,0,0,0,0,0,3.1,5.0,10.3,31,11,154,1
310,Ben Ratzlaff,HouBap,0,8,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,13.3,17.6,30,29,399,3
311,Slade Bolden,Ala,0,0,0,0,0,0,0,1,7,3,0,0,3,1,1,5,3,0,3,3,3.0,9.0,7.1,30,24,270,1
312,Artie Henry,Marsh,0,0,0,0,0,0,0,3,7,0,7,7,0,0,2,0,3,1,0,0,4.3,10.3,11.0,30,22,308,3
313,Deven Thompkins,UtahSt,0,0,0,0,0,0,0,0,7,9,9,5,0,0,0,0,0,0,0,0,7.5,7.1,18.6,30,20,214,1
314,Jahquan Bloomfield,UL-Mon,0,0,2,4,2,3,1,0,4,5,2,0,0,3,4,0,0,0,0,0,3.0,10.4,8.0,30,16,312,1
315,Cornelius Johnson,Mich,0,0,0,0,0,0,0,0,0,5,7,3,7,8,0,0,0,0,0,0,6.0,8.5,14.1,30,16,254,3
316,JJ Holloman,FIU,0,0,0,0,8,0,7,0,0,0,0,9,6,0,0,0,0,0,0,0,7.5,3.6,23.8,30,8,108,1
317,Dante Wright,ColoSt,0,0,0,0,0,0,0,0,0,0,12,8,0,0,9,0,0,0,0,0,9.7,10.9,28.7,29,20,315,0
318,Johnny Johnson,Oregon,0,0,0,0,0,0,0,0,0,0,5,3,3,11,2,0,1,0,4,0,4.1,9.2,15.4,29,19,267,2
319,JaCorey Sullivan,CentMi,0,0,0,0,0,0,0,0,0,0,6,4,2,9,3,5,0,0,0,0,4.8,6.1,17.4,29,16,176,0
320,Corey Rucker,ArkSt,0,0,3,0,0,0,3,2,6,2,1,0,0,1,11,0,0,0,0,0,3.6,15.6,6.4,29,16,453,5
321,Chandler Whitfield,UL-Mon,0,0,4,6,3,5,3,0,4,3,0,0,0,1,0,0,0,0,0,0,3.6,3.3,7.8,29,15,96,1
322,Roshauud Paul,ArkSt,0,2,7,0,0,4,1,0,3,1,8,0,3,0,0,0,0,0,0,0,3.2,5.7,6.4,29,15,166,1
323,Malik Knowles,KanSt,0,0,5,0,1,5,0,0,4,2,3,0,0,3,6,0,0,0,0,0,3.6,7.0,11.8,29,13,204,3
324,Cole Tucker,NIU,0,0,0,0,0,0,0,0,0,0,9,11,7,0,0,2,0,0,0,0,5.8,4.7,13.5,29,13,136,2
325,Chimere Dike,Wisc,0,0,0,0,0,0,0,0,0,0,0,2,7,0,5,7,4,0,4,0,4.8,6.5,14.6,29,12,189,1
326,Jordan Kress,NM,0,0,0,0,0,0,0,0,0,9,6,6,8,0,0,0,0,0,0,0,7.3,7.7,13.9,29,12,224,2
327,Bret Clark,Troy,0,0,0,7,2,0,5,5,1,0,0,0,3,2,3,0,0,0,0,0,3.5,5.7,6.3,28,20,159,0
328,Jalin Hyatt,Tenn,0,0,0,0,1,4,1,1,2,0,4,0,4,0,4,6,1,0,0,0,2.8,9.9,10.0,28,20,276,2
329,Danzel McKinley-Lewis,Toledo,0,0,0,0,0,0,0,0,0,0,4,5,3,7,7,2,0,0,0,0,4.7,10.3,13.1,28,20,289,2
330,Jovany Ruiz-Navarro,Buff,0,0,0,0,0,0,0,0,0,0,1,4,0,7,0,3,4,9,0,0,4.7,6.9,18.2,28,20,192,1
331,Marquez Stevenson,Hou,0,0,0,0,0,0,7,3,10,1,0,0,0,0,0,7,0,0,0,0,5.6,11.0,9.9,28,20,307,4
332,Britain Covey,Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,12,0,0,0,7.0,9.4,18.2,28,19,264,3
333,Frank Ladson,Clem,0,0,2,3,0,7,5,6,4,0,0,0,0,0,0,0,0,0,1,0,3.5,10.0,5.9,28,18,281,3
334,Blair Conwright,TCU,0,0,0,0,4,2,8,0,5,2,2,4,0,1,0,0,0,0,0,0,3.5,7.4,10.3,28,17,207,1
335,Phillip Brooks,KanSt,0,0,6,0,3,2,0,0,0,9,3,0,1,1,3,0,0,0,0,0,2.8,5.5,11.4,28,15,155,2
336,Keyshawn Helton,FlaSt,0,0,3,0,4,3,2,3,4,0,4,4,0,0,0,1,0,0,0,0,3.1,4.3,9.8,28,14,119,2
337,Jarett Garner,Duke,0,0,0,1,2,4,4,3,0,2,3,0,0,9,0,0,0,0,0,0,3.5,9.8,7.1,28,13,274,2
338,CJ Daniels,Lib,0,0,0,1,1,1,4,4,4,0,2,3,2,4,0,0,0,2,0,0,2.5,7.9,9.2,28,11,220,3
339,Devaughn Cooper,UTEP,0,5,6,2,3,0,4,0,5,0,0,1,0,0,0,2,0,0,0,0,3.5,4.9,11.9,28,10,136,1
340,Chandler Speights,TxSt,0,4,2,0,1,0,1,1,2,8,0,3,4,1,0,0,0,0,0,0,2.7,8.3,7.0,27,20,225,1
341,Samuel Emilus,UMass,0,0,0,0,0,0,0,8,0,0,7,0,7,5,0,0,0,0,0,0,6.8,6.2,27.6,27,17,168,1
342,Nate Stewart,Akron,0,0,0,0,0,0,0,0,0,0,6,6,3,5,2,5,0,0,0,0,4.5,8.0,18.6,27,17,217,1
343,Randall St. Felix,USF,0,0,4,0,0,3,3,6,1,0,3,1,0,6,0,0,0,0,0,0,3.4,5.6,8.9,27,15,150,1
344,Racey McMath,LSU,0,0,0,0,8,3,2,0,1,7,0,0,6,0,0,0,0,0,0,0,4.5,7.2,6.6,27,14,195,1
345,Darrell Harding,Duke,0,0,2,6,3,1,3,1,0,1,5,0,0,3,1,1,0,0,0,0,2.5,5.9,6.9,27,12,160,0
346,Jordan Merrell,FlaAtl,0,0,0,0,0,2,0,0,5,0,1,4,2,0,3,3,0,6,0,0,3.3,8.4,11.7,26,18,218,0
347,Makai Polk,Cal,0,0,0,0,0,0,0,0,0,0,0,6,5,5,10,0,0,0,0,0,6.5,7.0,19.5,26,17,183,1
348,Talik Keaton,Marsh,0,3,0,1,0,0,4,2,2,0,0,0,0,0,12,0,1,1,0,0,3.3,6.7,9.6,26,17,175,1
349,Noah Frith,Lib,0,0,0,0,3,0,0,0,0,0,4,3,7,5,0,0,0,4,0,0,4.3,8.1,8.6,26,16,211,2
350,K.D. Nixon,Colo,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,0,8,0,6.5,5.1,15.1,26,15,132,0
351,Julian Ortega-Jones,BGSU,0,0,0,0,0,0,0,0,0,0,5,6,8,2,5,0,0,0,0,0,5.2,6.2,21.8,26,14,160,0
352,Jeff Foreman,ArkSt,0,0,3,0,0,0,0,0,1,0,0,0,7,7,8,0,0,0,0,0,4.3,16.9,5.7,26,13,439,3
353,George Qualls,Akron,0,0,0,0,0,0,0,0,0,0,1,7,6,4,6,2,0,0,0,0,4.3,6.2,17.9,26,12,160,1
354,Keyion Dixon,EastKy,0,6,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2.8,24.3,30.9,25,37,607,6
355,Jordan Whittington,Tex,0,0,3,0,0,0,12,0,0,0,0,0,0,4,3,0,0,0,3,0,5.0,8.2,7.2,25,21,206,0
356,Michael Wilson,Stan,0,0,0,0,0,0,0,0,0,0,5,10,0,8,2,0,0,0,0,0,6.3,10.4,11.7,25,19,261,1
357,Austin Upshaw,SMU,0,2,0,2,0,4,0,0,3,2,1,0,0,11,0,0,0,0,0,0,3.6,8.7,6.8,25,18,218,1
358,Tre Tucker,Cin,0,0,0,1,3,3,0,0,2,3,4,4,3,0,0,0,1,0,1,0,2.5,9.4,8.7,25,18,236,3
359,Jack Sorenson,Mia-O,0,0,0,0,0,0,0,0,0,0,12,4,0,9,0,0,0,0,0,0,8.3,14.2,30.1,25,18,354,4
360,Rakim Jarrett,MD,0,0,0,0,0,0,0,0,4,6,6,0,0,1,0,8,0,0,0,0,5.0,10.1,15.8,25,17,252,2
361,Cade Sutherland,USA,0,0,1,0,1,0,0,2,1,4,2,8,2,2,2,0,0,0,0,0,2.5,5.2,7.3,25,16,130,0
362,Damonte Coxie,Mem,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,7.0,6.1,25,16,175,1
363,Javen Banks,TxSt,0,0,0,0,0,0,2,2,1,3,8,2,2,5,0,0,0,0,0,0,3.1,12.0,6.5,25,16,299,4
364,Emery Simmons,UNC,0,0,0,0,0,0,0,0,8,3,4,2,0,4,3,0,0,1,0,0,3.6,8.0,7.0,25,15,201,1
365,Khafre Brown,UNC,0,0,3,0,0,3,1,1,1,2,2,5,0,1,1,0,0,0,5,0,2.3,13.5,7.0,25,15,337,2
366,Christian Wells,App,0,0,1,5,0,0,0,0,3,3,4,2,5,0,0,1,0,1,0,0,2.8,8.8,8.6,25,14,220,4
367,Allen Dailey,Kty,0,0,0,0,3,0,3,3,0,6,0,1,1,0,6,0,0,0,2,0,2.8,5.6,10.4,25,14,139,1
368,Isaiah Hamilton,SJSU,0,0,0,0,0,0,0,0,1,5,3,2,0,0,2,1,6,0,5,0,3.1,8.2,8.8,25,13,206,2
