,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
26,Joshua Cephus,Tx-SA,0,0,7,13,10,5,6,9,6,9,0,6,6,6,0,0,0,4,0,0,7.3,6.3,24.2,87,58,547,5
27,Mike Harley,Mia-Fl,0,0,6,4,13,0,5,5,12,0,9,8,0,0,6,10,0,0,9,0,7.9,9.2,22.7,87,57,799,7
28,Jaden Walley,MissSt,0,0,0,0,1,9,5,4,0,8,7,0,10,14,0,12,10,0,7,0,7.9,8.3,15.8,87,52,718,2
29,Dyami Brown,UNC,0,0,11,0,0,8,6,9,9,13,5,10,0,7,3,5,0,0,0,0,7.8,12.8,24.0,86,55,1099,8
30,Kadarius Toney,Fla,0,0,0,0,7,8,9,0,0,6,10,7,6,3,9,12,8,0,0,0,7.7,11.6,18.1,85,70,984,10
31,Shi Smith,SCar,0,0,0,0,15,18,5,11,7,0,10,12,1,0,6,0,0,0,0,0,9.4,7.4,29.3,85,57,633,4
32,Josh Ali,Kty,0,0,0,0,14,7,5,5,5,14,0,3,10,8,6,0,0,0,6,0,6.9,5.7,34.4,83,54,473,1
33,Cornell Powell,Clem,0,0,2,2,0,3,5,5,7,12,9,0,0,9,7,0,7,0,12,0,6.7,11.0,16.8,80,53,882,7
34,Khalil Shakir,Boise,0,0,0,0,0,0,0,0,10,7,18,9,14,0,0,11,11,0,0,0,11.4,9.0,37.0,80,52,719,6
35,Rashee Rice,SMU,0,5,0,7,6,8,0,9,11,5,8,10,0,11,0,0,0,0,0,0,8.0,8.5,21.7,80,48,683,5
36,Jarrin Pierce,MiddTn,0,4,0,15,12,11,6,6,8,0,0,12,5,0,0,0,0,0,0,0,8.8,7.4,25.6,79,59,584,3
37,John Metchie,Ala,0,0,0,0,2,6,7,5,9,5,0,0,3,9,7,6,5,0,4,11,6.1,11.6,18.8,79,55,916,6
38,Erik Ezukanma,TxTch,0,0,8,0,10,7,7,0,6,13,9,4,0,9,6,0,0,0,0,0,7.9,9.5,20.2,79,46,748,6
39,David Bell,Purdue,0,0,0,0,0,0,0,0,21,11,0,17,10,5,14,0,0,0,0,0,13.0,8.0,30.8,78,53,625,8
40,Kayshon Boutte,LSU,0,0,0,0,2,4,5,0,1,8,0,0,5,9,13,10,21,0,0,0,7.8,9.4,19.0,78,45,735,5
41,Emeka Emezie,NCSU,0,0,0,3,4,12,7,5,5,0,8,5,4,4,10,0,0,0,8,0,6.3,9.8,19.2,75,47,738,5
42,Bo Melton,Rut,0,0,0,0,0,0,0,0,7,6,10,5,13,5,10,11,8,0,0,0,8.3,8.5,24.0,75,47,638,6
43,Tahj Washington,Mem,0,4,0,0,0,3,0,10,9,7,10,0,3,6,9,5,0,9,0,0,6.8,9.9,18.2,75,43,743,6
44,Jacob Cowing,UTEP,0,12,8,9,7,0,15,0,9,0,0,4,0,0,0,11,0,0,0,0,9.4,9.2,31.8,75,41,691,3
45,Cam Johnson,Vandy,0,0,0,0,6,5,4,0,0,15,14,5,8,6,0,11,0,0,0,0,8.2,7.4,25.3,74,56,545,3
46,Tyler Snead,ECU,0,0,0,0,7,12,5,5,0,17,10,2,7,9,0,0,0,0,0,0,8.2,7.1,26.4,74,53,524,5
47,Thomas Hennigan,App,0,0,5,10,7,0,0,0,1,3,6,3,5,6,9,12,6,0,0,0,6.1,8.4,25.2,73,47,616,3
48,Dez Fitzpatrick,Lou,0,0,6,10,3,0,4,4,4,9,0,9,4,11,0,9,0,0,0,0,6.6,11.4,24.2,73,43,833,3
49,Tyrice Richie,NIU,0,0,0,0,0,0,0,0,0,0,9,7,12,18,13,13,0,0,0,0,12.0,8.3,33.5,72,53,597,4
50,Kawaan Baker,USA,0,6,11,0,12,0,0,6,6,6,3,8,9,5,0,0,0,0,0,0,7.2,9.2,21.1,72,51,659,8
51,Tre Walker,SJSU,0,0,0,0,0,0,0,0,4,16,8,7,0,0,4,11,11,0,11,0,9.0,8.7,25.4,72,45,627,4
52,Mitchell Tinsley,WestKy,0,0,5,6,0,9,9,3,7,8,6,6,4,0,8,0,0,1,0,0,6.0,5.2,19.8,72,43,377,4
53,Marcell Barbee,TxSt,0,3,6,2,8,0,4,8,3,9,7,6,12,4,0,0,0,0,0,0,6.0,8.1,18.7,72,40,584,10
54,Treylon Burks,Ark,0,0,0,0,11,2,0,12,0,9,7,4,7,0,15,4,0,0,0,0,7.9,11.5,25.3,71,51,820,7
55,Terrace Marshall,LSU,0,0,0,0,10,4,15,0,7,9,0,0,12,14,0,0,0,0,0,0,10.1,10.3,17.3,71,48,731,10
56,Sam Pinckney,GaSt,0,0,0,5,0,10,0,11,7,2,3,8,7,12,0,0,0,6,0,0,7.1,11.5,23.7,71,47,815,7
57,Tutu Atwell,Lou,0,0,8,10,10,0,13,4,5,10,0,0,3,8,0,0,0,0,0,0,7.9,8.8,23.5,71,46,625,7
58,Dazz Newsome,UNC,0,0,3,0,0,2,7,7,2,4,8,10,0,10,6,4,0,0,7,0,5.8,9.8,19.6,70,54,684,6
59,Keylon Stokes,Tulsa,0,0,0,4,0,9,0,0,7,7,0,10,4,0,8,0,4,0,17,0,7.8,9.2,23.5,70,46,644,3
60,Reggie Todd,Troy,0,0,0,2,3,0,9,5,12,5,7,0,7,3,6,11,0,0,0,0,6.4,7.6,15.7,70,43,530,6
61,Yo'Heinz Tyler,BallSt,0,0,0,0,0,0,0,0,0,0,10,8,11,9,10,8,8,0,6,0,8.8,8.7,28.7,70,42,607,8
62,Ramaud Chiaokhiao-Bowman,NW,0,0,0,0,0,0,0,0,5,5,4,11,11,15,0,1,12,0,6,0,7.8,7.3,25.1,70,41,508,5
63,Josh Johnson,Tulsa,0,0,0,6,0,3,0,0,5,12,0,12,11,0,8,0,7,0,6,0,7.8,7.1,23.5,70,38,499,6
64,Ty Fryfogle,Ind,0,0,0,0,0,0,0,0,10,7,10,15,14,3,4,0,0,0,7,0,8.8,10.3,24.2,70,37,721,7
65,Wan'Dale Robinson,Neb,0,0,0,0,0,0,0,0,6,0,8,7,10,10,10,9,8,0,0,0,8.5,6.8,30.2,68,51,461,1
66,Winston Wright,WVU,0,0,4,0,11,6,0,5,12,5,7,7,0,0,7,0,0,0,4,0,6.8,8.1,17.0,68,47,553,2
67,DJ Turner,Pitt,0,0,2,5,4,12,2,3,3,0,1,0,20,7,0,9,0,0,0,0,6.2,9.3,16.2,68,44,634,3
68,Dillon Stoner,OkSt,0,0,0,4,4,3,0,0,4,6,9,0,4,4,8,13,0,0,9,0,6.2,8.4,20.7,68,42,573,4
69,Blake Proehl,ECU,0,0,0,0,2,18,7,4,0,7,15,4,4,6,0,0,0,0,0,0,7.4,8.6,23.9,67,47,577,4
70,Brandon Bowling,ArkSt,0,0,5,0,0,9,8,8,6,8,8,0,5,4,6,0,0,0,0,0,6.7,7.6,14.8,67,39,507,7
71,Terrell Jana,UVa,0,0,0,0,8,8,21,9,5,6,0,3,2,0,2,3,0,0,0,0,6.7,6.3,17.9,67,36,423,1
72,Osirus Mitchell,MissSt,0,0,0,0,12,6,4,7,0,5,6,0,8,6,0,5,5,0,2,0,6.0,7.7,12.0,66,47,505,4
73,Kwamie Lassiter,Kansas,0,0,7,0,7,6,0,2,11,8,10,0,0,9,6,0,0,0,0,0,7.3,6.9,23.5,66,43,458,2
74,Ainias Smith,TexA&M,0,0,0,0,4,10,6,10,0,6,5,0,0,8,4,0,5,0,8,0,6.6,8.5,22.2,66,43,564,6
75,R.J. Sneed,Baylor,0,0,0,0,8,8,0,0,10,7,10,6,0,7,6,4,0,0,0,0,7.3,7.5,20.3,66,39,497,3
76,Jalon Calhoun,Duke,0,0,8,3,5,5,6,4,0,4,6,0,0,12,8,5,0,0,0,0,6.0,5.3,16.8,66,39,349,2
77,Anthony Queeley,Syr,0,0,5,5,2,0,5,10,9,5,5,0,6,7,7,0,0,0,0,0,6.0,5.7,21.2,66,37,378,2
78,Jeremiah Haydel,TxSt,0,8,6,7,4,0,7,4,5,1,6,4,7,6,0,0,0,0,0,0,5.4,6.3,16.9,65,40,408,4
79,Josh Palmer,Tenn,0,0,0,0,8,6,7,4,10,0,5,0,7,0,6,6,6,0,0,0,6.5,7.3,23.2,65,33,475,4
80,Justin Hall,BallSt,0,0,0,0,0,0,0,0,0,0,9,11,8,9,9,12,6,0,0,0,9.1,10.4,26.2,64,49,665,4
81,Garrett Wilson,OhioSt,0,0,0,0,0,0,0,0,7,14,7,0,11,0,5,0,10,0,2,7,7.9,11.5,28.3,63,43,723,6
82,Malik Williams,App,0,0,5,9,0,0,0,0,9,6,3,5,6,9,3,7,1,0,0,0,5.7,8.5,21.7,63,41,536,3
83,Malik Heath,MissSt,0,0,0,0,4,5,8,6,0,7,12,0,0,9,0,5,3,0,4,0,6.3,4.9,11.4,63,37,307,3
84,Jalen Nailor,MSU,0,0,0,0,0,0,0,0,12,10,8,4,0,9,9,10,0,0,0,0,8.9,8.3,25.8,62,26,515,4
85,Antwan Davis,BallSt,0,0,0,0,0,0,0,0,0,0,9,7,5,8,11,6,11,0,4,0,7.6,7.6,25.0,61,39,466,1
86,Trevon Grimes,Fla,0,0,0,0,5,3,4,0,0,8,3,7,4,2,9,9,7,0,0,0,5.5,9.7,13.0,61,38,589,9
87,Parker Washington,PSU,0,0,0,0,0,0,0,0,4,4,14,11,6,11,4,6,1,0,0,0,6.8,8.0,20.4,61,36,489,6
88,Jason Brownlee,SouMis,0,7,0,8,8,8,0,0,6,6,5,3,4,0,0,6,0,0,0,0,6.1,10.0,22.5,61,34,610,5
89,Mark Pope,Mia-Fl,0,0,3,10,7,0,1,6,7,0,10,7,0,0,0,5,0,0,5,0,6.1,6.6,15.9,61,33,403,2
90,Chris Olave,OhioSt,0,0,0,0,0,0,0,0,7,8,5,0,10,0,12,0,0,0,9,9,8.6,12.2,26.9,60,50,729,7
91,Javon McKinley,ND,0,0,0,4,0,0,6,4,4,5,6,6,0,6,10,0,6,0,3,0,5.5,12.0,17.1,60,42,717,3
92,Bailey Gaither,SJSU,0,0,0,0,0,0,0,0,13,11,4,9,0,0,5,10,8,0,0,0,8.6,12.1,21.1,60,41,725,4
93,Gunner Romney,BYU,0,8,0,0,6,7,7,5,0,7,7,0,3,0,8,0,0,2,0,0,6.0,12.8,16.2,60,39,767,2
94,Jalen Moreno-Cropper,Fres,0,0,0,0,0,0,0,0,4,7,6,12,0,0,13,18,0,0,0,0,10.0,8.7,24.9,60,37,520,5
95,Adrian Hardy,LaTech,0,0,0,10,9,2,8,10,11,10,0,0,0,0,0,0,0,0,0,0,8.6,7.3,17.0,60,33,440,4
96,Thayer Thomas,NCSU,0,0,0,2,1,9,3,5,5,0,2,12,0,10,6,0,0,0,4,0,4.9,9.0,15.1,59,42,529,6
97,Amon-Ra St. Brown,USC,0,0,0,0,0,0,0,0,0,0,12,9,6,0,9,15,8,0,0,0,9.8,8.1,22.9,59,41,478,7
98,Tayvion Robinson,VaTech,0,0,0,0,6,7,6,2,8,2,5,7,7,0,3,6,0,0,0,0,5.4,10.0,24.2,59,38,592,3
99,Simi Fehoko,Stan,0,0,0,0,0,0,0,0,0,0,7,10,0,6,5,9,22,0,0,0,9.8,9.7,27.6,59,37,574,3
100,Corey Gammage,Marsh,0,1,0,2,0,0,4,5,12,0,6,8,0,0,6,0,5,10,0,0,5.9,6.9,21.7,59,35,409,4
101,KeKe Chism,Missou,0,0,0,0,3,3,0,0,1,8,0,0,9,7,12,6,10,0,0,0,5.9,7.8,15.1,59,35,458,1
102,Jadan Blue,Temple,0,0,0,0,0,0,6,11,17,6,8,10,0,0,0,0,0,0,0,0,9.7,6.6,24.1,58,41,381,5
103,Justin Garrett,UTEP,0,6,6,5,12,0,8,0,11,0,0,6,0,0,0,4,0,0,0,0,7.3,8.8,24.6,58,38,510,3
104,Duece Watts,Tulane,0,0,1,1,8,0,3,4,5,8,9,9,4,0,6,0,0,0,0,0,5.3,8.8,19.3,58,31,512,6
105,Branden Mack,Temple,0,0,0,0,0,0,10,8,13,7,7,5,8,0,0,0,0,0,0,0,8.3,5.0,24.1,58,26,291,3
106,JuanCarlos Santana,Tulsa,0,0,0,5,0,2,0,0,3,7,0,6,17,0,3,0,9,0,5,0,6.3,9.5,19.1,57,34,544,4
107,Taylor Morin,Wake,0,0,10,5,0,2,0,2,1,11,0,5,0,0,0,9,0,0,12,0,6.3,7.1,18.9,57,32,405,3
108,Dee Wiggins,Mia-Fl,0,0,3,4,4,0,7,3,3,0,9,12,0,0,4,2,0,0,6,0,5.2,6.3,14.9,57,31,358,3
109,Bryce Ford-Wheaton,WVU,0,0,7,0,4,7,0,9,4,7,9,4,0,0,0,0,0,0,6,0,6.3,7.3,14.3,57,27,416,3
110,Neil Pau'u,BYU,0,4,0,0,3,4,5,5,3,4,5,0,3,0,6,9,0,5,0,0,4.7,10.8,15.1,56,45,603,4
111,Smoke Harris,LaTech,0,0,0,5,8,6,3,0,0,11,0,0,0,0,7,9,0,7,0,0,7.0,5.4,15.9,56,39,304,4
112,Kyle Philips,UCLA,0,0,0,0,0,0,0,0,0,0,8,7,10,6,7,11,7,0,0,0,8.0,6.6,28.6,56,38,370,2
113,Antonio Nunn,Buff,0,0,0,0,0,0,0,0,0,0,7,9,7,6,0,1,17,9,0,0,8.0,10.4,36.4,56,37,584,2
114,George Pickens,UGa,0,0,0,0,7,5,3,7,0,0,0,0,11,4,0,9,0,0,10,0,7.0,9.2,18.7,56,36,513,6
115,Rashod Bateman,Minn,0,0,0,0,0,0,0,0,12,8,13,15,8,0,0,0,0,0,0,0,11.2,8.4,30.9,56,36,472,2
116,Jayden Reed,MSU,0,0,0,0,0,0,0,0,13,5,3,11,0,6,6,12,0,0,0,0,8.0,7.3,23.3,56,33,407,3
117,Joshua Moore,Tex,0,0,7,0,7,4,12,0,3,7,0,0,0,4,3,0,0,0,9,0,6.2,8.4,16.2,56,30,472,9
118,Jacob Harris,UCF,0,0,0,3,10,6,0,6,4,3,0,5,3,8,0,0,0,8,0,0,5.6,9.6,13.8,56,30,539,8
119,Donavon Greene,Wake,0,0,7,4,0,3,0,8,3,7,0,11,0,0,0,0,0,0,13,0,7.0,10.4,18.5,56,29,582,2
120,Sam Crawford,Tulsa,0,0,0,8,0,10,0,0,4,0,0,8,8,0,5,0,5,0,8,0,7.0,6.7,18.8,56,28,374,1
121,Chris Pierce,Vandy,0,0,0,0,3,5,2,0,0,6,10,7,9,4,0,10,0,0,0,0,6.2,6.6,19.1,56,25,371,5
122,Eli Stove,Auburn,0,0,0,0,4,0,0,10,5,5,0,0,4,8,6,8,0,0,5,0,6.1,6.5,15.4,55,44,359,3
123,Hassan Beydoun,EastMi,0,0,0,0,0,0,0,0,0,0,11,0,13,10,10,11,0,0,0,0,11.0,9.2,29.1,55,40,508,0
124,Theo Wease,Okla,0,0,3,0,8,2,10,0,3,6,5,0,3,0,6,0,6,0,3,0,5.0,9.6,15.3,55,37,530,4
125,Aron Cruickshank,Rut,0,0,0,0,0,0,0,0,6,6,8,9,9,2,2,10,3,0,0,0,6.1,4.3,17.6,55,37,239,1
126,Kearis Jackson,UGa,0,0,0,0,9,11,7,7,0,3,4,0,7,2,0,1,0,0,4,0,5.5,9.3,18.3,55,36,514,3
127,Xavier Lane,WestKy,0,0,0,3,0,9,6,2,6,5,14,8,2,0,0,0,0,0,0,0,6.1,6.8,15.2,55,34,376,1
128,Shameen Jones,Rut,0,0,0,0,0,0,0,0,4,5,7,6,10,8,4,7,4,0,0,0,6.1,6.9,17.6,55,34,378,3
129,Jake Bobo,Duke,0,0,5,8,3,3,7,10,0,2,2,0,0,5,7,3,0,0,0,0,5.0,6.5,14.0,55,32,358,1
130,Dahu Green,ArkSt,0,10,0,0,0,10,7,15,6,7,0,0,0,0,0,0,0,0,0,0,9.2,9.9,12.1,55,32,542,5
131,Mike Woods,Ark,0,0,0,0,6,3,9,7,0,7,5,3,5,0,6,4,0,0,0,0,5.5,11.3,19.6,55,32,619,5
132,Jermaine Burton,UGa,0,0,0,0,5,3,3,13,0,3,3,0,9,6,0,6,0,0,4,0,5.5,7.3,18.3,55,27,404,3
133,Austin Williams,MissSt,0,0,0,0,9,0,6,4,0,4,6,0,4,7,0,4,5,0,5,0,4.9,6.9,9.8,54,43,372,3
134,Kyle Williams,UNLV,0,0,0,0,0,0,0,0,5,7,8,11,0,6,0,17,0,0,0,0,9.0,7.9,28.4,54,35,426,2
135,Austin Watkins,UAB,0,9,6,0,9,4,0,12,7,7,0,0,0,0,0,0,0,0,0,0,7.7,8.7,22.8,54,34,468,3
136,CJ Windham,MiddTn,0,5,0,2,0,5,11,8,9,0,0,12,2,0,0,0,0,0,0,0,6.8,6.1,17.5,54,31,331,3
137,Sam James,WVU,0,0,7,0,8,11,0,7,8,4,2,3,0,0,0,0,0,0,4,0,6.0,5.6,13.5,54,31,300,2
138,Damon Hazelton,Missou,0,0,0,0,9,7,0,0,8,14,0,0,0,3,6,2,5,0,0,0,6.0,7.4,13.8,54,30,397,1
139,Andrew Parchment,Kansas,0,0,11,0,7,3,0,8,4,6,8,0,0,7,0,0,0,0,0,0,6.8,3.6,19.2,54,24,197,2
140,Jalen Wayne,USA,0,9,6,0,2,0,0,7,0,3,6,3,6,5,6,0,0,0,0,0,4.8,7.9,15.5,53,33,418,1
141,Khalil McClain,Troy,0,0,0,9,2,0,6,3,10,1,7,0,7,3,4,1,0,0,0,0,4.8,7.2,11.9,53,32,383,6
142,Jerreth Sterns,HouBap,0,16,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,8.7,30.6,52,47,454,5
143,Tyler Page,SMU,0,6,0,2,0,5,0,7,3,7,11,5,0,6,0,0,0,0,0,0,5.8,8.1,14.1,52,39,422,2
144,D'Wayne Eskridge,WestMi,0,0,0,0,0,0,0,0,0,0,5,9,8,12,5,13,0,0,0,0,8.7,15.1,34.2,52,34,784,8
145,Cornelius McCoy,GaSt,0,0,0,7,0,10,0,0,0,0,8,7,3,9,0,0,0,8,0,0,7.4,8.6,17.4,52,31,447,4
146,Jonathan Mingo,Miss,0,0,0,0,1,9,3,9,5,7,0,0,0,4,0,0,7,0,7,0,5.8,7.3,15.6,52,27,379,3
147,Cee Jay Powell,LaTech,0,0,0,4,1,4,7,7,11,3,0,0,0,0,4,4,0,6,0,0,5.1,5.3,14.4,51,37,271,0
148,Marvin Mims,Okla,0,0,4,0,6,5,4,0,6,8,2,0,5,0,1,0,8,0,2,0,4.6,12.0,14.2,51,37,610,9
149,Charleston Rambo,Okla,0,0,5,0,7,7,7,0,5,0,7,0,2,0,4,0,3,0,4,0,5.1,6.1,14.2,51,25,312,3
150,Taysir Mack,Pitt,0,0,0,0,7,10,10,7,8,0,0,0,4,3,0,2,0,0,0,0,6.4,6.0,12.2,51,23,305,2
151,Jared Smart,Hawaii,0,0,0,0,0,0,0,0,7,5,6,7,6,3,7,6,0,3,0,0,5.6,6.4,16.5,50,36,320,1
152,Kyric McGowan,NW,0,0,0,0,0,0,0,0,3,6,5,9,8,9,0,4,6,0,0,0,6.3,7.3,17.9,50,34,366,0
153,Nathaniel Dell,Hou,0,0,0,0,0,0,2,5,5,11,5,5,0,0,0,7,0,10,0,0,6.3,8.6,17.7,50,29,428,3
154,Danny Gray,SMU,0,5,0,2,3,8,0,8,5,0,5,13,0,0,0,0,0,0,0,0,6.1,9.1,13.3,49,33,448,4
155,Tyler Vaughns,USC,0,0,0,0,0,0,0,0,0,0,9,9,4,0,6,14,7,0,0,0,8.2,8.3,19.0,49,33,406,3
156,Gavin Holmes,Baylor,0,0,0,0,4,8,0,0,9,2,2,6,0,3,11,4,0,0,0,0,5.4,5.0,15.1,49,33,244,1
157,Renard Bell,WashSt,0,0,0,0,0,0,0,0,0,0,11,15,0,0,13,0,10,0,0,0,12.3,6.9,32.7,49,33,337,2
158,Jha'Quan Jackson,Tulane,0,0,3,3,2,0,1,1,4,5,9,5,3,0,5,0,0,8,0,0,4.1,8.7,16.3,49,31,425,8
159,Jalen Camp,GaTech,0,0,6,6,5,0,6,2,6,3,0,0,0,2,2,11,0,0,0,0,4.9,9.0,17.5,49,29,439,4
160,Kyren Lacy,UL-Laf,0,0,1,5,6,0,0,3,3,7,4,4,0,7,3,0,0,6,0,0,4.5,7.4,16.7,49,28,364,4
161,Brennan Eagles,Tex,0,0,4,0,4,5,6,0,5,3,8,0,0,7,7,0,0,0,0,0,5.4,9.6,14.2,49,28,469,5
162,Isaiah Graham,LaTech,0,0,0,4,4,4,4,3,4,0,0,0,0,0,7,10,0,9,0,0,5.4,4.6,13.9,49,20,225,3
163,Yusuf Ali,MiddTn,0,0,0,0,10,6,4,6,6,0,0,8,8,0,0,0,0,0,0,0,6.9,9.5,15.6,48,37,457,2
164,Tre Turner,VaTech,0,0,0,0,2,4,5,2,6,4,7,8,6,0,0,4,0,0,0,0,4.8,11.0,19.7,48,34,529,3
165,Victor Tucker,CHAR,0,0,7,0,0,12,3,0,8,7,0,0,0,0,11,0,0,0,0,0,8.0,8.3,27.7,48,30,400,2
166,Jah'Marae Sheread,TxSt,0,9,5,6,1,0,4,7,4,0,2,2,8,0,0,0,0,0,0,0,4.4,7.0,12.5,48,29,334,2
167,Craig Burt,WestKy,0,0,3,3,0,0,4,6,6,0,12,5,4,0,2,0,0,3,0,0,4.8,3.5,13.2,48,23,166,2
168,Melquise Stovall,Hawaii,0,0,0,0,0,0,0,0,0,3,5,0,5,8,12,10,0,4,0,0,5.2,4.9,15.5,47,31,232,0
169,Jaelen Gill,BC,0,0,0,2,5,4,4,10,3,1,3,9,0,2,4,0,0,0,0,0,4.3,9.3,12.2,47,29,435,1
170,Myron Mitchell,UAB,0,5,10,0,4,8,0,7,1,5,0,0,0,0,0,2,5,0,0,0,5.2,9.3,19.8,47,29,436,3
171,Austin Ogunmakin,NorTx,0,4,0,4,0,5,3,4,0,0,0,0,7,4,3,3,10,0,0,0,4.7,7.4,14.1,47,23,349,1
172,Malachi Carter,GaTech,0,0,8,2,6,0,6,2,4,4,0,0,0,5,5,5,0,0,0,0,4.7,6.2,16.8,47,20,290,3
173,C.J. Johnson,ECU,0,0,0,0,5,3,5,4,0,7,10,4,3,6,0,0,0,0,0,0,5.2,8.6,16.8,47,19,405,6
174,DJ Stubbs,Lib,0,0,0,2,8,7,3,4,8,0,3,1,2,3,0,0,0,5,0,0,4.2,11.4,15.2,46,38,523,3
175,Drake London,USC,0,0,0,0,0,0,0,0,0,0,9,6,6,0,6,7,12,0,0,0,7.7,10.9,17.8,46,33,502,3
176,Bryce Miller,USF,0,0,5,2,0,5,6,0,7,0,2,7,0,12,0,0,0,0,0,0,5.8,7.1,15.1,46,33,327,3
177,Tauskie Dove,Missou,0,0,0,0,1,0,6,0,1,4,0,0,5,9,9,2,9,0,0,0,4.6,6.5,11.8,46,30,300,2
178,Devin Carter,NCSU,0,0,0,3,6,5,1,5,2,0,3,3,4,3,5,0,0,0,6,0,3.8,10.4,11.8,46,29,477,2
179,Chase Lane,TexA&M,0,0,0,0,4,12,6,5,0,3,4,0,0,4,3,0,3,0,2,0,4.6,8.9,15.5,46,29,409,2
180,CJ Lewis,BC,0,0,0,1,1,4,5,6,5,5,1,6,0,5,7,0,0,0,0,0,4.2,10.0,11.9,46,28,460,5
181,Brennon Dingle,Tx-SA,0,0,5,5,8,6,5,3,4,3,0,1,3,2,0,0,0,1,0,0,3.8,5.8,12.8,46,27,266,2
182,Amir Abdur-Rahman,Vandy,0,0,0,0,7,4,5,0,0,1,5,7,8,3,0,6,0,0,0,0,5.1,8.8,15.7,46,27,406,1
183,Shocky Jacques-Louis,Pitt,0,0,4,3,3,5,4,7,4,0,4,0,10,2,0,0,0,0,0,0,4.6,7.1,11.0,46,26,327,0
