,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
184,Terren Encalade,Tulane,0,0,6,2,8,0,2,4,5,6,3,5,10,12,0,0,0,0,0,0,5.5,11.1,0.0,66,39,730,4
185,Ricky Smalling,Ill,0,0,2,7,0,3,5,8,9,8,6,7,4,7,0,0,0,0,0,0,6.0,7.7,0.0,66,31,510,2
186,D'Wayne Eskridge,WestMi,0,0,9,8,2,4,8,9,6,0,6,7,2,2,0,0,0,0,0,0,5.5,7.7,0.0,66,30,506,3
187,Trent Bostick,CHAR,0,0,7,3,0,6,8,3,9,0,6,6,8,6,0,0,0,0,0,0,6.0,5.4,0.0,66,24,357,3
188,Ray-Ray McCloud,Clem,0,0,7,10,2,4,5,4,0,6,3,2,5,3,6,0,0,0,4,0,4.6,7.7,0.0,65,49,503,1
189,Dillon Mitchell,Oregon,0,0,8,6,8,1,0,0,3,2,5,0,9,7,0,0,13,0,0,0,5.9,8.0,0.0,65,42,517,4
190,D.J. Brown,NIU,0,0,8,6,0,6,2,5,4,10,4,0,0,7,0,0,0,0,7,0,5.0,5.6,0.0,65,42,365,3
191,Willie Johnson,Marsh,0,0,7,4,0,5,2,0,4,5,7,7,3,12,0,0,0,0,0,0,5.9,6.8,0.0,65,36,443,4
192,Papi White,Ohio,0,0,9,2,0,0,0,0,7,0,10,6,11,9,0,0,0,6,0,0,7.2,9.7,0.0,65,36,631,3
193,Melvin Vaughn,ODU,0,0,0,0,0,0,12,10,8,10,9,6,5,5,0,0,0,0,0,0,8.1,5.4,0.0,65,33,354,4
194,Travis Fulgham,ODU,0,0,9,11,8,0,6,2,3,3,5,7,6,5,0,0,0,0,0,0,5.9,6.1,0.0,65,30,394,1
195,Dredrick Snelson,UCF,0,0,0,0,5,5,3,0,6,7,4,5,3,4,11,0,0,0,6,0,5.3,10.9,0.0,64,46,695,8
196,Mikah Holder,SDSU,0,0,3,11,3,0,11,8,5,4,2,0,7,7,0,0,0,0,0,0,5.8,9.4,0.0,64,43,602,2
197,Sean Savoy,VaTech,0,0,5,6,2,5,12,0,5,3,7,5,6,0,0,0,0,0,1,0,5.3,7.1,0.0,64,39,454,4
198,Isaiah Harper,ODU,0,0,0,4,7,0,8,4,6,6,7,4,7,10,0,0,0,0,0,0,5.8,7.2,0.0,64,39,462,0
199,John Diarse,TCU,0,0,5,2,7,0,8,5,4,3,5,5,0,6,7,0,0,0,4,0,4.9,9.0,0.0,64,35,575,3
200,John Ursua,Hawaii,0,0,13,0,9,14,10,2,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.6,0.0,63,47,667,5
201,R.J. Turner,UL-Mon,0,0,0,0,5,0,7,9,5,8,7,0,6,6,8,0,0,0,0,0,6.3,11.0,0.0,63,38,693,6
202,Lil'Jordan Humphrey,Tex,0,0,0,3,0,4,6,7,1,7,10,6,7,4,0,0,0,0,0,0,5.7,6.8,0.0,63,37,431,1
203,Keenan Barnes,UL-Laf,0,0,6,14,10,0,3,6,7,0,4,6,0,0,2,0,0,0,0,0,6.3,8.6,0.0,63,37,539,2
204,Cody White,MSU,0,0,0,0,5,1,0,2,7,15,11,11,2,4,0,0,0,0,4,0,5.7,7.8,0.0,63,35,490,4
205,Byron Pringle,KanSt,0,0,0,8,0,3,2,7,4,4,8,7,5,2,0,0,0,0,6,0,5.3,11.5,0.0,63,30,724,6
206,C.J. Johnson,Wyo,0,0,8,6,0,4,0,1,3,4,6,4,3,10,0,0,0,4,0,0,5.3,8.4,0.0,63,30,531,7
207,Cameron Echols-Luper,WestKy,0,0,0,1,2,0,2,8,6,7,0,13,10,13,0,0,0,0,0,0,6.9,7.6,0.0,62,42,473,4
208,Tony Nicholson,Baylor,0,0,2,6,9,10,0,5,3,5,0,4,5,3,0,0,0,0,0,0,5.6,5.5,0.0,62,41,344,0
209,James Proche,SMU,0,0,4,3,6,4,8,0,1,6,11,3,9,4,0,0,0,0,0,0,5.2,13.2,0.0,62,40,816,6
210,Lucky Jackson,WestKy,0,0,8,5,12,0,6,0,1,0,9,0,6,2,0,0,5,0,0,0,6.2,9.7,0.0,62,39,600,3
211,Tony Ellison,Ari,0,0,7,0,8,0,1,3,3,3,8,1,13,2,0,0,0,0,7,0,4.8,9.6,0.0,62,37,598,5
212,Tony Pollard,Mem,0,0,0,3,1,4,4,7,13,6,3,0,2,1,7,0,0,0,7,0,4.8,8.6,0.0,62,36,536,4
213,Phil Mayhue,Mem,0,0,0,8,6,7,8,3,5,4,6,0,0,3,0,0,0,0,7,0,5.6,8.4,0.0,62,35,521,3
214,Marcus Simms,WVU,0,0,4,5,5,0,6,9,5,6,5,7,2,1,0,0,0,0,7,0,5.2,10.7,0.0,62,35,663,5
215,Chris Jones,CoastC,0,0,0,7,0,0,2,6,7,9,8,10,9,0,2,0,0,0,0,0,6.2,8.6,0.0,62,26,536,4
216,Shun Brown,Ari,0,0,9,3,5,0,7,4,2,1,12,0,8,3,0,0,0,0,6,0,4.7,9.4,0.0,61,43,573,6
217,Emanuel Thompson,Troy,0,0,5,9,6,5,0,12,3,5,2,4,0,5,0,0,0,0,0,0,5.5,6.9,0.0,61,38,420,0
218,Raelon Singleton,Utah,0,0,4,4,3,0,10,2,0,6,3,9,7,4,0,0,0,0,6,0,5.1,8.7,0.0,61,36,531,4
219,Jimmy Williams,ECU,0,0,15,5,0,11,9,0,0,0,7,4,4,1,0,0,0,0,0,0,6.8,7.3,0.0,61,32,447,3
220,Trever Ryen,IaSt,0,0,2,7,0,4,4,2,6,2,8,3,8,5,0,0,0,0,1,0,4.6,7.8,0.0,60,47,469,1
221,Rafael Araujo-Lopes,Pitt,0,0,6,7,3,7,8,11,7,2,0,0,4,3,0,0,0,0,0,0,5.5,8.9,0.0,60,43,531,2
222,Marchie Murdock,IaSt,0,0,6,1,0,6,2,3,7,5,7,8,0,6,0,0,0,0,5,0,5.0,8.6,0.0,60,41,513,5
223,Keishawn Watson,WestMi,0,0,6,1,6,6,8,9,9,0,0,3,6,0,0,0,0,0,0,0,6.0,6.2,0.0,60,41,374,7
224,Brendan O'Leary-Orange,Nevada,0,0,0,6,0,5,3,6,7,0,7,3,14,5,0,0,0,0,0,0,6.0,10.3,0.0,60,39,618,4
225,Johnathan Lloyd,Duke,0,0,5,4,6,13,7,1,0,3,0,5,5,5,0,0,0,0,3,0,5.0,6.1,0.0,60,39,367,1
226,Aleva Hifo,BYU,0,0,9,0,0,0,1,9,11,3,4,9,8,0,0,0,0,0,0,0,6.0,7.3,0.0,60,37,437,2
227,Jonathan Nance,Ark,0,0,3,0,5,8,10,4,7,6,4,7,3,0,0,0,0,0,0,0,5.5,9.0,0.0,60,37,539,5
228,Austin Wolf,Akron,0,0,0,0,8,4,6,0,7,4,0,6,10,3,7,0,0,5,0,0,6.0,7.9,0.0,60,33,476,5
229,Dillon Stoner,OkSt,0,0,5,6,5,1,0,0,2,4,7,6,9,4,0,0,0,0,6,0,4.9,9.8,0.0,59,44,576,6
230,Jared Murphy,Mia-O,0,0,4,3,2,6,7,4,3,0,5,6,5,7,0,0,0,0,0,0,4.9,7.3,0.0,59,38,430,2
231,Quin Jernighan,WestKy,0,0,7,0,0,0,0,5,10,6,7,6,4,6,0,0,4,0,0,0,5.9,6.7,0.0,59,36,393,3
232,Darnell Mooney,Tulane,0,0,2,3,5,0,0,3,3,6,9,8,4,12,0,0,0,0,0,0,5.4,10.2,0.0,59,34,599,4
233,Deon Stewart,Ark,0,0,4,0,0,4,8,9,3,4,7,3,2,11,0,0,0,0,0,0,5.4,6.8,0.0,59,33,404,3
234,Devin C. Butler,Syr,0,0,4,2,4,2,7,2,8,0,1,11,8,4,0,0,0,0,0,0,4.9,5.5,0.0,59,33,327,1
235,Richie James,MiddTn,0,0,13,3,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,11.8,4.9,0.0,59,31,290,3
236,Ventell Bryant,Temple,0,0,8,6,6,6,4,6,8,0,0,7,4,0,0,0,0,4,0,0,5.9,4.7,0.0,59,29,280,0
237,Devin Gray,Cin,0,0,9,2,11,5,6,1,4,0,5,5,4,2,0,0,0,0,0,0,4.9,7.5,0.0,59,28,444,3
238,Desmon White,TCU,0,0,8,5,6,0,4,5,1,3,5,0,2,5,6,0,0,0,5,0,4.5,7.3,0.0,58,41,423,5
239,Detrich Clark,ColoSt,0,0,9,3,0,2,5,6,0,0,2,5,5,0,0,0,8,0,0,0,5.3,8.7,0.0,58,41,504,6
240,Tyler Watts,TxSt,0,0,0,2,0,5,3,0,0,10,9,16,0,4,0,0,0,0,0,0,5.8,5.7,0.0,58,40,332,2
241,Quayvon Skanes,UConn,0,0,0,5,9,3,5,6,3,13,2,5,1,2,0,0,0,0,0,0,4.8,5.8,0.0,58,35,335,1
242,Kwadarrius Smith,Akron,0,0,6,3,6,4,4,6,6,0,0,7,5,0,8,0,0,0,0,0,5.3,12.5,0.0,58,34,726,7
243,Jalen Reagor,TCU,0,0,3,3,4,0,3,5,4,4,1,3,6,5,6,0,0,0,8,0,4.1,9.9,0.0,58,33,576,8
244,Jeff Smith,BC,0,0,10,4,10,3,5,3,3,2,0,2,3,1,0,0,0,0,4,0,4.5,5.1,0.0,58,25,296,0
245,Renard Bell,WashSt,0,0,7,2,6,4,6,4,2,8,2,6,0,4,0,0,0,0,4,0,4.4,9.4,0.0,57,40,538,3
246,Anthony Muse,NMSt,0,0,4,3,3,0,2,7,0,3,7,0,10,2,5,0,0,0,4,0,4.8,7.9,0.0,57,39,449,2
247,David Ungerer,Idaho,0,0,2,4,3,0,2,2,5,7,7,0,5,12,7,0,0,0,0,0,4.8,7.6,0.0,57,39,432,6
248,Stephen Louis,NCSU,0,0,5,6,3,6,8,0,0,5,10,5,0,0,0,0,0,0,3,0,5.7,10.2,0.0,57,37,583,2
249,Tyre McCants,USF,0,0,0,3,3,5,0,0,4,3,7,0,5,15,0,0,0,7,0,0,5.2,12.0,0.0,57,36,686,7
250,Brendan Cope,Ohio,0,0,3,5,7,9,11,3,0,0,9,3,4,0,0,0,0,0,0,0,5.7,8.7,0.0,57,35,494,4
251,Sadiq Palmer,UMass,0,0,6,9,4,10,0,0,0,5,0,2,8,0,2,0,0,0,0,0,5.7,9.1,0.0,57,35,518,1
252,Collin Lisa,UAB,0,0,3,3,8,0,4,5,5,4,2,1,0,10,0,0,0,6,0,0,4.8,7.7,0.0,57,33,439,1
253,Macan Wilson,NW,0,0,3,1,0,4,7,7,8,5,7,9,2,0,0,0,0,0,0,0,5.2,7.8,0.0,57,32,446,1
254,Damion Ratley,TexA&M,0,0,1,2,4,4,3,3,0,5,9,4,6,5,0,0,0,0,11,0,4.8,12.2,0.0,57,30,694,6
255,Matt VandeBerg,Iowa,0,0,7,5,6,5,3,0,5,4,4,3,7,3,0,0,0,0,2,0,4.4,6.7,0.0,57,28,384,2
256,Aaron Cephus,Rice,0,0,2,7,8,0,6,0,7,6,8,5,3,5,0,0,0,0,0,0,5.7,10.9,0.0,57,25,622,5
257,KaVontae Turpin,TCU,0,0,6,7,4,0,4,7,2,3,6,5,1,1,7,0,0,0,2,0,4.0,7.0,0.0,56,41,394,1
258,Brandon Johnson,Tenn,0,0,6,4,8,0,0,5,1,5,0,5,5,9,0,0,0,0,0,0,5.6,8.6,0.0,56,37,482,1
259,K.J. Osborn,Buff,0,0,2,2,4,1,11,3,2,8,0,6,7,5,0,0,0,0,0,0,4.7,8.8,0.0,56,35,493,4
260,Jamire Calvin,WashSt,0,0,4,10,6,4,2,6,4,8,4,3,0,2,0,0,0,0,1,0,4.3,5.4,0.0,56,33,300,3
261,Sean Modster,Boise,0,0,1,4,6,0,1,4,4,4,3,9,5,4,3,0,4,0,0,0,4.0,6.0,0.0,56,32,335,3
262,Omar Bayless,ArkSt,0,0,0,4,5,0,3,4,3,6,0,0,4,5,8,0,5,0,0,0,5.1,7.8,0.0,56,32,439,6
263,Chris Taylor,Duke,0,0,5,4,0,9,5,3,6,0,0,5,4,7,0,0,0,0,7,0,5.1,5.9,0.0,56,25,332,1
264,Van Jefferson,Miss,0,0,5,12,0,3,11,4,2,5,6,3,0,0,0,0,0,0,0,0,5.5,8.3,0.0,55,42,456,1
265,Reggie Hemphill-Mapps,Tex,0,0,5,3,0,1,16,6,3,0,3,0,3,5,0,0,0,0,2,0,4.6,7.3,0.0,55,37,402,0
266,Dezmon Patmon,WashSt,0,0,0,7,1,0,0,2,8,11,5,9,0,6,0,0,0,0,6,0,6.1,6.9,0.0,55,35,379,0
267,Kamathi Holsey,Buff,0,0,6,3,2,0,10,0,11,9,0,7,0,7,0,0,0,0,0,0,6.9,10.0,0.0,55,32,548,1
268,JaQuan Blackwell,SJSU,0,0,3,8,6,10,7,7,0,2,0,3,2,2,0,0,0,0,0,0,5.0,7.9,0.0,55,32,437,2
269,Darnell Salomon,USF,0,0,0,0,0,2,0,5,6,8,7,0,3,10,0,0,0,6,0,0,5.5,9.3,0.0,55,32,512,5
270,Mark Quattlebaum,CHAR,0,0,3,7,9,2,2,6,2,0,4,9,6,0,0,0,0,0,0,0,5.0,6.2,0.0,55,31,343,1
271,Riley Miller,BallSt,0,0,2,3,7,6,4,0,4,7,0,5,4,4,0,0,0,0,0,0,5.0,5.5,0.0,55,30,300,1
272,T.J. Vasher,TxTch,0,0,0,0,2,0,0,2,0,9,12,4,6,10,0,0,0,9,0,0,6.1,9.9,0.0,55,29,545,6
273,Micah Simon,BYU,0,0,0,4,0,4,4,5,6,7,7,3,5,6,0,0,0,0,0,0,4.6,7.0,0.0,55,27,386,3
274,Ahmmon Richards,Mia-Fl,0,0,0,0,0,5,12,0,11,8,6,0,4,9,0,0,0,0,0,0,7.9,8.0,0.0,55,24,439,3
275,Emanuel Hall,Missou,0,0,3,0,1,0,8,5,6,6,5,11,0,5,0,0,0,0,0,0,5.4,15.1,0.0,54,33,817,8
276,Kendal Keys,UNLV,0,0,5,0,4,1,5,4,7,9,5,6,5,3,0,0,0,0,0,0,4.9,4.8,0.0,54,27,260,3
277,Parris Campbell,OhioSt,0,0,5,7,3,4,7,3,0,1,0,3,3,3,3,0,0,0,2,0,4.1,11.0,0.0,53,40,584,3
278,Brandon Presley,UNLV,0,0,3,0,0,3,3,8,4,7,7,5,3,7,0,0,0,0,0,0,4.4,10.4,0.0,53,34,552,3
279,Rhashid Bonnette,LaTech,0,0,0,8,7,1,0,0,3,0,8,11,4,7,0,0,0,1,0,0,5.3,11.0,0.0,53,33,582,2
280,Johnathan Boone,NMSt,0,0,5,4,5,5,8,0,0,0,8,0,0,3,7,0,0,0,8,0,5.9,7.5,0.0,53,31,399,1
281,Terry Godwin,UGa,0,0,4,5,3,4,2,4,0,0,5,6,1,0,5,0,0,0,6,6,4.0,12.3,0.0,52,38,639,6
282,Turner Smiley,NorTx,0,0,7,5,1,3,0,0,3,2,5,0,5,7,4,0,10,0,0,0,4.7,12.0,0.0,52,35,623,5
283,A.J. Richardson,Boise,0,0,4,1,11,0,3,0,0,5,5,5,6,4,4,0,0,0,0,0,4.7,9.5,0.0,52,33,494,2
284,Isaiah Hodgins,OreSt,0,0,11,6,0,0,4,3,0,1,2,8,0,7,0,0,0,0,0,0,4.7,5.3,0.0,52,31,275,2
285,Ricky Jeune,GaTech,0,0,3,0,3,7,0,4,5,6,9,4,4,3,0,0,0,0,0,0,4.7,10.5,0.0,52,25,545,6
286,Isaiah Jones,SouMis,0,0,2,5,0,6,0,6,6,5,7,6,2,3,0,0,0,0,1,0,4.3,3.7,0.0,52,22,191,0
287,Tony Gaiter,FIU,0,0,9,0,6,3,0,5,0,0,2,7,3,2,6,0,0,6,0,0,4.3,6.2,0.0,51,34,314,1
288,Tamir Jones,GaSt,0,0,0,4,5,0,2,3,9,3,3,7,0,1,10,0,4,0,0,0,4.6,7.8,0.0,51,33,396,0
289,Jaelon Darden,NorTx,0,0,10,5,0,0,0,7,6,1,6,5,2,3,5,0,0,0,0,0,3.9,5.5,0.0,51,32,281,3
290,Darren Woods,UNLV,0,0,0,0,4,1,2,2,9,2,5,9,10,5,0,0,0,0,0,0,4.3,7.2,0.0,51,30,366,0
291,Thomas Geddis,Cin,0,0,3,7,5,4,3,5,3,0,3,5,0,7,0,0,0,0,0,0,4.6,7.6,0.0,51,29,388,3
292,Patrick Smith,MiddTn,0,0,4,6,0,8,5,2,2,0,4,7,7,0,0,0,0,0,0,0,5.1,6.5,0.0,51,29,329,2
293,Eric Kumah,VaTech,0,0,0,0,2,3,5,0,3,5,2,10,9,2,0,0,0,0,10,0,5.1,6.4,0.0,51,28,324,2
294,Jamire Jordan,Fres,0,0,5,0,0,3,2,7,2,1,4,4,2,8,3,0,0,7,0,0,3.9,11.0,0.0,51,27,562,3
295,Donovan Peoples-Jones,Mich,0,0,2,2,2,0,5,5,6,2,3,2,8,2,0,0,0,0,11,0,3.9,5.4,0.0,51,22,277,0
296,Tevaris McCormick,Troy,0,0,5,4,4,4,0,2,5,0,2,5,0,2,6,0,5,0,0,0,4.1,8.6,0.0,49,37,421,3
297,Kamrin Solomon,FlaAtl,0,0,0,8,2,5,6,0,6,3,3,4,0,2,5,0,0,5,0,0,4.5,7.9,0.0,49,33,388,1
298,Pooh Stricklin,Baylor,0,0,0,1,8,13,0,7,3,0,0,12,2,0,0,0,0,0,0,0,6.1,8.4,0.0,49,32,414,1
299,OrTre Smith,SCar,0,0,0,2,3,4,4,4,0,5,8,7,7,5,0,0,0,0,0,0,4.9,6.7,0.0,49,30,326,3
300,Dijon Paschal,ArkSt,0,0,0,5,0,0,0,6,2,3,0,9,3,4,5,0,5,0,0,0,4.9,6.0,0.0,49,24,295,1
301,A.J. Taylor,Wisc,0,0,1,3,0,1,3,2,4,1,5,3,3,3,4,0,0,0,10,0,3.4,9.9,0.0,48,31,475,5
302,Tavin Richardson,Kty,0,0,3,3,6,2,4,0,2,6,3,0,6,4,0,0,0,0,6,0,4.0,7.7,0.0,48,27,371,1
303,Keith Gavin,FlaSt,0,0,0,0,6,3,5,0,0,0,6,5,4,3,1,0,0,0,5,0,4.8,5.8,0.0,48,27,278,0
304,Talon Shumway,BYU,0,0,6,6,0,4,1,0,0,3,4,2,8,2,0,0,0,0,0,0,4.4,5.4,0.0,48,25,257,0
305,James Price,Wyo,0,0,0,0,3,5,0,5,3,8,3,3,10,5,0,0,0,3,0,0,4.8,5.9,0.0,48,20,282,1
306,Kerry Thomas,Tx-SA,0,0,4,5,6,0,3,0,0,2,5,6,12,4,0,0,0,0,0,0,5.2,9.6,0.0,47,35,453,4
307,Tay Martin,WashSt,0,0,1,3,2,3,0,0,7,7,5,4,0,5,0,0,0,0,9,0,4.3,7.8,0.0,47,31,366,6
308,Terry McLaurin,OhioSt,0,0,5,5,4,7,5,2,0,2,4,0,4,1,4,0,0,0,2,0,3.6,9.3,0.0,47,29,436,6
309,Xavier Lane,WestKy,0,0,3,10,10,0,8,2,4,0,6,0,0,0,0,0,4,0,0,0,5.9,7.1,0.0,47,27,336,0
310,Workpeh Kofa,CHAR,0,0,0,6,5,5,8,0,5,0,3,5,0,6,0,0,0,0,0,0,5.2,7.3,0.0,47,25,343,1
311,Charles Nelson,Oregon,0,0,11,2,0,0,0,0,6,3,5,0,6,4,0,0,4,0,0,0,4.6,8.8,0.0,46,32,404,1
312,Chase Claypool,ND,0,0,0,2,4,2,6,0,2,4,13,5,3,4,0,0,0,0,0,0,4.2,8.7,0.0,46,29,402,2
313,Chad Beebe,NIU,0,0,5,0,0,0,0,2,8,4,7,4,2,3,0,0,0,0,0,0,5.1,9.1,0.0,46,28,417,1
314,Jordan Cunningham,UNC,0,0,3,5,4,5,6,0,5,1,0,2,3,5,0,0,0,0,0,0,4.2,6.7,0.0,46,26,307,1
315,Grant Perry,Mich,0,0,6,4,6,0,7,0,8,2,0,0,4,3,0,0,0,0,0,0,5.1,6.7,0.0,46,25,307,1
316,Donald Gray,MissSt,0,0,6,6,9,5,0,6,8,2,0,0,0,0,0,0,0,0,0,0,5.8,4.7,0.0,46,24,214,3
317,Terry Juniel,UTEP,0,0,4,8,1,2,0,6,0,3,4,8,4,4,0,0,0,0,0,0,3.8,4.9,0.0,46,23,224,0
318,Jordan Jones,Ark,0,0,0,0,2,5,7,8,3,4,2,6,4,4,0,0,0,0,0,0,4.2,8.7,0.0,46,21,401,3
319,Tyler Batson,UTEP,0,0,3,3,8,5,3,4,0,5,0,5,3,5,0,0,0,0,0,0,4.2,8.0,0.0,46,21,370,2
320,Whop Philyor,Ind,0,0,0,0,1,1,4,6,2,14,9,2,4,2,0,0,0,0,0,0,4.5,7.4,0.0,45,33,335,3
321,Jessie Britt,UMass,0,0,3,5,2,7,0,0,7,0,2,5,3,0,7,0,0,0,0,0,3.8,9.4,0.0,45,29,422,3
322,Shi Smith,SCar,0,0,4,2,5,7,3,1,0,6,3,1,3,0,0,0,0,0,6,0,3.8,9.1,0.0,45,29,409,3
323,Aaron Fuller,Wash,0,0,0,5,0,2,3,3,0,0,5,7,4,4,0,0,0,0,10,0,4.5,6.5,0.0,45,26,291,1
324,Gregory Hogan,NMSt,0,0,0,6,0,0,5,8,0,5,5,0,2,5,2,0,0,0,2,0,4.5,6.0,0.0,45,26,272,1
325,Justin Holmes,SJSU,0,0,2,0,2,4,4,4,0,2,7,2,3,2,0,0,0,0,0,0,4.1,6.0,0.0,45,26,270,2
326,Sam Martin,Mia-O,0,0,1,7,4,7,0,0,4,0,7,2,4,5,0,0,0,0,0,0,4.5,8.0,0.0,45,25,359,3
327,CJ Windham,MiddTn,0,0,3,8,2,10,1,3,1,0,0,2,3,5,0,0,5,0,0,0,3.8,7.8,0.0,45,25,351,1
328,Jonah Trinnaman,BYU,0,0,1,2,0,5,5,2,5,3,9,0,3,5,0,0,0,0,0,0,3.8,6.8,0.0,45,24,305,0
329,Keyion Dixon,UConn,0,0,0,3,5,5,4,2,3,0,1,3,3,9,0,0,0,0,0,0,4.0,8.2,0.0,44,33,360,1
330,Armanti Foreman,Tex,0,0,8,7,0,3,0,0,0,3,6,1,0,7,0,0,0,0,4,0,4.9,6.4,0.0,44,31,280,4
331,Jordan Villamin,OreSt,0,0,4,7,0,5,5,4,0,4,0,4,0,0,0,0,0,0,0,0,4.9,8.1,0.0,44,30,356,1
332,Terry Wright,Purdue,0,0,2,2,9,0,4,0,4,4,2,9,4,4,0,0,0,0,0,0,4.4,6.2,0.0,44,29,274,0
333,Ronnie Turner,UAB,0,0,0,2,5,0,8,9,5,0,0,3,3,0,0,0,0,8,0,0,4.9,6.0,0.0,44,28,262,1
334,Evan Fairs,Kansas,0,0,2,4,2,0,0,0,0,4,2,14,11,4,0,0,0,0,0,0,4.9,7.6,0.0,44,24,335,1
335,Jeremiah Booker,Kansas,0,0,9,7,6,0,6,0,0,8,0,1,0,0,0,0,0,0,0,0,6.3,6.5,0.0,44,22,287,2
336,Jay Griffin,NM,0,0,8,0,2,3,0,4,1,3,6,5,1,7,0,0,0,0,0,0,3.6,9.1,0.0,43,29,393,4
337,Brady Jones,Tx-SA,0,0,1,3,4,0,3,3,5,3,4,9,5,3,0,0,0,0,0,0,3.9,7.6,0.0,43,26,325,2
338,Danny Davis,Wisc,0,0,2,3,0,5,0,4,0,0,2,5,4,6,6,0,0,0,6,0,4.3,9.7,0.0,43,26,418,5
339,Tre Walker,SJSU,0,0,0,2,0,14,3,5,0,6,4,3,5,0,0,0,0,0,0,0,4.8,6.7,0.0,43,26,288,1
340,Jordan Nathan,UtahSt,0,0,7,5,7,1,1,2,4,4,3,0,2,1,0,0,0,0,0,0,3.3,7.5,0.0,43,25,324,2
341,Danzel McKinley-Lewis,Toledo,0,0,0,2,11,0,4,2,2,1,5,4,1,2,5,0,0,1,0,0,3.3,7.4,0.0,43,23,319,3
342,Quez Watkins,SouMis,0,0,4,4,0,0,5,3,4,1,4,2,5,4,0,0,0,0,0,0,3.9,7.8,0.0,43,23,337,2
343,Izaiah Lottie,NMSt,0,0,8,5,4,1,3,0,0,0,0,0,0,10,10,0,0,0,2,0,5.4,7.3,0.0,43,20,312,4
344,Tyraiq Beals,UConn,0,0,0,5,1,3,4,2,6,5,0,4,3,4,0,0,0,0,0,0,3.8,6.3,0.0,42,30,266,0
345,Eric Cooper,CentMi,0,0,2,5,7,4,2,5,2,0,2,0,0,7,0,0,0,6,0,0,4.2,6.8,0.0,42,29,285,2
346,Deshaunte Jones,IaSt,0,0,4,4,0,3,2,3,5,4,2,5,3,2,0,0,0,0,4,0,3.2,6.5,0.0,42,28,273,0
347,Jay MacIntyre,Colo,0,0,4,7,0,6,4,0,1,5,4,5,0,5,0,0,0,0,0,0,4.2,9.4,0.0,42,28,396,2
348,Johnnie Niupalau,EastMi,0,0,2,0,7,3,2,0,6,7,5,5,0,0,0,0,0,0,0,0,4.7,8.8,0.0,42,27,368,4
349,Gabriel Davis,UCF,0,0,0,0,0,0,3,2,5,0,5,10,3,4,1,0,0,0,4,0,4.2,9.3,0.0,42,27,391,4
350,Mathew Sexton,EastMi,0,0,1,0,4,2,6,7,2,4,1,6,5,1,0,0,0,0,0,0,3.5,8.5,0.0,42,26,357,2
351,Timmy Hernandez,OreSt,0,0,0,2,0,0,1,11,0,6,3,6,0,6,0,0,0,0,0,0,3.7,8.7,0.0,41,30,357,3
352,Demari Simpkins,Utah,0,0,1,4,1,0,2,5,3,4,2,8,2,4,0,0,0,0,2,0,3.2,8.6,0.0,41,29,354,1
353,DeAndre Thompkins,PSU,0,0,1,4,4,2,7,0,0,3,9,0,2,3,0,0,0,0,3,0,3.2,10.8,0.0,41,28,443,3
354,Jesse Jackson,MissSt,0,0,1,1,3,5,0,2,3,5,8,0,3,5,0,0,0,0,3,0,3.4,6.7,0.0,41,27,276,0
355,Will Hastings,Auburn,0,0,3,3,3,1,3,7,2,0,3,0,1,2,0,0,0,0,8,0,3.4,12.8,0.0,41,26,525,4
356,Binjimen Victor,OhioSt,0,0,4,3,3,4,5,7,0,0,0,5,6,0,0,0,0,0,0,0,4.6,8.5,0.0,41,23,349,7
357,Deddrick Thomas,MissSt,0,0,3,3,4,0,0,5,1,0,5,3,1,7,0,0,0,0,4,0,3.7,5.5,0.0,41,22,227,4
358,Brennon Dingle,UMass,0,0,0,3,0,8,0,0,6,1,2,7,5,0,4,0,0,0,0,0,4.1,8.0,0.0,41,21,330,4
359,Cameron Odom,Ohio,0,0,7,3,5,3,5,5,4,0,0,0,0,5,0,0,0,0,0,0,4.6,7.5,0.0,41,20,308,3
360,Connor Wedington,Stan,0,0,3,2,2,3,2,3,0,4,3,3,0,1,3,0,0,0,4,0,3.1,6.1,0.0,40,31,243,0
361,Cody Thompson,Toledo,0,0,9,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,13.4,0.0,40,28,537,4
362,Mikey Dudek,Ill,0,0,11,7,0,3,5,5,0,4,0,0,0,0,0,0,0,0,0,0,5.7,6.6,0.0,40,24,262,1
363,Kalib Woods,FlaAtl,0,0,0,0,0,0,0,0,0,0,3,4,10,3,14,0,0,6,0,0,6.7,15.5,0.0,40,24,619,4
364,Ky'Jon Tyler,CoastC,0,0,0,1,1,2,6,4,8,6,1,1,0,0,2,0,0,0,0,0,3.6,7.8,0.0,40,23,313,2
365,Jordan McCray,USA,0,0,4,0,2,0,0,0,5,5,2,9,6,0,5,0,0,0,0,0,4.4,6.8,0.0,40,22,270,1
366,Bailey Gaither,SJSU,0,0,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7,8.0,0.0,40,22,320,4
367,Xavier Brown,UL-Mon,0,0,0,4,3,3,2,3,0,0,4,0,5,3,5,0,0,0,0,0,4.0,5.7,0.0,40,21,228,2
