TAR/G,YDS/TAR,TM TAR %,TAR,REC,YDS,TD,Probability_Success,Name
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Willie Taggart
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaylen Ellis
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kolbi Fuqua
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Frank Ladson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Detraveon Brown
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Apollos Cook
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Darius De Los Reyes
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Max McGee
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jordan King
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ta'ir Brooks
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Alec Wick
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Leyton Smithson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Grant Briscoe
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Shawn Naim
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Christopher Scott
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Teddy Knox
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Evan Greene
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Matt Greenwald
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Phat Watts
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kerry King
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Graeson Malashevich
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jordan Jakes
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chance Fitzgerald
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Aghogho Eyafe
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Logan Muckey
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Davoun Fuse
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Micah Gifford
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dash Dorsey
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Asaad Waseem
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Harper
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tyler Brueckner
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Isaiah Lige
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,D.J. Crest
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Hobbs Nyberg
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ben Rollins
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Alex Bowen
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Brenen Thompson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chance Morrow
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Quran Boyd
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Carson Pielock
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Michael Marrero
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Zarian Courtney
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,RJ Willis
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Girouard
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tyler King
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Coleman Baker
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Omari Hayes
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jared Merk
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Gerald Campbell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Carter Shaw
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joey Pope
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Darius Copeland
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jace Larsen
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Caleb Botchway
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kyren Ware
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chandler Merrill
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Charles Brown
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Preston Bacon
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Rashad Rochelle
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,KeSean Raven
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joseph Morris
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Makai Cope
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mason Stahl
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Emmanuel Henderson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jordyn Williams
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jordan Brown
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kenden Robinson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mack Moeller
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jadyn Marshall
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Zach Peterson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Corey Gammage
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jacob Flynn
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Javon Gantt
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ja'Markis Weston
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Lex Boucvalt
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaren Hamilton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Charlie Mill
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ian Ver Steeg
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kai Black
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jalien Hammer
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaylen Williams
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Parker Hill
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trent Ginn
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Taylor Saulsberry
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Landry Kinne
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jeshari Houston
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mehki Flowers
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Pierce Turner
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ethan Singleton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jett Law
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cole Boscia
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mason Gilkey
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trebor Pena
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Leo Scheidler
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Isaiah Abeyta
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Noble Johnson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Takare Lipscomb
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Landon Crawford
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Javieon Butler
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Matthew Ogunrin
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jeremiah Charles
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tristan Martinez
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Zavian Hales
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Xander Lamb
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Elias Collins
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Van Fessler
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chase Dixon
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ben Van Noord
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jamison Greenway
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Carson Brown
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dazmin James
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,John Neider
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Christopher Williams
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Evan Rau
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Reed Rutkowski
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chernet Estes
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jordan Onovughe
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nathan Leacock
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Bryson Rodgers
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Rayf Vinson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joshua Pfeifer
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Matthew Reardon
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kaden Wetjen
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Hayden Parise
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Henry Cook
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tyler Trawick
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jordan Scarbrough
0.8,4.4,3.8,11,6,48,0,0.00041440969728016066,Devin Boddie
0.9,4.1,3.1,11,7,45,0,0.0004140780985724506,Jarrad Baker
0.5,5.2,1.1,6,4,31,0,0.00041376633133179114,DeAndre Buchannon
0.7,4.8,1.7,8,6,38,0,0.00041368211306879577,Kaleb Mathis
0.3,11.0,0.3,1,1,11,0,0.0004121063088163456,JJ Henry
0.5,5.1,2.0,7,4,36,0,0.00041203982247390377,Jontavis Robertson
0.4,7.2,2.0,5,4,36,0,0.0004114451063839947,Ty Hahn
0.7,4.5,1.9,8,6,36,0,0.00041108315758291207,Ray Ray Joseph
0.3,81.5,10.0,2,10,163,2,0.0004109638581599917,Jayleen Record
0.2,-1.0,0.4,2,1,-2,0,0.0004107627398819386,Braeden Wisloski
0.0,0.0,0.0,0,3,15,0,0.0004105289912623106,Jermaine Johnson
0.3,12.0,0.6,2,2,24,0,0.00041027643923505496,Jayson Jones
0.2,1.0,0.6,2,1,2,0,0.00041004359096617174,Jhaylin Embry
0.2,1.5,0.5,2,1,3,0,0.0004098882892112519,Talmage Gunther
0.3,12.0,0.3,1,1,12,0,0.0004098618707011534,Braylon James
0.3,12.0,0.3,1,1,12,0,0.0004098618707011534,Rykem Laney
1.5,3.5,4.2,17,12,59,0,0.0004089959147999193,Aaron Anderson
0.2,6.5,0.4,2,1,13,0,0.00040819334159599487,Casey Cain
0.3,11.0,1.0,4,4,44,0,0.00040769516728556156,Ja'Quavion Fraziars
0.3,3.0,0.6,3,2,9,0,0.0004075964248843896,J.J. Sparkman
0.5,3.6,1.2,5,4,18,0,0.0004071726598855323,Jymetre Hester
0.2,12.0,0.4,2,1,24,0,0.00040631933241612407,Clay Swinney
0.2,12.0,0.5,2,1,24,0,0.0004063032806971803,Kejuan Bullard Jr.
0.2,7.0,0.2,1,1,7,0,0.00040625743061010496,Jurrion Dickey
0.2,7.0,0.3,1,1,7,0,0.0004062413813356094,Landon Rogers
0.3,50.7,14.3,3,14,152,1,0.0004056902511766211,DVontae Key
0.5,1.0,1.4,6,2,6,0,0.00040534770773841965,Kyrese Rowan
0.4,6.0,1.1,5,4,30,0,0.0004052024786244523,Quincy Burroughs
0.1,1.0,0.2,1,1,1,0,0.00040487383204980057,Peyton Sawyer
0.3,10.0,0.7,4,4,40,0,0.0004043277745176343,Josh Dallas
0.3,3.8,0.9,4,2,15,0,0.0004041881702542263,Jaren Randle
0.3,3.8,1.0,4,2,15,0,0.00040417220269318847,Bryson Graves
0.2,8.0,0.2,1,1,8,0,0.0004040448341305137,Cristian Driver
0.2,8.0,0.2,1,1,8,0,0.0004040448341305137,Kris Hutson
0.3,6.8,0.9,4,3,27,0,0.00040371533102699094,Julian Ortega-Jones
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Bradley Schlom
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Lonnie Adksim
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Ryder MacGillivray
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Zhighlil McMillan
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Shemar Kirk
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Misun Kelley
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Camron Heard
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Jason Thompson
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Shawn Miller
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Trey Weary
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Ismael Cisse
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Antwaan Mays
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Taeshaun Lyons
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Paul Billups II
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Richard Rocquemore
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Shadeed Ahmed
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Kyle Van Leeuwen
0.0,0.0,0.2,1,0,0,0,0.0004031327173206787,Drew Hocutt
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Bryce Stephens
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Dom Henry
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Tyler Griffin
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Kenric Lanier
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Luke Besh
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Myles Alston
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Cole Wright
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,David Adolph
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Jeremiah Gradowitz
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Isaiah Batton
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Dajon Harrison
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Dallan Wright
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Blake Gunter
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Montrel Hatten
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Clyde Curry
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Jaedyn McKinstry
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Grayson Tempest
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Keith Wheeler
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Dylan Redmon
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Malik Armstrong
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Jacquon Gibson
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Rico Arnold
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Walker Merrill
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Jarel Williams
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Zackary Drawdy
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Luby Maurice
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Tyler Evans
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,LaMarcus Brand
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Quentin Redding
0.0,0.0,0.3,1,0,0,0,0.0004031167914387739,Tristan Wiley
0.0,0.0,0.4,1,0,0,0,0.00040310086618577256,Thomas Amankwaa
0.0,0.0,0.5,1,0,0,0,0.0004030849415616493,Colin O'Connor
0.0,0.0,1.0,1,0,0,0,0.0004030053278733403,Kendin Alexander
0.1,2.0,0.2,1,1,2,0,0.00040266876801605235,Hampton Earle
0.1,2.0,0.2,1,1,2,0,0.00040266876801605235,Malik Hornsby
0.3,16.0,0.3,1,1,16,0,0.0004010056434754734,Jediyah Willoughby
0.0,0.0,0.0,0,5,21,0,0.00040036563179004245,Jasiah Williams
0.3,5.5,1.0,4,3,22,0,0.00039967800539047793,Jayson Raines
0.5,0.2,1.2,6,2,1,0,0.0003993228058931416,Kyler Kasper
0.4,23.3,5.7,3,7,70,0,0.0003993183261759744,Golden Eke
0.8,0.8,2.5,11,2,9,0,0.00039899611858618616,Marcus Rogers
0.2,3.5,0.5,2,2,7,0,0.00039853828785610564,Jayshon Platt
0.1,4.0,0.3,1,1,4,0,0.0003982788537011722,Keegan Wilburn
0.3,3.0,0.9,3,3,9,0,0.00039692651966495785,Isaac Ross
0.2,8.5,0.5,2,2,17,0,0.00039687457614043275,Taylor Spierto
0.2,8.5,0.6,2,2,17,0,0.0003968588973901639,C.J. Cole
0.6,39.8,19.2,5,24,199,0,0.00039626638946725705,Daemon Dawkins
0.7,31.0,14.3,2,8,62,0,0.00039614895156437144,Jalen Johnson
0.1,5.0,0.2,1,1,5,0,0.00039612534282262857,Erik Pizarro
0.1,5.0,0.2,1,1,5,0,0.00039612534282262857,Taharin Sudderth
0.1,5.0,0.3,1,1,5,0,0.00039610969365950837,Jack Kennedy
0.1,5.0,0.4,1,1,5,0,0.000396094045114373,Max Patterson
0.2,14.0,0.6,2,2,28,0,0.0003950369038998695,Jaydon Johnson
0.2,15.5,0.5,2,2,31,0,0.0003945570366090873,Payton Mangrum
0.4,-0.5,1.0,4,3,-2,0,0.00039400486463927114,Dedrick Latulas
0.1,6.0,0.2,1,1,6,0,0.0003939679068999438,Deon Fountain
0.3,20.0,0.2,1,1,20,0,0.00039235620534565927,Jaxson Lavender
0.0,0.0,0.4,2,0,0,0,0.0003919873296317743,Leon Neal Jr.
0.0,0.0,0.4,2,0,0,0,0.0003919873296317743,Steven Fiso
0.0,0.0,0.4,2,0,0,0,0.0003919873296317743,DeAndre Moore
0.0,0.0,0.4,2,0,0,0,0.0003919873296317743,Ronan Hanafin
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Frank Covey IV
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Michael Bittner
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Jalen Vanderbosch
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Chase Jenkins
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Shelton Sampson
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Dakota Williams
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Marquez Bell
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Mike Jackson
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Reggie Fleurima
0.0,0.0,0.5,2,0,0,0,0.00039197184387918064,Braxton Crouse
0.0,0.0,0.6,2,0,0,0,0.0003919563587381229,Lucas Flores
0.0,0.0,0.6,2,0,0,0,0.0003919563587381229,Cam Vaughn
0.0,0.0,0.6,2,0,0,0,0.0003919563587381229,Jacob Bostick
0.0,0.0,0.7,2,0,0,0,0.0003919408742085774,Treymon Echols
0.0,0.0,1.2,2,0,0,0,0.00039186346073268985,Veshe Daniyan
0.1,7.0,0.2,1,1,7,0,0.0003918222165153168,Cole Speer
0.1,7.0,0.3,1,1,7,0,0.00039180673728308313,Caleb Merritt
0.0,0.0,6.7,2,0,0,0,0.00039101292059116644,Zay Brantley
0.2,14.0,0.3,1,1,14,0,0.00039100448437966786,Jake Taylor
0.1,8.0,0.2,1,1,8,0,0.00038968820777358335,Haakon Anderson
0.4,4.8,1.7,5,5,24,0,0.0003884239556674409,Nick Munson
0.1,9.0,0.3,1,1,9,0,0.00038755050598146556,Xayvion Turner-Bradshaw
0.4,-0.2,1.4,5,3,-1,0,0.0003836944479705753,Jalen Coit
0.2,18.0,0.2,1,1,18,0,0.0003825706823659693,Jonathan Davidson
0.1,12.0,0.3,1,1,12,0,0.0003812526610113852,Victor Snow
0.0,0.0,0.7,3,0,0,0,0.00038113490258213933,Shane Porter
0.0,0.0,0.7,3,0,0,0,0.00038113490258213933,Jay'Juan Townsend
0.0,0.0,0.7,3,0,0,0,0.00038113490258213933,Gregory Clayton
0.0,0.0,0.8,3,0,0,0,0.00038111984539932907,Jayden Ballard
0.0,0.0,0.8,3,0,0,0,0.00038111984539932907,Demick Starling
0.0,0.0,0.8,3,0,0,0,0.00038111984539932907,Dannis Jackson
0.0,0.0,0.9,3,0,0,0,0.0003811047888111434,Makhail Wood
0.0,0.0,1.0,3,0,0,0,0.00038108973281755917,Jaden Bradley
0.0,0.0,1.0,3,0,0,0,0.00038108973281755917,Nick Mardner
0.1,14.0,0.3,1,1,14,0,0.0003771110363227333,Don Munnerlyn
0.1,15.0,0.3,1,1,15,0,0.0003750571200482742,Jaylen Sargent
0.1,41.0,0.2,1,1,41,1,0.0003733534294785105,Chris Culliver
0.3,30.0,0.3,1,1,30,0,0.00037148837246871907,Kade Zimmerman
0.0,0.0,0.9,4,0,0,0,0.00037059746176896455,Jordyn Tyson
0.0,0.0,0.9,4,0,0,0,0.00037059746176896455,Shawn Charles
0.1,18.0,0.3,1,1,18,0,0.0003689622224742683,Dalen Cambre
0.1,19.0,0.3,1,1,19,0,0.0003669526720119239,Taji Johnson
0.3,128.0,15.0,3,29,384,1,0.00036593677830445504,TreyShun Hurry
0.3,33.0,0.2,1,1,33,0,0.00036546588631442825,Chris Rhone
0.3,131.0,11.1,3,35,393,2,0.0003629686494216652,Hendrix Johnson
0.2,195.0,6.7,2,36,390,7,0.0003610651829343753,Lyndon Rash
0.0,0.0,1.7,5,0,0,0,0.0003602658402600145,Markel Fortenberry
0.3,92.3,18.8,3,25,277,1,0.0003548957699095753,Jojo Bermudez
0.3,109.5,8.3,2,20,219,3,0.0003539189830107158,Logan Booher
0.0,0.0,1.6,6,0,0,0,0.00035034669761081175,Ryan King
0.2,78.0,7.1,2,15,156,2,0.0003487507656738154,Calvin Wiggins
0.5,59.0,0.2,1,1,59,0,0.00034088183758178796,Corri Milliner
0.0,0.0,1.8,7,0,0,0,0.000340660184706071,Henry Wilson
0.0,0.0,1.9,7,0,0,0,0.000340646725979715,DeAndra Burns Jr.
0.3,189.5,9.1,2,14,379,2,0.00033793904738690787,Da'Shon Davis
0.3,101.0,4.9,2,13,202,1,0.00032622095826995227,Jeremiah Pruitte
0.4,23.8,13.3,4,19,95,0,0.0003149660365983586,Parker Wroble
0.2,259.5,5.0,2,34,519,6,0.00031455975510381813,David White
0.2,92.0,6.1,2,19,184,2,0.0003102565634104372,Desmond Hutson
0.2,74.0,6.7,2,16,148,1,0.00029709224694219265,Nae'Saan Dickerson
0.2,66.0,4.5,1,6,66,1,0.00029542653393061516,Canen Adrian
0.2,45.0,4.5,1,7,45,0,0.0002812637943614953,Avery Williams
0.2,263.5,12.5,2,44,527,7,0.0002753851318301779,Joshua Youngblood
0.3,75.0,2.8,1,3,75,0,0.0002753205956184434,Landyn Backey
0.2,66.0,2.8,1,6,66,0,0.00025766898088416633,Onuma Dieke
0.2,66.0,2.8,1,6,66,0,0.00025766898088416633,Onuma Dieke
0.3,82.0,2.7,1,6,82,0,0.0002448160547980114,Jamall Mensah
0.3,138.5,9.1,2,28,277,2,0.00024366338581521813,Chevalier Brenson
0.1,145.0,3.6,1,9,145,1,0.00017103082919246176,Ismael Fuller
0.1,167.0,3.2,1,15,167,0,0.0001128320762347697,Kevin Barnett
0.2,249.0,7.1,1,17,249,3,0.00010692052606485754,Jihad Marks
0.1,190.0,2.4,1,13,190,0,0.00010494156589167209,Braeden Heald
0.1,372.0,4.8,1,27,372,5,5.3281103518862624e-05,Hunter Wood
0.1,348.0,1.9,1,23,348,1,3.900621574430703e-05,Mo Edwards
0.1,498.0,4.2,1,50,498,4,1.271005615744389e-05,Giancarlo Woods
